time,e16x33_0,e16x33_1,e16x33_2,e16x33_3,e16x33_4,e16x33_5,e16x33NrdA2_0,e16x33NrdA2_1,e16x33NrdA2_2,e16x33NrdA2_3,e16x33NrdA2_4,e16x33NrdA2_5,e20x33_0,e20x33_1,e20x33_2,e20x33_3,e20x33_4,e20x33_5,e20x32gp411_0,e20x32gp411_1,e20x32gp411_2,e20x32gp411_3,e20x32gp411_4,e20x32gp411_5,e32x33_0,e32x33_1,e32x33_2,e32x33_3,e32x33_4,e32x33_5,e32x30SspGyrB_0,e32x30SspGyrB_1,e32x30SspGyrB_2,e32x30SspGyrB_3,e32x30SspGyrB_4,e32x30SspGyrB_5,e34x33_0,e34x33_1,e34x33_2,e34x33_3,e34x33_4,e34x33_5,e34x30MjaKlbA_0,e34x30MjaKlbA_1,e34x30MjaKlbA_2,e34x30MjaKlbA_3,e34x30MjaKlbA_4,e34x30MjaKlbA_5,e38x33_0,e38x33_1,e38x33_2,e38x33_3,e38x33_4,e38x33_5,e38x32gp418_0,e38x32gp418_1,e38x32gp418_2,e38x32gp418_3,e38x32gp418_4,e38x32gp418_5,e41x33_0,e41x33_1,e41x33_2,e41x33_3,e41x33_4,e41x33_5,e41x32NrdJ1_0,e41x32NrdJ1_1,e41x32NrdJ1_2,e41x32NrdJ1_3,e41x32NrdJ1_4,e41x32NrdJ1_5,e42x33_0,e42x33_1,e42x33_2,e42x33_3,e42x33_4,e42x33_5,e42x32STIMPDH1_0,e42x32STIMPDH1_1,e42x32STIMPDH1_2,e42x32STIMPDH1_3,e42x32STIMPDH1_4,e42x32STIMPDH1_5,blank-kan_0,blank-kan_1,negative-control-kan_0,negative-control-kan_1,blank-amp_0,blank-amp_1,negative-control-amp_0,negative-control-amp_1,positive-control-amp_0,positive-control-amp_1
200,89.5,170.5,427.5,1323.5,2016.5,2085.5,63.5,72.5,124.5,312.5,638.5,745.5,99.5,311.5,794.5,1812.5,2487.5,2563.5,65.5,78.5,183.5,626.5,1049.5,1241.5,83.5,249.5,545.5,1368.5,1840.5,1946.5,87.5,199.5,448.5,1185.5,1767.5,2048.5,108.5,403.5,828.5,1574.5,1707.5,2125.5,66.5,98.5,179.5,454.5,741.5,926.5,83.5,133.5,239.5,459.5,667.5,1119.5,65.5,89.5,174.5,477.5,821.5,967.5,85.5,153.5,297.5,533.5,678.5,1208.5,63.5,77.5,123.5,382.5,706.5,843.5,71.5,104.5,165.5,422.5,587.5,701.5,50.5,41.5,50.5,77.5,164.5,222.5,,,72.5,54.5,,,110.0,107.0,2627.0,3068.0
220,128.0,764.0,1922.0,3707.0,4688.0,4761.0,98.0,230.0,596.0,1299.0,1966.0,2119.0,165.0,1275.0,2762.0,4431.0,5282.0,5325.0,98.0,303.0,908.0,1928.0,2563.0,2847.0,151.0,993.0,1927.0,3480.0,4074.0,4179.0,129.0,784.0,1571.0,2852.0,3640.0,3987.0,213.0,1389.0,2418.0,3648.0,3755.0,4213.0,110.0,338.0,706.0,1360.0,1696.0,1951.0,138.0,438.0,945.0,1505.0,1855.0,2427.0,104.0,346.0,740.0,1451.0,1963.0,2162.0,152.0,536.0,1033.0,1571.0,1801.0,2497.0,100.0,229.0,426.0,1022.0,1437.0,1581.0,113.0,423.0,725.0,1247.0,1450.0,1658.0,73.0,76.0,112.0,253.0,457.0,565.0,,,100.0,87.0,,,143.5,144.5,3555.5,4200.5
240,172.0,1761.0,4213.0,6866.0,8053.0,8131.0,147.0,790.0,1861.0,3117.0,4129.0,4279.0,238.0,2738.0,5504.0,7745.0,8649.0,8644.0,138.0,908.0,2318.0,3852.0,4673.0,5062.0,219.0,2436.0,4284.0,6390.0,7091.0,7153.0,190.0,1801.0,3341.0,5038.0,6028.0,6501.0,341.0,3309.0,4947.0,6417.0,6373.0,6880.0,158.0,1136.0,1807.0,2540.0,2869.0,3185.0,219.0,1221.0,2361.0,3228.0,3629.0,4211.0,169.0,1043.0,1895.0,2935.0,3542.0,3834.0,231.0,1261.0,2254.0,3040.0,3332.0,4155.0,145.0,625.0,1083.0,1815.0,2274.0,2443.0,157.0,1168.0,1796.0,2533.0,2808.0,3061.0,97.0,154.0,341.0,707.0,999.0,1156.0,,,143.0,118.0,,,198.0,194.0,4873.0,5598.0
260,228.5,3235.5,7418.5,10817.5,12002.5,12064.5,199.5,1950.5,4042.5,5679.5,6951.5,7153.5,298.5,4331.5,8698.5,11409.5,12419.5,12390.5,189.5,1691.5,3963.5,6028.5,7019.5,7499.5,288.5,4201.5,7098.5,9894.5,10684.5,10705.5,243.5,3114.5,5552.5,7630.5,8799.5,9357.5,490.5,5853.5,8228.5,9872.5,9502.5,10051.5,229.5,2375.5,3304.5,3983.5,4318.5,4671.5,307.5,2414.5,4346.5,5408.5,5852.5,6429.5,229.5,2203.5,3622.5,4954.5,5649.5,6030.5,320.5,2361.5,3945.5,4982.5,5353.5,6195.5,195.5,1291.5,2118.5,2965.5,3416.5,3568.5,207.5,2213.5,3137.5,4094.5,4410.5,4702.5,140.5,275.5,695.5,1276.5,1657.5,1876.5,,,175.5,152.5,,,243.0,236.0,6003.0,6537.0
280,276.0,5213.0,11556.0,15582.0,17085.0,17221.0,272.0,3698.0,7092.0,9539.0,11013.0,11270.0,366.0,5636.0,11545.0,15381.0,16958.0,17166.0,243.0,2404.0,5708.0,8738.0,9892.0,10419.0,369.0,6151.0,10550.0,14303.0,14856.0,14733.0,306.0,4405.0,7898.0,10848.0,12440.0,13065.0,639.0,8832.0,12424.0,13829.0,13208.0,13786.0,311.0,3931.0,5135.0,5651.0,6005.0,6418.0,401.0,3607.0,6529.0,8157.0,8904.0,9446.0,316.0,3445.0,5680.0,7691.0,8420.0,8827.0,423.0,3744.0,6191.0,7824.0,8288.0,9070.0,262.0,2277.0,3805.0,4799.0,5228.0,5281.0,263.0,3502.0,4990.0,5986.0,6350.0,6690.0,182.0,438.0,1123.0,1899.0,2401.0,2677.0,,,221.0,200.0,,,281.0,282.0,6751.0,7207.0
300,321.0,7679.0,16514.0,21350.0,22959.0,23121.0,327.0,5689.0,10705.0,13934.0,15692.0,16077.0,427.0,6846.0,14516.0,18951.0,21178.0,21472.0,287.0,3081.0,7344.0,11177.0,12917.0,13664.0,451.0,8354.0,14577.0,19031.0,19639.0,19714.0,359.0,5914.0,10599.0,14567.0,16542.0,17099.0,771.0,11460.0,16403.0,18517.0,17960.0,18531.0,367.0,5496.0,6986.0,7621.0,8018.0,8488.0,480.0,4445.0,8178.0,10192.0,11060.0,11968.0,377.0,4367.0,7187.0,9620.0,10444.0,11342.0,527.0,5403.0,8724.0,11076.0,11835.0,12894.0,310.0,3093.0,5359.0,7215.0,7738.0,7865.0,326.0,5407.0,7594.0,8654.0,8875.0,9326.0,215.0,720.0,1736.0,2683.0,3289.0,3693.0,,,250.0,229.0,,,312.0,315.0,7476.0,8085.0
320,370.5,10335.5,21954.5,27897.5,29571.5,29695.5,373.5,7649.5,14491.5,18860.5,21001.5,21420.5,487.5,7930.5,17043.5,22558.5,25361.5,26153.5,334.5,3692.5,8869.5,13876.5,15610.5,16572.5,531.5,10238.5,18178.5,24689.5,25634.5,25698.5,409.5,6953.5,12753.5,18005.5,21112.5,22011.5,857.5,13593.5,20268.5,22814.5,22309.5,22931.5,430.5,7131.5,9083.5,9464.5,9955.5,10609.5,552.5,5130.5,9376.5,11681.5,12671.5,13855.5,443.5,5015.5,8272.5,11139.5,12085.5,13196.5,603.5,6652.5,11071.5,14035.5,15330.5,17195.5,356.5,3750.5,6441.5,9086.5,9982.5,10285.5,398.5,7365.5,10799.5,12561.5,12607.5,13321.5,257.5,1380.5,3176.5,4278.5,4961.5,5351.5,,,276.5,263.5,,,354.5,347.5,8209.5,8934.5
340,423.5,12934.5,27439.5,34376.5,36571.5,36659.5,413.5,9433.5,18151.5,23815.5,26486.5,27139.5,527.5,8959.5,19541.5,26228.5,29513.5,30687.5,377.5,4218.5,10326.5,16310.5,18385.5,19282.5,597.5,11874.5,21521.5,29783.5,31122.5,31684.5,456.5,7712.5,14434.5,21072.5,25032.5,26065.5,927.5,15354.5,23778.5,26812.5,26424.5,27124.5,473.5,8463.5,11222.5,11662.5,12075.5,12896.5,619.5,5837.5,10565.5,13140.5,14240.5,15449.5,503.5,5658.5,9277.5,12418.5,13415.5,14675.5,674.5,7694.5,13136.5,16656.5,18203.5,20765.5,412.5,4176.5,7166.5,10213.5,11285.5,11726.5,439.5,9116.5,13674.5,16500.5,17063.5,17628.5,303.5,2193.5,5013.5,6797.5,7821.5,8686.5,,,308.5,284.5,,,391.5,389.5,8916.5,9742.5
360,472.0,15416.0,32315.0,40288.0,42625.0,43269.0,471.0,11022.0,21559.0,28612.0,31749.0,32711.0,587.0,9608.0,21489.0,29623.0,33652.0,35134.0,427.0,4651.0,11461.0,18694.0,21151.0,22167.0,641.0,13209.0,24331.0,34332.0,36232.0,37335.0,502.0,8288.0,15728.0,23355.0,28021.0,29366.0,997.0,16788.0,26974.0,30913.0,30513.0,31161.0,516.0,9319.0,12927.0,13875.0,14177.0,15128.0,701.0,6423.0,11656.0,14564.0,15846.0,17138.0,560.0,6188.0,10187.0,13656.0,14682.0,16116.0,736.0,8551.0,14933.0,19140.0,20781.0,23947.0,469.0,4522.0,7820.0,11139.0,12314.0,12817.0,491.0,10644.0,16344.0,20157.0,21212.0,21901.0,331.0,2942.0,6723.0,9324.0,10754.0,12623.0,,,348.0,321.0,,,419.0,426.0,9496.0,10320.0
380,519.0,17493.0,36548.0,44702.0,47259.0,48774.0,512.0,12278.0,24525.0,32788.0,36449.0,37460.0,635.0,9965.0,22759.0,32549.0,37251.0,39177.0,474.0,4951.0,12345.0,20664.0,23647.0,24899.0,702.0,14192.0,26766.0,38473.0,40774.0,42458.0,552.0,8750.0,16678.0,25308.0,30975.0,32507.0,1045.0,17793.0,29622.0,34537.0,34527.0,35034.0,564.0,9929.0,14271.0,15548.0,16020.0,17250.0,753.0,6912.0,12627.0,15672.0,17043.0,18534.0,609.0,6600.0,10970.0,14753.0,15890.0,17535.0,784.0,9315.0,16593.0,21326.0,23371.0,26820.0,515.0,4803.0,8386.0,12110.0,13305.0,13822.0,546.0,11969.0,18683.0,23490.0,25141.0,26017.0,369.0,3466.0,8019.0,11226.0,12943.0,16200.0,,,372.0,347.0,,,461.0,467.0,9979.0,10870.0
400,558.0,19153.0,39803.0,48069.0,50505.0,52581.0,552.0,13392.0,26858.0,36472.0,40434.0,41686.0,667.0,10331.0,23782.0,34680.0,40001.0,42469.0,507.0,5145.0,13017.0,22274.0,25745.0,27130.0,748.0,14962.0,28433.0,41895.0,44693.0,47341.0,589.0,8963.0,17483.0,27034.0,33305.0,34961.0,1103.0,18630.0,31631.0,37629.0,38309.0,38962.0,599.0,10409.0,15336.0,16967.0,17436.0,18740.0,809.0,7304.0,13392.0,16631.0,18267.0,19831.0,655.0,6932.0,11552.0,15554.0,16762.0,18490.0,835.0,9985.0,18391.0,23522.0,25790.0,29693.0,558.0,5051.0,8842.0,13004.0,14157.0,14771.0,596.0,13127.0,20669.0,26443.0,28772.0,29785.0,398.0,3759.0,8813.0,12473.0,14284.0,19068.0,,,405.0,382.0,,,486.0,492.0,10309.0,11363.0
420,587.0,20396.0,42061.0,50349.0,52699.0,54717.0,581.0,14244.0,28897.0,39619.0,43727.0,45121.0,696.0,10545.0,24469.0,36523.0,42382.0,45133.0,535.0,5267.0,13243.0,23253.0,27342.0,28769.0,780.0,15402.0,29572.0,43951.0,47502.0,50980.0,620.0,9060.0,17810.0,27975.0,35000.0,36604.0,1131.0,19088.0,33294.0,40178.0,41329.0,41921.0,635.0,10573.0,15939.0,18093.0,18503.0,19986.0,836.0,7642.0,14106.0,17526.0,19106.0,20884.0,693.0,7148.0,12012.0,16252.0,17469.0,19290.0,876.0,10532.0,19660.0,25749.0,28100.0,32431.0,588.0,5254.0,9272.0,13791.0,15027.0,15660.0,622.0,14088.0,22446.0,29414.0,32195.0,33159.0,425.0,3867.0,9258.0,13051.0,14847.0,21093.0,,,429.0,409.0,,,518.0,519.0,10597.0,11737.0
440,616.0,21539.0,43870.0,51690.0,53593.0,55997.0,616.0,14809.0,30627.0,42211.0,46557.0,48174.0,727.0,10745.0,25083.0,38010.0,44255.0,47483.0,586.0,5388.0,13552.0,24105.0,28466.0,30054.0,805.0,15755.0,30325.0,45541.0,49728.0,53635.0,655.0,9154.0,17958.0,28536.0,35677.0,37964.0,1160.0,19413.0,34399.0,42028.0,43808.0,44462.0,662.0,10646.0,16489.0,19156.0,19578.0,21116.0,897.0,7921.0,14561.0,18253.0,19985.0,21925.0,723.0,7379.0,12457.0,16853.0,18152.0,19994.0,914.0,10888.0,20767.0,27634.0,30456.0,35080.0,633.0,5453.0,9697.0,14659.0,15857.0,16602.0,656.0,14977.0,24108.0,32063.0,35416.0,36495.0,471.0,4016.0,9622.0,13508.0,14914.0,22528.0,,,463.0,432.0,,,538.5,542.5,10767.5,12182.5
460,648.0,22320.0,45020.0,52132.0,53826.0,56787.0,643.0,15304.0,31946.0,44347.0,49028.0,50654.0,763.0,10886.0,25424.0,38993.0,45926.0,49260.0,604.0,5449.0,13790.0,24580.0,29442.0,31258.0,854.0,16009.0,30829.0,46775.0,51219.0,55873.0,667.0,9150.0,18164.0,28849.0,36666.0,39054.0,1186.0,19836.0,35595.0,44040.0,46456.0,46593.0,684.0,10697.0,16727.0,19972.0,20087.0,22065.0,929.0,8252.0,15168.0,18987.0,20718.0,22820.0,758.0,7502.0,12795.0,17185.0,18768.0,20711.0,951.0,11306.0,22000.0,29709.0,32528.0,37476.0,657.0,5577.0,9922.0,15192.0,16490.0,17293.0,694.0,15786.0,25645.0,34576.0,38417.0,39940.0,498.0,4266.0,9732.0,13411.0,14687.0,23445.0,,,486.0,460.0,,,562.0,559.0,11035.0,12587.0
480,671.0,22661.0,45997.0,52706.0,54004.0,56801.0,666.0,15532.0,32739.0,46031.0,50989.0,52349.0,786.0,10899.0,25494.0,39353.0,46439.0,49910.0,635.0,5514.0,13804.0,25063.0,30115.0,32243.0,868.0,16131.0,31194.0,47526.0,52160.0,57538.0,711.0,9150.0,17979.0,29052.0,37034.0,39678.0,1217.0,19874.0,35653.0,44621.0,48133.0,48505.0,721.0,10711.0,16888.0,20613.0,20734.0,22685.0,967.0,8461.0,15517.0,19438.0,21325.0,23664.0,774.0,7672.0,12997.0,17583.0,19207.0,21190.0,980.0,11614.0,22788.0,31136.0,34281.0,39605.0,688.0,5709.0,10158.0,15735.0,17121.0,18076.0,728.0,16519.0,26917.0,36887.0,41325.0,42534.0,517.0,4711.0,9910.0,13353.0,14365.0,23866.0,,,499.0,476.0,,,579.5,593.5,11185.5,12843.5
500,704.5,23051.5,46441.5,52839.5,54252.5,56701.5,692.5,15577.5,33282.5,47116.5,52271.5,53947.5,809.5,10858.5,25474.5,39480.5,46448.5,50066.5,665.5,5479.5,13818.5,25131.5,30610.5,32961.5,903.5,16116.5,31262.5,48044.5,53274.5,59054.5,726.5,9136.5,17940.5,29039.5,37297.5,40232.5,1256.5,19827.5,35728.5,44751.5,48395.5,48824.5,746.5,10629.5,16890.5,21073.5,21228.5,23321.5,980.5,8502.5,15700.5,19600.5,21573.5,24063.5,807.5,7759.5,13237.5,17822.5,19437.5,21559.5,1012.5,11755.5,23320.5,32141.5,35759.5,41571.5,712.5,5756.5,10267.5,16188.5,17609.5,18594.5,758.5,16978.5,27900.5,38624.5,43612.5,45036.5,545.5,5033.5,10301.5,13179.5,14049.5,23850.5,,,532.5,500.5,,,605.0,609.0,11362.0,13206.0
520,725.5,23477.5,46901.5,53527.5,54167.5,56843.5,725.5,15640.5,33583.5,47820.5,53309.5,55228.5,829.5,10940.5,25584.5,39644.5,46648.5,50316.5,680.5,5483.5,13718.5,25091.5,30802.5,33321.5,919.5,16104.5,31078.5,48369.5,53450.5,60098.5,748.5,9087.5,17865.5,28958.5,37226.5,40196.5,1267.5,19865.5,36005.5,44932.5,48482.5,48803.5,758.5,10553.5,16792.5,21231.5,21497.5,23601.5,991.5,8570.5,15877.5,19802.5,21807.5,24276.5,824.5,7825.5,13393.5,18060.5,19816.5,21932.5,1042.5,11943.5,23744.5,33019.5,36815.5,43113.5,735.5,5813.5,10391.5,16478.5,17777.5,19034.5,784.5,17450.5,28628.5,40228.5,45589.5,46775.5,566.5,5399.5,11020.5,13194.5,13658.5,23804.5,,,540.5,524.5,,,622.5,622.5,11493.5,13458.5
540,737.5,23979.5,47917.5,54161.5,54517.5,57113.5,732.5,15830.5,33959.5,48864.5,54125.5,56060.5,850.5,10930.5,25731.5,40021.5,46905.5,50467.5,698.5,5486.5,13792.5,25090.5,31015.5,33624.5,951.5,16074.5,31148.5,48109.5,54015.5,61162.5,771.5,9106.5,17944.5,29113.5,37531.5,40667.5,1283.5,19876.5,36229.5,45094.5,48812.5,49213.5,777.5,10495.5,16761.5,21336.5,21661.5,23798.5,1028.5,8647.5,15998.5,20073.5,21912.5,24428.5,851.5,7928.5,13525.5,18005.5,19935.5,22362.5,1045.5,12080.5,23809.5,33419.5,37330.5,44184.5,755.5,5873.5,10448.5,16663.5,18114.5,19288.5,788.5,17700.5,29113.5,40912.5,46910.5,47906.5,577.5,5641.5,11715.5,13511.5,13467.5,23715.5,,,568.5,527.5,,,633.5,645.5,11714.5,13755.5
560,754.5,24666.5,48947.5,54799.5,55028.5,57501.5,749.5,15899.5,34129.5,49292.5,54963.5,57143.5,857.5,11015.5,25856.5,40309.5,47340.5,51135.5,719.5,5498.5,13671.5,25114.5,30962.5,33583.5,965.5,16147.5,31067.5,47836.5,54000.5,62241.5,788.5,9053.5,17935.5,28998.5,37617.5,40623.5,1299.5,19957.5,36572.5,45463.5,49361.5,49676.5,798.5,10388.5,16531.5,21252.5,21819.5,23970.5,1050.5,8750.5,16194.5,20221.5,22127.5,24601.5,861.5,7903.5,13460.5,18024.5,20117.5,22442.5,1063.5,12197.5,24084.5,33841.5,37749.5,44735.5,773.5,5870.5,10376.5,16885.5,18245.5,19583.5,804.5,18092.5,29538.5,41511.5,47415.5,48691.5,602.5,5869.5,12183.5,14002.5,13416.5,23328.5,,,571.5,537.5,,,667.0,666.0,11859.0,14044.0
