time,pBAD/Ara_0,pBAD/Ara_1,pBAD/Ara_2,pBAD/Ara_3,pBAD/Ara_4,pBAD/Ara_5,e11x33_0,e11x33_1,e11x33_2,e11x33_3,e11x33_4,e11x33_5,pCin/OHC14_0,pCin/OHC14_1,pCin/OHC14_2,pCin/OHC14_3,pCin/OHC14_4,pCin/OHC14_5,e15x33_0,e15x33_1,e15x33_2,e15x33_3,e15x33_4,e15x33_5,pCymRC/Cuma_0,pCymRC/Cuma_1,pCymRC/Cuma_2,pCymRC/Cuma_3,pCymRC/Cuma_4,pCymRC/Cuma_5,e16x33_0,e16x33_1,e16x33_2,e16x33_3,e16x33_4,e16x33_5,pLuxB/AHL_0,pLuxB/AHL_1,pLuxB/AHL_2,pLuxB/AHL_3,pLuxB/AHL_4,pLuxB/AHL_5,e11x32STPhoRadA_0,e11x32STPhoRadA_1,e11x32STPhoRadA_2,e11x32STPhoRadA_3,e11x32STPhoRadA_4,e11x32STPhoRadA_5,pPhlF/DAPG_0,pPhlF/DAPG_1,pPhlF/DAPG_2,pPhlF/DAPG_3,pPhlF/DAPG_4,pPhlF/DAPG_5,e15x32NpuSspS2_0,e15x32NpuSspS2_1,e15x32NpuSspS2_2,e15x32NpuSspS2_3,e15x32NpuSspS2_4,e15x32NpuSspS2_5,pSalTTC/Sal_0,pSalTTC/Sal_1,pSalTTC/Sal_2,pSalTTC/Sal_3,pSalTTC/Sal_4,pSalTTC/Sal_5,e16x33NrdA2_0,e16x33NrdA2_1,e16x33NrdA2_2,e16x33NrdA2_3,e16x33NrdA2_4,e16x33NrdA2_5,pRhaB/Rha_0,pRhaB/Rha_1,pRhaB/Rha_2,pRhaB/Rha_3,pRhaB/Rha_4,pRhaB/Rha_5,Blank_Kan_1,Blank_Kan_1,negative-control-kan_1,negative-control-kan_1,Blank_Amp_1,Blank_Amp_1,negative-control-amp_1,negative-control-amp_1,positive-control-amp_1,positive-control-amp_1
200,196.5,9575.5,14249.5,16615.5,16997.5,15931.5,128.5,2229.5,5183.5,5993.5,6231.5,5752.5,151.5,144.5,109.5,-11.5,21.5,8935.5,104.5,15.5,956.5,980.5,945.5,744.5,157.5,712.5,2712.5,6012.5,8682.5,9362.5,120.5,743.5,2623.5,2909.5,2982.5,2657.5,421.5,12559.5,15836.5,17171.5,17338.5,17240.5,125.5,247.5,1199.5,1952.5,2237.5,1904.5,11690.5,12177.5,12483.5,12869.5,12742.5,12246.5,131.5,180.5,377.5,694.5,944.5,784.5,170.5,165.5,195.5,907.5,9452.5,13042.5,154.5,162.5,630.5,1740.5,2251.5,1707.5,200.5,15266.5,19181.5,18176.5,16892.5,18477.5,,,185.5,184.5,,,260.5,261.5,5770.5,6218.5
220,351.5,21733.5,25520.5,27041.5,26802.5,24783.5,203.5,6424.5,9979.5,10282.5,9776.5,8519.5,214.5,198.5,138.5,-6.5,42.5,15492.5,171.5,32.5,2281.5,2132.5,1784.5,1258.5,211.5,1137.5,4179.5,8795.5,12483.5,13456.5,191.5,3432.5,6806.5,6785.5,6382.5,5204.5,697.5,19411.5,23999.5,26291.5,26825.5,26831.5,161.5,580.5,2823.5,4163.5,4181.5,3499.5,14518.5,15164.5,16172.5,17457.5,17248.5,16863.5,201.5,298.5,703.5,1274.5,1569.5,1280.5,256.5,247.5,298.5,1813.5,16800.5,21328.5,197.5,268.5,1783.5,4263.5,4669.5,3420.5,303.5,18972.5,30419.5,28585.5,26181.5,28057.5,,,261.5,250.5,,,366,368,7965,8567
240,496.5,37121.5,39624.5,39853.5,38435.5,35079.5,301.5,12608.5,16055.5,15715.5,14279.5,11929.5,299.5,286.5,209.5,0.5,95.5,24732.5,253.5,171.5,3985.5,3633.5,2873.5,1910.5,296.5,1728.5,6216.5,12546.5,17469.5,18606.5,280.5,8363.5,12880.5,12525.5,11202.5,8521.5,940.5,27525.5,34762.5,37694.5,38043.5,37809.5,214.5,1221.5,5317.5,7163.5,6744.5,5378.5,18504.5,19632.5,21919.5,24529.5,24511.5,23679.5,287.5,436.5,1105.5,1968.5,2198.5,1789.5,331.5,341.5,424.5,2527.5,26176.5,32998.5,282.5,567.5,3748.5,7975.5,7981.5,5599.5,438.5,19758.5,40737.5,42117.5,38860.5,40747.5,,,364.5,344.5,,,466.5,472.5,10812.5,11502.5
260,640.5,53949.5,55336.5,54301.5,52050.5,47134.5,390.5,20168.5,23324.5,21734.5,18901.5,15500.5,401.5,361.5,288.5,5.5,154.5,33461.5,353.5,668.5,6135.5,5522.5,4278.5,2729.5,363.5,2489.5,8957.5,17808.5,23920.5,25355.5,379.5,14651.5,20358.5,19534.5,17060.5,12722.5,1132.5,34427.5,46209.5,51117.5,52358.5,52026.5,279.5,2276.5,8508.5,10656.5,9669.5,7495.5,23175.5,24794.5,28502.5,33921.5,34218.5,33381.5,362.5,646.5,1671.5,2853.5,3054.5,2289.5,429.5,454.5,554.5,3086.5,35323.5,45015.5,362.5,1126.5,6789.5,13062.5,12319.5,8374.5,596.5,19663.5,46951.5,57001.5,53164.5,55212.5,,,431.5,415.5,,,585,582,12934,13593
280,788.5,72815.5,72946.5,70419.5,67631.5,61592.5,484.5,29608.5,31944.5,29018.5,24415.5,19392.5,478.5,448.5,373.5,18.5,234.5,43201.5,435.5,1789.5,9200.5,8206.5,6224.5,3801.5,442.5,2963.5,10592.5,21648.5,31074.5,33786.5,472.5,23480.5,29690.5,27795.5,23914.5,17704.5,1319.5,40669.5,57293.5,65086.5,67415.5,67712.5,336.5,4122.5,12495.5,14610.5,12781.5,9661.5,28823.5,31002.5,36940.5,45329.5,45715.5,44700.5,440.5,956.5,2648.5,4246.5,4287.5,2926.5,539.5,532.5,680.5,3625.5,43105.5,59238.5,467.5,2307.5,11890.5,19729.5,17910.5,11932.5,733.5,19607.5,49665.5,73856.5,68505.5,70666.5,,,493.5,491.5,,,653.5,670.5,14351.5,15096.5
300,971.5,95855.5,91755.5,88003.5,84277.5,77154.5,578.5,40056.5,42047.5,37585.5,31039.5,23873.5,567.5,528.5,475.5,61.5,369.5,55355.5,543.5,3185.5,12511.5,11673.5,8763.5,5237.5,541.5,3324.5,11422.5,23298.5,33796.5,38140.5,591.5,33907.5,40891.5,38752.5,32921.5,23702.5,1551.5,45500.5,68961.5,80618.5,83010.5,83743.5,413.5,6719.5,17376.5,19439.5,16466.5,11943.5,35749.5,38568.5,47313.5,60147.5,60372.5,59235.5,516.5,1221.5,3589.5,5962.5,6005.5,3854.5,643.5,646.5,788.5,4057.5,49211.5,70129.5,545.5,3538.5,18194.5,28915.5,25980.5,16435.5,846.5,19210.5,51032.5,93576.5,86172.5,87967.5,,,582.5,570.5,,,756,755,16041,16865
320,1102.5,117653.5,111666.5,106021.5,102608.5,94148.5,671.5,52813.5,51149.5,46737.5,38836.5,29356.5,630.5,601.5,553.5,76.5,553.5,70826.5,624.5,5128.5,15445.5,15150.5,11570.5,6815.5,621.5,3610.5,12128.5,24628.5,35579.5,40057.5,684.5,46661.5,54131.5,51305.5,43910.5,31347.5,1728.5,50186.5,78822.5,95113.5,101188.5,102490.5,475.5,9624.5,22574.5,24926.5,20733.5,14568.5,44242.5,48179.5,59292.5,77081.5,77985.5,76517.5,589.5,1405.5,4282.5,7565.5,7808.5,4979.5,724.5,754.5,882.5,4281.5,53367.5,78349.5,621.5,4472.5,24690.5,38911.5,34561.5,22393.5,985.5,19314.5,51728.5,113630.5,106073.5,107449.5,,,649.5,637.5,,,855,850,17758,18631
340,1213,143631,132134,125387,121194,112387,746,65310,62345,54666,45504,35341,701,690,620,138,868,85526,702,7852,18177,18006,13990,8354,691,3888,12677,25499,36923,41564,795,60220,68803,65590,56701,39995,1870,53566,87666,108556,118183,121294,530,11959,28812,30884,25606,17528,53374,58288,73880,95822,96891,95842,678,1581,4729,8568,9383,6186,849,837,985,4462,55843,85077,729,5082,30700,49513,43921,29364,1133,19425,51387,130356,127864,128731,,,731,722,,,943,930,19309,20205
360,1358,167644,154311,144358,140843,131578,833,76362,73656,63620,52578,40099,829,761,722,391,1358,97828,818,10622,20677,20939,16540,9757,787,4065,13192,26219,38010,42737,920,73836,83365,80814,70221,49254,1988,55983,94929,120793,133626,139821,613,13695,35816,35788,31034,20853,62651,69339,89980,117206,117678,116798,763,1712,5079,9310,10400,7364,930,949,1089,4613,57117,89487,818,5575,35693,60347,53834,36844,1255,19609,51264,140920,151494,152382,,,811,798,,,1009.5,1007.5,20639.5,21579.5
380,1436.5,187302.5,176812.5,163599.5,160952.5,151259.5,912.5,87636.5,83960.5,70888.5,58932.5,44484.5,872.5,840.5,784.5,770.5,2219.5,108030.5,885.5,13314.5,22813.5,23651.5,19086.5,11188.5,860.5,4257.5,13643.5,27066.5,38750.5,43888.5,989.5,85933.5,96632.5,94989.5,84562.5,59483.5,2086.5,57450.5,101576.5,131480.5,147761.5,156222.5,678.5,15264.5,40865.5,41602.5,35249.5,24466.5,70944.5,79660.5,106498.5,141279.5,140586.5,139687.5,838.5,1830.5,5333.5,9960.5,11336.5,8267.5,1010.5,1019.5,1149.5,4661.5,57815.5,92312.5,899.5,5882.5,39932.5,70762.5,63799.5,44355.5,1388.5,19644.5,51292.5,148554.5,177337.5,177282.5,,,862.5,853.5,,,1094.5,1088.5,21629.5,22726.5
400,1533,204663,202741,182996,179844,171719,996,99304,94629,76794,63882,48119,964,950,870,1444,4675,115617,974,15473,24860,26219,21689,12892,954,4413,14008,27755,39785,44537,1101,95624,106486,107145,98039,70440,2207,58695,105653,140840,160978,170400,757,16814,45337,46763,39888,28242,78778,89078,122381,167113,166824,166075,914,1956,5642,10463,12206,9028,1110,1098,1262,4781,58552,94080,982,6152,43724,80629,73615,52603,1496,19931,51597,154407,202500,202191,,,947,926,,,1164,1156,22673,23734
420,1596,218471,227372,201395,199449,190655,1071,109515,105167,81931,67855,50600,1038,999,961,1906,7710,121773,1060,17215,26397,28556,24064,14644,999,4508,14260,28086,40239,45201,1181,102569,113095,115393,109186,81155,2280,59158,108605,146949,172097,184198,816,18150,49487,50493,43998,30611,84985,97410,136272,195142,194964,194869,984,2071,5882,10917,12893,9874,1186,1173,1330,4869,58252,95102,1066,6311,46493,88519,81679,60714,1594,19983,51983,158659,223964,223328,,,1002,992,,,1221,1215,23424,24621
440,1667,230919,251070,219027,218310,210027,1129,119134,116428,87282,71807,53222,1094,1075,1008,2426,12879,126428,1116,18826,27185,30099,26010,16349,1072,4653,14503,28300,40515,45459,1232,106759,116913,121025,117850,90592,2379,59220,110572,152064,180916,196739,890,19053,54241,53477,47029,33035,90469,104139,149029,221198,222810,222313,1051,2157,6022,11257,13485,10602,1255,1243,1388,4898,58272,94917,1125,6443,48417,95294,88971,68450,1693,20049,51868,162598,240708,241940,,,1056,1049,,,1302,1288,24266,25597
460,1734,240008,258799,237704,234753,226561,1183,126145,127898,91864,75852,55624,1164,1115,1091,3092,17479,129540,1192,19846,27715,30672,27088,17873,1153,4741,14551,28460,40685,45659,1326,109781,118425,122987,123283,98142,2448,59363,111208,155220,186469,204451,953,19828,59128,56119,49568,34907,95014,109308,159549,245497,248617,248709,1123,2229,6197,11515,13919,11213,1334,1317,1461,4969,58260,95088,1210,6452,49086,100740,95329,75418,1772,20115,51696,165851,256985,257507,,,1106,1108,,,1344,1341,25028,26371
480,1794.5,247372.5,258791.5,255166.5,252231.5,245346.5,1236.5,131519.5,138692.5,97001.5,79679.5,58470.5,1208.5,1176.5,1147.5,3801.5,23109.5,131585.5,1249.5,20656.5,27845.5,31078.5,27552.5,18986.5,1191.5,4747.5,14560.5,28460.5,40423.5,45604.5,1362.5,111756.5,119255.5,123771.5,126824.5,103893.5,2497.5,59276.5,111387.5,156273.5,191180.5,211065.5,1012.5,20282.5,64253.5,59089.5,52223.5,36300.5,98298.5,113817.5,167175.5,258791.5,258791.5,258791.5,1159.5,2319.5,6275.5,11545.5,14269.5,11792.5,1361.5,1349.5,1502.5,4979.5,57726.5,94780.5,1241.5,6511.5,49520.5,104703.5,100260.5,81875.5,1826.5,20043.5,51370.5,166203.5,258791.5,258791.5,,,1157.5,1146.5,,,1376.5,1374.5,25709.5,27023.5
500,1854.5,254768.5,258786.5,258786.5,258786.5,258786.5,1267.5,135732.5,149705.5,102557.5,83787.5,61522.5,1257.5,1207.5,1194.5,4402.5,30290.5,132418.5,1293.5,21074.5,28217.5,31518.5,28146.5,19627.5,1222.5,4783.5,14600.5,28473.5,40384.5,45131.5,1398.5,112769.5,119602.5,124337.5,127575.5,107321.5,2525.5,58870.5,110858.5,156584.5,192747.5,213883.5,1053.5,20493.5,68965.5,61459.5,54836.5,37742.5,101314.5,116918.5,173797.5,258786.5,258786.5,258786.5,1206.5,2341.5,6260.5,11524.5,14324.5,12188.5,1420.5,1403.5,1550.5,5001.5,57127.5,93818.5,1302.5,6528.5,49655.5,106803.5,103070.5,87986.5,1892.5,20150.5,51013.5,167432.5,258786.5,258786.5,,,1198.5,1190.5,,,1428.5,1418.5,26005.5,27605.5
520,1907.5,258688.5,258778.5,258778.5,258778.5,258778.5,1313.5,139453.5,161052.5,108376.5,88429.5,64864.5,1306.5,1254.5,1250.5,4762.5,38495.5,132790.5,1329.5,21301.5,28579.5,31952.5,28772.5,19969.5,1276.5,4831.5,14589.5,28490.5,40437.5,45159.5,1462.5,113878.5,120855.5,124879.5,128980.5,109160.5,2584.5,58744.5,111134.5,156926.5,195985.5,218352.5,1071.5,20840.5,73754.5,64431.5,57740.5,39271.5,103708.5,120067.5,180204.5,258778.5,258778.5,258778.5,1249.5,2387.5,6301.5,11598.5,14465.5,12572.5,1445.5,1418.5,1589.5,5045.5,57472.5,94006.5,1327.5,6589.5,50223.5,108793.5,104940.5,92314.5,1936.5,20127.5,50850.5,168490.5,258778.5,258778.5,,,1237.5,1213.5,,,1473,1464,26759,28174
540,1957.5,258777.5,258777.5,258777.5,258777.5,258777.5,1361.5,142447.5,171485.5,114580.5,92682.5,68707.5,1341.5,1283.5,1280.5,4933.5,48912.5,132687.5,1381.5,21459.5,28926.5,32351.5,29356.5,20378.5,1293.5,4864.5,14595.5,28391.5,40431.5,45330.5,1506.5,115671.5,122473.5,125405.5,129708.5,110914.5,2615.5,58512.5,110908.5,157259.5,196518.5,221459.5,1118.5,20911.5,77139.5,66976.5,60512.5,40915.5,106097.5,122707.5,184383.5,258777.5,258777.5,258777.5,1286.5,2410.5,6308.5,11717.5,14471.5,12801.5,1473.5,1462.5,1610.5,5042.5,57056.5,93972.5,1353.5,6617.5,50415.5,110563.5,107016.5,95807.5,1965.5,20036.5,51228.5,167435.5,258777.5,258777.5,,,1235.5,1228.5,,,1525,1512,27245,28907
560,1987.5,258765.5,258765.5,258765.5,258765.5,258765.5,1397.5,145229.5,181231.5,121306.5,97225.5,72514.5,1354.5,1299.5,1286.5,5061.5,58871.5,132761.5,1372.5,21563.5,29254.5,32843.5,29938.5,20821.5,1330.5,4888.5,14682.5,28272.5,40269.5,45402.5,1540.5,117610.5,123489.5,126491.5,131285.5,112954.5,2639.5,58421.5,110522.5,157265.5,197724.5,222511.5,1148.5,20865.5,79652.5,69266.5,63243.5,42547.5,107394.5,124337.5,188159.5,258765.5,258765.5,258765.5,1313.5,2433.5,6305.5,11663.5,14493.5,12789.5,1524.5,1484.5,1618.5,5070.5,56660.5,93499.5,1381.5,6607.5,50577.5,111658.5,108889.5,97231.5,1995.5,19991.5,51027.5,167086.5,258765.5,258765.5,,,1282.5,1269.5,,,1545,1529,27635,29501
580,2040.5,258768.5,258768.5,258768.5,258768.5,258768.5,1426.5,148227.5,191320.5,127479.5,101405.5,76249.5,1392.5,1337.5,1340.5,5189.5,66437.5,133446.5,1429.5,21615.5,29765.5,33473.5,30649.5,21404.5,1358.5,4958.5,14657.5,28305.5,40101.5,45437.5,1583.5,119883.5,125499.5,127400.5,132405.5,114828.5,2672.5,58760.5,110561.5,156574.5,198136.5,224657.5,1173.5,20800.5,81715.5,71706.5,65892.5,44270.5,108525.5,125199.5,192155.5,258768.5,258768.5,258768.5,1334.5,2466.5,6332.5,11717.5,14584.5,12888.5,1545.5,1534.5,1674.5,5124.5,56625.5,93359.5,1414.5,6661.5,50745.5,113651.5,110540.5,99610.5,2047.5,19935.5,50703.5,166474.5,258768.5,258768.5,,,1313.5,1290.5,,,1572.5,1561.5,27807.5,29700.5
600,2050,258758,258758,258758,258758,258758,1457,150849,201318,134072,105554,80200,1427,1369,1364,5242,72132,134055,1444,21784,30127,34077,31282,21969,1387,4926,14672,28432,39798,45116,1585,121476,126713,129369,135101,117934,2705,59057,110573,156815,197548,224292,1208,20764,84027,74113,68851,46080,109740,126108,193691,258758,258758,258758,1368,2465,6354,11702,14669,12994,1584,1562,1704,5158,56626,93169,1432,6675,50678,114618,111479,101135,2062,20030,50549,166832,258758,258758,,,1334,1316,,,1582.5,1582.5,28052.5,30090.5
620,2081.5,258757.5,258757.5,258757.5,258757.5,258757.5,1496.5,153579.5,210676.5,140392.5,109131.5,83851.5,1462.5,1384.5,1399.5,5290.5,75790.5,134314.5,1488.5,21970.5,30600.5,34674.5,31767.5,22508.5,1419.5,4981.5,14804.5,28516.5,39663.5,45028.5,1628.5,123114.5,127832.5,130132.5,137133.5,120673.5,2758.5,58808.5,110213.5,155337.5,195003.5,224132.5,1249.5,20751.5,85399.5,76112.5,71573.5,47964.5,111084.5,127740.5,195402.5,258757.5,258757.5,258757.5,1393.5,2510.5,6370.5,11722.5,14597.5,12990.5,1603.5,1577.5,1724.5,5168.5,56265.5,92768.5,1476.5,6667.5,50931.5,115930.5,112642.5,102695.5,2103.5,20052.5,50367.5,166653.5,258757.5,258757.5,,,1367.5,1358.5,,,1651.5,1636.5,28292.5,30334.5
640,2151.5,258751.5,258751.5,258751.5,258751.5,258751.5,1523.5,156474.5,218477.5,146642.5,112550.5,87439.5,1485.5,1420.5,1432.5,5345.5,78417.5,134500.5,1535.5,22011.5,30960.5,35220.5,32050.5,23098.5,1446.5,5002.5,14817.5,28503.5,39540.5,44717.5,1670.5,124363.5,128850.5,131196.5,138376.5,123548.5,2790.5,58963.5,110324.5,154543.5,195152.5,224098.5,1272.5,20809.5,86736.5,78272.5,73587.5,49993.5,112327.5,129096.5,196610.5,258751.5,258751.5,258751.5,1419.5,2506.5,6391.5,11761.5,14720.5,13081.5,1651.5,1598.5,1772.5,5196.5,56376.5,92600.5,1504.5,6699.5,50868.5,116365.5,113339.5,104250.5,2125.5,19960.5,50178.5,166065.5,258751.5,258751.5,,,1402.5,1382.5,,,1665.5,1650.5,28377.5,30822.5
660,2163.5,258741.5,258741.5,258741.5,258741.5,258741.5,1567.5,159121.5,227238.5,153028.5,115685.5,90974.5,1531.5,1445.5,1448.5,5351.5,79950.5,134894.5,1546.5,22055.5,31268.5,35824.5,32373.5,23648.5,1485.5,5075.5,15018.5,28642.5,39723.5,44601.5,1682.5,125944.5,129111.5,131830.5,140212.5,126420.5,2813.5,59070.5,110021.5,154137.5,194628.5,224217.5,1297.5,20932.5,88504.5,80225.5,75829.5,51811.5,113714.5,129541.5,198423.5,258741.5,258741.5,258741.5,1439.5,2520.5,6391.5,11842.5,14803.5,13149.5,1673.5,1627.5,1771.5,5230.5,56333.5,92411.5,1534.5,6739.5,50693.5,117184.5,114173.5,105415.5,2156.5,20110.5,49956.5,166379.5,258741.5,258741.5,,,1415.5,1401.5,,,1672,1691,28674,31244
680,2231.5,258734.5,258734.5,258734.5,258734.5,258734.5,1587.5,161774.5,234752.5,160102.5,119385.5,94581.5,1535.5,1463.5,1465.5,5376.5,80954.5,135622.5,1558.5,22248.5,31653.5,36155.5,32519.5,24268.5,1498.5,5060.5,15057.5,28669.5,39821.5,44904.5,1723.5,127195.5,129789.5,132694.5,141782.5,129031.5,2842.5,59452.5,110508.5,153844.5,193531.5,222109.5,1307.5,20929.5,89770.5,81719.5,77877.5,53565.5,115537.5,131090.5,200182.5,258734.5,258734.5,258734.5,1455.5,2553.5,6471.5,11891.5,14809.5,13313.5,1690.5,1641.5,1793.5,5246.5,56487.5,91994.5,1544.5,6759.5,50742.5,117569.5,114424.5,106394.5,2186.5,20040.5,49981.5,164812.5,258734.5,258734.5,,,1435.5,1417.5,,,1708.5,1692.5,28814.5,31410.5
700,2242.5,258725.5,258725.5,258725.5,258725.5,258725.5,1606.5,164085.5,242005.5,165694.5,122566.5,97260.5,1572.5,1498.5,1504.5,5441.5,80985.5,135800.5,1579.5,22283.5,31940.5,36749.5,32648.5,24662.5,1515.5,5120.5,15059.5,28797.5,39871.5,44858.5,1739.5,128891.5,130758.5,133241.5,143143.5,131624.5,2865.5,59327.5,110472.5,153560.5,193015.5,221505.5,1330.5,20902.5,91215.5,83609.5,79637.5,55216.5,116841.5,132729.5,202304.5,258725.5,258725.5,258725.5,1470.5,2574.5,6479.5,11925.5,14813.5,13265.5,1732.5,1662.5,1842.5,5269.5,56436.5,91847.5,1565.5,6778.5,50806.5,117675.5,114613.5,106815.5,2228.5,20055.5,49861.5,164634.5,258725.5,258725.5,,,1450.5,1435.5,,,1721.5,1722.5,28971.5,31772.5
