time,pBAD/Ara_0,pBAD/Ara_1,pBAD/Ara_2,pBAD/Ara_3,pBAD/Ara_4,pBAD/Ara_5,pBAD/Ara_6,pBAD/Ara_7,pBAD/Ara_8,pBAD/Ara_9,pBAD/Ara_10,pBAD/Ara_11,pCin/OHC14_0,pCin/OHC14_1,pCin/OHC14_2,pCin/OHC14_3,pCin/OHC14_4,pCin/OHC14_5,pCin/OHC14_6,pCin/OHC14_7,pCin/OHC14_8,pCin/OHC14_9,pCin/OHC14_10,pCin/OHC14_11,pCymRC/Cuma_0,pCymRC/Cuma_1,pCymRC/Cuma_2,pCymRC/Cuma_3,pCymRC/Cuma_4,pCymRC/Cuma_5,pCymRC/Cuma_6,pCymRC/Cuma_7,pCymRC/Cuma_8,pCymRC/Cuma_9,pCymRC/Cuma_10,pCymRC/Cuma_11,pLuxB/AHL_0,pLuxB/AHL_1,pLuxB/AHL_2,pLuxB/AHL_3,pLuxB/AHL_4,pLuxB/AHL_5,pLuxB/AHL_6,pLuxB/AHL_7,pLuxB/AHL_8,pLuxB/AHL_9,pLuxB/AHL_10,pLuxB/AHL_11,pPhlF/DAPG_0,pPhlF/DAPG_1,pPhlF/DAPG_2,pPhlF/DAPG_3,pPhlF/DAPG_4,pPhlF/DAPG_5,pPhlF/DAPG_6,pPhlF/DAPG_7,pPhlF/DAPG_8,pPhlF/DAPG_9,pPhlF/DAPG_10,pPhlF/DAPG_11,pSalTTC/Sal_0,pSalTTC/Sal_1,pSalTTC/Sal_2,pSalTTC/Sal_3,pSalTTC/Sal_4,pSalTTC/Sal_5,pSalTTC/Sal_6,pSalTTC/Sal_7,pSalTTC/Sal_8,pSalTTC/Sal_9,pSalTTC/Sal_10,pSalTTC/Sal_11,pRhaB/Rha_0,pRhaB/Rha_1,pRhaB/Rha_2,pRhaB/Rha_3,pRhaB/Rha_4,pRhaB/Rha_5,pRhaB/Rha_6,pRhaB/Rha_7,pRhaB/Rha_8,pRhaB/Rha_9,pRhaB/Rha_10,pRhaB/Rha_11,Blank_Kan_0,Blank_Kan_0,negative-control-kan_0,negative-control-kan_0,Blank_Amp_0,Blank_Amp_0,negative-control-amp_0,negative-control-amp_0,positive-control-amp_0,positive-control-amp_0
200,551.0,271.0,118.0,658.0,1095.0,25607.0,516.0,5094.0,16032.0,13994.0,11820.0,18110.0,198.0,1348.0,5985.0,5204.0,9340.0,14368.0,8265.0,10608.0,9234.0,9707.0,4586.0,608.0,202.0,151.0,193.0,629.0,2868.0,7308.0,6736.0,8255.0,7632.0,6958.0,3481.0,126.0,769.0,411.0,370.0,582.0,1309.0,5982.0,14780.0,18310.0,17149.0,23496.0,20954.0,21857.0,11515.0,11143.0,8895.0,9243.0,9516.0,8809.0,11021.0,9305.0,8188.0,10570.0,9163.0,8997.0,184.0,20566.0,15446.0,18365.0,15861.0,14009.0,14958.0,9898.0,5303.0,1445.0,-157.0,-318.0,183.0,10433.0,13037.0,18134.0,16825.0,17538.0,22706.0,21231.0,16004.0,21587.0,19135.0,20318.0,,,248.0,199.0,,,443.5,302.5,6077.5,2570.5
220,709.0,1194.0,307.0,3885.0,1711.0,43776.0,2443.0,14732.0,30057.0,26242.0,22657.0,29453.0,287.0,2162.0,10415.0,8823.0,15405.0,20321.0,14257.0,17964.0,16645.0,17250.0,9140.0,913.0,274.0,207.0,300.0,1108.0,4703.0,11110.0,10221.0,12024.0,11176.0,10032.0,4798.0,119.0,1064.0,710.0,670.0,954.0,2023.0,8619.0,22722.0,27640.0,26563.0,34379.0,31461.0,32761.0,13549.0,12989.0,10246.0,10640.0,11019.0,9989.0,12654.0,10554.0,9290.0,12206.0,10417.0,10081.0,261.0,32443.0,24837.0,29146.0,24548.0,21699.0,22190.0,13891.0,7274.0,1957.0,-138.0,-324.0,282.0,11073.0,15357.0,22735.0,26952.0,29354.0,36372.0,33822.0,25822.0,33721.0,29343.0,30459.0,,,336.0,257.0,,,523.5,388.5,8282.5,3593.5
240,859.0,3150.0,556.0,11128.0,2034.0,59739.0,5933.0,28568.0,47426.0,41166.0,35713.0,43378.0,399.0,2782.0,14087.0,11835.0,20884.0,26279.0,19401.0,24561.0,23622.0,24601.0,15963.0,1503.0,372.0,289.0,468.0,1833.0,7423.0,16454.0,14946.0,17098.0,15598.0,13744.0,6317.0,132.0,1344.0,946.0,902.0,1218.0,2473.0,10217.0,29669.0,39141.0,38850.0,49402.0,45592.0,46978.0,15888.0,14969.0,11742.0,12118.0,12595.0,11302.0,14517.0,12066.0,10539.0,13825.0,11779.0,11333.0,387.0,45444.0,37690.0,42466.0,37148.0,31741.0,30705.0,19251.0,9422.0,2569.0,-125.0,-322.0,425.0,11181.0,15690.0,23583.0,33863.0,42682.0,52270.0,49341.0,39244.0,48798.0,42887.0,43494.0,,,423.0,361.0,,,613.5,521.5,10899.5,5120.5
260,982.5,5978.5,816.5,20988.5,2376.5,70154.5,10037.5,45457.5,66774.5,58358.5,50892.5,59019.5,488.5,3206.5,17755.5,14582.5,26600.5,33271.5,25075.5,31975.5,30602.5,32432.5,22757.5,2629.5,453.5,391.5,677.5,2651.5,9245.5,19789.5,20381.5,24190.5,21340.5,18561.5,8091.5,141.5,1520.5,1142.5,1107.5,1417.5,2835.5,11456.5,35236.5,50630.5,52879.5,65605.5,62449.5,64780.5,18942.5,17714.5,13621.5,14049.5,14531.5,12949.5,17033.5,14045.5,12177.5,16168.5,13445.5,12746.5,492.5,55914.5,52333.5,58405.5,51405.5,45212.5,42454.5,25409.5,11702.5,3257.5,-125.5,-328.5,561.5,11196.5,15668.5,23806.5,35956.5,52309.5,69833.5,66882.5,54685.5,65453.5,58703.5,59283.5,,,491.5,429.5,,,690.0,593.0,12743.0,7133.0
280,1114.5,7821.5,1051.5,30906.5,2682.5,82850.5,12318.5,64503.5,88276.5,77783.5,68123.5,77503.5,547.5,3489.5,21595.5,17212.5,33717.5,39601.5,31868.5,41078.5,39380.5,42082.5,29111.5,4505.5,527.5,498.5,832.5,3061.5,9968.5,21413.5,23051.5,29948.5,28639.5,24187.5,9899.5,143.5,1758.5,1334.5,1274.5,1614.5,3099.5,12344.5,39786.5,61900.5,67435.5,83060.5,80419.5,83513.5,23013.5,21415.5,16367.5,16893.5,17517.5,15339.5,20285.5,16589.5,14148.5,19098.5,15645.5,14721.5,588.5,64496.5,67065.5,75300.5,68441.5,59731.5,56111.5,32193.5,14509.5,4026.5,-96.5,-306.5,709.5,11036.5,15612.5,23672.5,37205.5,56557.5,82933.5,85801.5,71830.5,84093.5,75339.5,76319.5,,,550.5,490.5,,,757.0,673.0,14383.0,9765.0
300,1236.0,9287.0,1252.0,37133.0,2920.0,92348.0,14588.0,85334.0,111483.0,98422.0,87175.0,96885.0,638.0,3737.0,24926.0,19201.0,40011.0,43830.0,38534.0,50285.0,49374.0,53233.0,36608.0,7046.0,598.0,553.0,935.0,3360.0,10662.0,22244.0,24310.0,32114.0,34939.0,31155.0,12051.0,140.0,1952.0,1487.0,1454.0,1771.0,3344.0,13093.0,42915.0,71427.0,83361.0,101550.0,100450.0,104522.0,27523.0,25384.0,19528.0,19938.0,20578.0,17941.0,23728.0,19414.0,16732.0,22314.0,18151.0,16960.0,677.0,70216.0,79767.0,89197.0,87064.0,76913.0,70927.0,40801.0,17867.0,4912.0,-83.0,-333.0,856.0,11178.0,15339.0,23402.0,37074.0,58895.0,91506.0,108116.0,91198.0,104413.0,94473.0,94571.0,,,599.0,551.0,,,846.0,770.0,15565.0,12108.0
320,1335.0,10897.0,1465.0,43545.0,3086.0,100137.0,16546.0,109558.0,138011.0,120078.0,106279.0,117353.0,721.0,3832.0,26482.0,19977.0,43967.0,46100.0,42952.0,57714.0,57674.0,63049.0,44355.0,9854.0,701.0,637.0,1061.0,3691.0,11221.0,23051.0,25313.0,33303.0,37652.0,36429.0,14647.0,155.0,2100.0,1623.0,1593.0,1939.0,3571.0,13610.0,45444.0,80189.0,98023.0,119281.0,121644.0,128570.0,32655.0,29666.0,22919.0,23189.0,23971.0,20798.0,27255.0,22620.0,19475.0,25564.0,20849.0,19471.0,807.0,74096.0,89473.0,100736.0,102045.0,97948.0,87234.0,51876.0,21757.0,5883.0,-61.0,-322.0,996.0,11367.0,15590.0,23376.0,36790.0,60007.0,96443.0,132805.0,112971.0,128161.0,115381.0,114564.0,,,695.0,631.0,,,920.0,852.0,17469.0,13668.0
340,1414.0,12194.0,1662.0,48339.0,3200.0,106296.0,18251.0,132704.0,163981.0,143580.0,127195.0,139036.0,794.0,3944.0,27339.0,20504.0,46633.0,47653.0,45645.0,62505.0,64580.0,71049.0,51562.0,12566.0,766.0,726.0,1168.0,3934.0,11696.0,23937.0,26294.0,34363.0,39175.0,38896.0,17872.0,149.0,2234.0,1756.0,1707.0,2034.0,3732.0,14000.0,47656.0,86621.0,113091.0,136193.0,141165.0,151217.0,37359.0,33427.0,26115.0,26057.0,27087.0,23420.0,30294.0,25389.0,22366.0,28559.0,23518.0,21871.0,886.0,76246.0,96934.0,109687.0,114767.0,115372.0,108951.0,64378.0,26281.0,6876.0,-30.0,-326.0,1124.0,11459.0,15686.0,23384.0,36581.0,60288.0,99371.0,154048.0,137715.0,155181.0,138940.0,137410.0,,,753.0,667.0,,,993.5,913.5,19355.5,15108.5
360,1493.5,13169.5,1816.5,52227.5,3318.5,111899.5,19439.5,152842.5,187908.5,167674.5,149219.5,161199.5,900.5,4036.5,27565.5,20641.5,48076.5,48324.5,47278.5,65967.5,69567.5,77104.5,56686.5,14993.5,862.5,818.5,1277.5,4171.5,12082.5,24563.5,27094.5,35431.5,40559.5,40415.5,21378.5,172.5,2355.5,1852.5,1833.5,2144.5,3842.5,14178.5,48736.5,92009.5,125039.5,150705.5,158921.5,170814.5,41225.5,36228.5,28462.5,28278.5,29473.5,25678.5,32901.5,28003.5,24639.5,31283.5,25799.5,23769.5,975.5,77130.5,102000.5,117255.5,124598.5,129758.5,130584.5,78361.5,31017.5,7963.5,25.5,-322.5,1261.5,11564.5,15670.5,23590.5,36828.5,60585.5,100848.5,165882.5,164255.5,182306.5,165529.5,161906.5,,,805.5,751.5,,,1055.5,985.5,22144.5,16759.5
380,1585.5,13856.5,1944.5,55096.5,3398.5,115299.5,20227.5,174146.5,214805.5,194548.5,170840.5,183424.5,965.5,4096.5,27659.5,20742.5,48706.5,48676.5,48067.5,67641.5,72669.5,80732.5,60902.5,17450.5,942.5,894.5,1386.5,4362.5,12487.5,24811.5,27510.5,36027.5,41548.5,41507.5,25210.5,186.5,2446.5,1941.5,1906.5,2223.5,3935.5,14387.5,49244.5,95471.5,133961.5,162710.5,173274.5,188061.5,44365.5,38754.5,30702.5,30158.5,31686.5,27511.5,35054.5,29864.5,26457.5,33312.5,27518.5,25489.5,1075.5,77343.5,104473.5,122474.5,131609.5,140115.5,148073.5,93291.5,35648.5,8962.5,56.5,-328.5,1404.5,11606.5,15902.5,23610.5,37047.5,60838.5,102085.5,172077.5,187931.5,203727.5,191582.5,189430.5,,,870.5,804.5,,,1108.0,1045.0,24996.0,18284.0
400,1665.5,14382.5,2068.5,57447.5,3481.5,121899.5,20806.5,192795.5,236621.5,219278.5,193787.5,207041.5,1064.5,4150.5,27905.5,20814.5,49003.5,48513.5,48457.5,68726.5,75012.5,83776.5,63817.5,20468.5,1001.5,959.5,1457.5,4544.5,12737.5,25289.5,28055.5,36806.5,42535.5,42596.5,29186.5,182.5,2549.5,2026.5,2000.5,2326.5,4015.5,14444.5,49766.5,97877.5,142352.5,172640.5,186606.5,203902.5,47574.5,41285.5,32761.5,32071.5,33696.5,29114.5,36974.5,31807.5,28249.5,35039.5,29176.5,26777.5,1166.5,78368.5,106919.5,127688.5,139326.5,149275.5,163482.5,109856.5,40681.5,9931.5,106.5,-331.5,1531.5,11797.5,16025.5,23925.5,37263.5,61486.5,104092.5,182029.5,209130.5,223875.5,215412.5,215204.5,,,928.5,872.5,,,1155.5,1099.5,28453.5,19561.5
420,1713.0,14725.0,2119.0,59208.0,3570.0,125879.0,21278.0,206794.0,255289.0,243092.0,216958.0,230655.0,1096.0,4236.0,27910.0,20833.0,49360.0,48612.0,48550.0,69255.0,76267.0,85611.0,66279.0,24236.0,1064.0,1023.0,1542.0,4635.0,12904.0,25352.0,28410.0,37166.0,43273.0,43563.0,33590.0,182.0,2631.0,2101.0,2065.0,2394.0,4059.0,14569.0,50164.0,99333.0,147976.0,181520.0,199109.0,217316.0,49869.0,43240.0,34308.0,33743.0,35168.0,30573.0,38549.0,32996.0,29647.0,36735.0,30466.0,28099.0,1234.0,77755.0,108491.0,130447.0,144726.0,156514.0,171929.0,128060.0,46787.0,10999.0,168.0,-333.0,1628.0,11836.0,16020.0,23994.0,37382.0,61898.0,103888.0,181322.0,224292.0,235608.0,234843.0,238672.0,,,980.0,916.0,,,1202.0,1154.0,30802.0,20802.0
440,1784.5,14968.5,2238.5,60391.5,3642.5,130975.5,21418.5,219944.5,258588.5,258588.5,240624.5,253870.5,1181.5,4306.5,28025.5,20931.5,49198.5,48382.5,48549.5,69340.5,77118.5,85970.5,67696.5,27237.5,1137.5,1093.5,1600.5,4729.5,13078.5,25594.5,28493.5,37512.5,43817.5,44342.5,38318.5,186.5,2720.5,2165.5,2139.5,2480.5,4154.5,14630.5,50100.5,100104.5,152768.5,188588.5,210070.5,229644.5,51870.5,44452.5,35861.5,34851.5,36606.5,31708.5,39834.5,34309.5,30853.5,37845.5,31629.5,29096.5,1307.5,77578.5,108711.5,133637.5,150026.5,163169.5,181778.5,149250.5,54314.5,12184.5,233.5,-327.5,1694.5,11846.5,16221.5,23997.5,37673.5,62026.5,105474.5,187274.5,239474.5,249500.5,253269.5,258032.5,,,1039.5,961.5,,,1248.5,1227.5,33123.5,21885.5
460,1853.5,15283.5,2287.5,61347.5,3672.5,135150.5,21636.5,230283.5,258585.5,258585.5,258585.5,258585.5,1229.5,4341.5,28081.5,20875.5,49204.5,48302.5,48735.5,69528.5,77542.5,86643.5,69002.5,29565.5,1183.5,1130.5,1662.5,4810.5,13118.5,25624.5,28612.5,37851.5,44250.5,44969.5,41940.5,201.5,2776.5,2245.5,2191.5,2531.5,4197.5,14584.5,50153.5,100940.5,155638.5,194463.5,218223.5,239984.5,53750.5,45827.5,37005.5,36255.5,37722.5,32697.5,41170.5,35455.5,32179.5,39053.5,32724.5,30029.5,1382.5,77369.5,109079.5,134249.5,154756.5,169381.5,190239.5,173010.5,62569.5,13532.5,329.5,-330.5,1799.5,11928.5,16220.5,24110.5,37512.5,62270.5,106476.5,192417.5,250538.5,258585.5,258585.5,258585.5,,,1083.5,1017.5,,,1297.0,1255.0,35615.0,22764.0
480,1901.5,15386.5,2318.5,61846.5,3699.5,138881.5,21862.5,240679.5,258570.5,258570.5,258570.5,258570.5,1279.5,4371.5,28020.5,20922.5,49302.5,48438.5,48453.5,69446.5,77753.5,86755.5,69731.5,31624.5,1229.5,1186.5,1703.5,4886.5,13237.5,25867.5,28686.5,37945.5,44469.5,45397.5,43994.5,190.5,2818.5,2291.5,2241.5,2553.5,4244.5,14653.5,50102.5,101429.5,158626.5,198730.5,226028.5,249115.5,55198.5,47000.5,37983.5,36941.5,38842.5,33610.5,41895.5,36278.5,32985.5,40162.5,33776.5,31054.5,1424.5,76957.5,108473.5,135393.5,157505.5,174766.5,196998.5,195713.5,72234.5,15028.5,424.5,-333.5,1855.5,11991.5,16243.5,24053.5,37636.5,62266.5,106398.5,193185.5,258316.5,258570.5,258570.5,258570.5,,,1117.5,1043.5,,,1342.5,1315.5,37952.5,23500.5
500,1932.0,15629.0,2411.0,62495.0,3700.0,143557.0,22107.0,249101.0,258571.0,258571.0,258571.0,258571.0,1330.0,4439.0,27987.0,20923.0,49160.0,48177.0,48727.0,69749.0,77662.0,86602.0,69821.0,33210.0,1294.0,1213.0,1756.0,4951.0,13276.0,25967.0,29101.0,38059.0,44832.0,45685.0,45228.0,214.0,2856.0,2313.0,2286.0,2613.0,4297.0,14686.0,50124.0,101631.0,159892.0,201117.0,230139.0,255532.0,56533.0,48045.0,38918.0,37949.0,39779.0,34459.0,42934.0,37015.0,33969.0,40812.0,34439.0,31774.0,1479.0,77429.0,108826.0,135259.0,159352.0,178926.0,202292.0,212862.0,83014.0,16685.0,558.0,-322.0,1959.0,11994.0,16365.0,24180.0,37452.0,62036.0,105886.0,192688.0,258571.0,258571.0,258571.0,258571.0,,,1157.0,1103.0,,,1396.0,1350.0,39406.0,24158.0
