time,e16x33_0,e16x33_1,e16x33_2,e16x33_3,e16x33_4,e16x33_5,e16x33NrdA2_0,e16x33NrdA2_1,e16x33NrdA2_2,e16x33NrdA2_3,e16x33NrdA2_4,e16x33NrdA2_5,e20x33_0,e20x33_1,e20x33_2,e20x33_3,e20x33_4,e20x33_5,e20x32gp411_0,e20x32gp411_1,e20x32gp411_2,e20x32gp411_3,e20x32gp411_4,e20x32gp411_5,e32x33_0,e32x33_1,e32x33_2,e32x33_3,e32x33_4,e32x33_5,e32x30SspGyrB_0,e32x30SspGyrB_1,e32x30SspGyrB_2,e32x30SspGyrB_3,e32x30SspGyrB_4,e32x30SspGyrB_5,e34x33_0,e34x33_1,e34x33_2,e34x33_3,e34x33_4,e34x33_5,e34x30MjaKlbA_0,e34x30MjaKlbA_1,e34x30MjaKlbA_2,e34x30MjaKlbA_3,e34x30MjaKlbA_4,e34x30MjaKlbA_5,e38x33_0,e38x33_1,e38x33_2,e38x33_3,e38x33_4,e38x33_5,e38x32gp418_0,e38x32gp418_1,e38x32gp418_2,e38x32gp418_3,e38x32gp418_4,e38x32gp418_5,e41x33_0,e41x33_1,e41x33_2,e41x33_3,e41x33_4,e41x33_5,e41x32NrdJ1_0,e41x32NrdJ1_1,e41x32NrdJ1_2,e41x32NrdJ1_3,e41x32NrdJ1_4,e41x32NrdJ1_5,e42x33_0,e42x33_1,e42x33_2,e42x33_3,e42x33_4,e42x33_5,e42x32STIMPDH1_0,e42x32STIMPDH1_1,e42x32STIMPDH1_2,e42x32STIMPDH1_3,e42x32STIMPDH1_4,e42x32STIMPDH1_5,blank-kan_0,blank-kan_1,negative-control-kan_0,negative-control-kan_1,blank-amp_0,blank-amp_1,negative-control-amp_0,negative-control-amp_1,positive-control-amp_0,positive-control-amp_1
200,215.0,251.0,991.0,605.0,4103.0,2578.0,172.0,191.0,216.0,230.0,560.0,534.0,350.0,1771.0,5164.0,6609.0,8499.0,9340.0,265.0,399.0,1474.0,2522.0,3593.0,3867.0,255.0,548.0,2251.0,5392.0,6593.0,4390.0,200.0,415.0,2216.0,1888.0,5567.0,5023.0,295.0,1406.0,4108.0,3837.0,6980.0,5583.0,217.0,396.0,1138.0,1203.0,1803.0,2511.0,207.0,394.0,1076.0,1846.0,2617.0,2551.0,192.0,269.0,449.0,502.0,844.0,917.0,200.0,374.0,600.0,2078.0,1322.0,2049.0,203.0,292.0,335.0,348.0,362.0,401.0,172.0,201.0,186.0,436.0,462.0,908.0,152.0,178.0,196.0,354.0,355.0,400.0,,,157.0,111.0,,,251.5,256.5,5500.5,6348.5
220,292.5,844.5,4305.5,3094.5,9628.5,6844.5,242.5,360.5,612.5,765.5,1667.5,1578.5,501.5,4561.5,11297.5,13084.5,15477.5,16532.5,357.5,1445.5,4509.5,6220.5,7634.5,8078.5,386.5,1997.5,6314.5,11364.5,12529.5,9213.5,295.5,1426.5,5744.5,5080.5,10200.5,9524.5,514.5,4248.5,9051.5,8700.5,12269.5,10526.5,307.5,1350.5,2572.5,3130.5,3161.5,4463.5,298.5,1323.5,3329.5,4726.5,5462.5,5284.5,271.5,593.5,1114.5,1217.5,1748.5,1847.5,296.5,1277.5,2003.5,4670.5,3533.5,4567.5,294.5,537.5,575.5,562.5,592.5,645.5,221.5,391.5,509.5,1523.5,1567.5,2437.5,203.5,313.5,417.5,622.5,677.5,692.5,,,193.5,161.5,,,324.0,340.0,7502.0,8705.0
240,378.5,2413.5,9805.5,8123.5,16965.5,13339.5,320.5,989.5,1806.5,2297.5,3677.5,3507.5,641.5,7694.5,18399.5,20412.5,23399.5,24542.5,458.5,3020.5,8322.5,10532.5,12526.5,13235.5,537.5,4687.5,12155.5,18322.5,19852.5,15728.5,397.5,3218.5,10299.5,9059.5,15787.5,15050.5,812.5,8599.5,15842.5,15251.5,19034.5,16746.5,440.5,3459.5,4713.5,5907.5,5020.5,6945.5,441.5,3545.5,7106.5,8918.5,9363.5,8975.5,361.5,1322.5,2249.5,2439.5,3115.5,3236.5,442.5,3156.5,4461.5,8118.5,6625.5,7852.5,412.5,919.5,912.5,866.5,904.5,998.5,307.5,1246.5,1682.5,3730.5,3801.5,4972.5,268.5,625.5,826.5,999.5,1107.5,1162.5,,,267.5,216.5,,,422.0,450.0,10160.0,11458.0
260,504.0,4795.0,17308.0,14472.0,25414.0,21172.0,414.0,2480.0,4096.0,5072.0,6743.0,6494.0,781.0,9911.0,23918.0,25436.0,32925.0,34167.0,562.0,4682.0,12804.0,14640.0,17986.0,18888.0,696.0,7870.0,18979.0,26022.0,28088.0,23157.0,534.0,5364.0,15916.0,13814.0,22105.0,21189.0,1137.0,13858.0,24156.0,23046.0,26922.0,24172.0,584.0,6448.0,7712.0,9374.0,7456.0,10128.0,628.0,6818.0,12166.0,14272.0,14143.0,13705.0,508.0,2542.0,3926.0,4235.0,4911.0,5119.0,618.0,5866.0,7789.0,12709.0,10781.0,12039.0,535.0,1535.0,1469.0,1375.0,1395.0,1527.0,405.0,2659.0,3553.0,6539.0,6644.0,8050.0,358.0,1066.0,1395.0,1504.0,1689.0,1725.0,,,341.0,284.0,,,520.5,540.5,12195.5,13072.5
280,626.5,7973.5,26407.5,23219.5,36233.5,30633.5,535.5,4887.5,8194.5,9902.5,11958.5,11303.5,911.5,11996.5,28903.5,30422.5,41151.5,42012.5,641.5,5936.5,16328.5,17562.5,24562.5,26106.5,856.5,11302.5,27072.5,34261.5,38066.5,32227.5,646.5,7342.5,22062.5,19038.5,29785.5,29186.5,1403.5,17951.5,32626.5,31931.5,36902.5,33310.5,739.5,9590.5,11690.5,13582.5,10839.5,14186.5,839.5,9622.5,16457.5,19300.5,20627.5,19943.5,632.5,3671.5,5837.5,6116.5,7158.5,7561.5,840.5,9609.5,12435.5,19435.5,16755.5,17926.5,699.5,2314.5,2284.5,2220.5,2199.5,2436.5,519.5,4766.5,6296.5,10208.5,10224.5,11735.5,435.5,1739.5,2215.5,2247.5,2471.5,2536.5,,,414.5,363.5,,,599.0,613.0,13501.0,14545.0
300,724.5,12421.5,37985.5,34163.5,48358.5,42316.5,623.5,7434.5,13166.5,15938.5,18257.5,17459.5,1017.5,13704.5,33744.5,35155.5,49645.5,49955.5,742.5,7101.5,19823.5,20286.5,30210.5,32181.5,1005.5,15313.5,36248.5,41472.5,49486.5,42398.5,775.5,9955.5,28865.5,25261.5,38126.5,38452.5,1656.5,21386.5,40096.5,39190.5,44517.5,42655.5,863.5,12532.5,15465.5,17401.5,14437.5,18722.5,1001.5,11552.5,19765.5,22833.5,25111.5,24897.5,751.5,4525.5,7319.5,7569.5,8773.5,9365.5,1047.5,13893.5,17647.5,27553.5,24173.5,25820.5,853.5,3031.5,3023.5,3028.5,3096.5,3398.5,646.5,7343.5,9738.5,15066.5,14857.5,16568.5,516.5,2724.5,3444.5,3222.5,3771.5,3678.5,,,480.5,424.5,,,666.5,686.5,14955.5,16427.5
320,831.0,17124.0,50267.0,46456.0,61585.0,55642.0,723.0,9498.0,17915.0,22007.0,25138.0,24220.0,1133.0,15224.0,38541.0,39829.0,57800.0,57845.0,837.0,8108.0,22950.0,23020.0,35530.0,38064.0,1151.0,18598.0,44371.0,48177.0,60001.0,55169.0,895.0,11692.0,33936.0,30189.0,44801.0,47575.0,1878.0,23868.0,47489.0,46261.0,52304.0,50579.0,992.0,14796.0,19049.0,21904.0,17874.0,23071.0,1166.0,13254.0,22317.0,25691.0,28641.0,28582.0,874.0,5192.0,8405.0,8634.0,9991.0,10697.0,1242.0,17986.0,22713.0,35654.0,31825.0,34934.0,990.0,3527.0,3708.0,3836.0,3944.0,4305.0,799.0,11224.0,15052.0,22315.0,21888.0,23330.0,639.0,3835.0,4720.0,4843.0,5522.0,5509.0,,,545.0,495.0,,,753.5,770.5,16512.5,18205.5
340,908.0,22032.0,62402.0,59772.0,75201.0,70365.0,800.0,11084.0,21667.0,27083.0,31389.0,30428.0,1234.0,16395.0,42349.0,43244.0,66090.0,65406.0,922.0,8907.0,25824.0,25266.0,40290.0,43501.0,1275.0,21020.0,51358.0,54307.0,70222.0,66746.0,977.0,12955.0,37792.0,34084.0,50122.0,55571.0,1992.0,25832.0,53661.0,52385.0,59390.0,58623.0,1073.0,16206.0,21683.0,25849.0,21003.0,27361.0,1293.0,14884.0,24830.0,28613.0,31878.0,32018.0,999.0,5771.0,9404.0,9607.0,11116.0,11809.0,1370.0,21192.0,26793.0,41943.0,37984.0,42305.0,1108.0,3858.0,4208.0,4467.0,4707.0,5141.0,914.0,14034.0,19194.0,29662.0,29655.0,32575.0,728.0,4453.0,5537.0,6157.0,6842.0,7294.0,,,603.0,553.0,,,798.5,840.5,17875.5,19793.5
360,1032.0,26605.0,73314.0,72119.0,87316.0,85362.0,917.0,12371.0,25010.0,31377.0,36840.0,35721.0,1334.0,17097.0,45234.0,45858.0,73268.0,72336.0,1011.0,9559.0,27977.0,26812.0,45113.0,48627.0,1394.0,23146.0,58040.0,59165.0,79648.0,77965.0,1102.0,13892.0,40996.0,37217.0,54670.0,62515.0,2138.0,27340.0,59556.0,58284.0,66955.0,65972.0,1172.0,17191.0,23663.0,28909.0,23027.0,30865.0,1453.0,16383.0,27343.0,31275.0,35084.0,35358.0,1108.0,6278.0,10300.0,10469.0,12202.0,12929.0,1500.0,24083.0,30619.0,48026.0,43685.0,49006.0,1254.0,4185.0,4693.0,5061.0,5406.0,5831.0,1053.0,16670.0,22841.0,36780.0,36956.0,41487.0,830.0,4864.0,6089.0,6982.0,7785.0,8739.0,,,683.0,637.0,,,878.5,926.5,19037.5,21026.5
380,1098.5,30534.5,81420.5,82866.5,96139.5,98811.5,992.5,13403.5,27643.5,35101.5,41487.5,40400.5,1393.5,17593.5,47391.5,47920.5,79421.5,78421.5,1078.5,9968.5,29498.5,28109.5,48844.5,53018.5,1479.5,24678.5,63076.5,62749.5,87448.5,88622.5,1184.5,14636.5,43545.5,39409.5,58548.5,68657.5,2226.5,28248.5,64383.5,62984.5,73714.5,73569.5,1270.5,17766.5,25162.5,31418.5,24450.5,33383.5,1563.5,17597.5,29372.5,33492.5,38022.5,38176.5,1206.5,6697.5,11068.5,11219.5,13050.5,13813.5,1614.5,26549.5,34367.5,53726.5,49193.5,55363.5,1326.5,4532.5,5124.5,5647.5,6036.5,6510.5,1148.5,18984.5,26239.5,43513.5,43902.5,49729.5,884.5,5230.5,6529.5,7619.5,8432.5,9631.5,,,755.5,701.5,,,942.0,975.0,19794.0,22078.0
400,1170.5,33687.5,87303.5,90639.5,102110.5,108549.5,1085.5,14179.5,29733.5,38202.5,45358.5,44331.5,1456.5,17909.5,48904.5,49068.5,84597.5,82754.5,1142.5,10180.5,30706.5,28864.5,51988.5,56283.5,1553.5,25738.5,66846.5,64931.5,93998.5,97204.5,1258.5,14878.5,45311.5,41028.5,61668.5,73312.5,2334.5,28970.5,68066.5,66491.5,79747.5,80105.5,1345.5,18111.5,26307.5,33393.5,25912.5,35580.5,1672.5,18673.5,31116.5,35701.5,40734.5,40903.5,1315.5,7014.5,11740.5,11837.5,13800.5,14654.5,1744.5,28854.5,37512.5,59103.5,54720.5,61425.5,1424.5,4811.5,5577.5,6181.5,6686.5,7249.5,1253.5,21032.5,29239.5,49866.5,50501.5,57892.5,946.5,5428.5,6851.5,7892.5,8801.5,10258.5,,,826.5,768.5,,,982.0,1017.0,20535.0,23104.0
420,1239.0,35825.0,91209.0,96258.0,104645.0,114911.0,1159.0,14629.0,31240.0,40431.0,48451.0,47096.0,1517.0,18134.0,49878.0,50256.0,88547.0,86300.0,1208.0,10349.0,31213.0,29190.0,54129.0,58758.0,1630.0,26484.0,69378.0,66907.0,98785.0,103411.0,1331.0,15119.0,46327.0,41899.0,63906.0,77203.0,2436.0,29405.0,70619.0,68951.0,84533.0,84727.0,1421.0,18316.0,27257.0,34745.0,26876.0,37729.0,1778.0,19491.0,32512.0,37254.0,42846.0,43113.0,1371.0,7256.0,12240.0,12369.0,14466.0,15370.0,1840.0,30782.0,40628.0,64826.0,60145.0,67303.0,1495.0,5102.0,5937.0,6694.0,7313.0,7917.0,1351.0,22697.0,31725.0,55576.0,56395.0,65295.0,1011.0,5542.0,6996.0,7930.0,8992.0,10616.0,,,877.0,838.0,,,1051.5,1077.5,21205.5,23898.5
440,1320.5,37850.5,93822.5,100685.5,105911.5,118714.5,1216.5,15048.5,32568.5,42465.5,51319.5,49781.5,1590.5,18351.5,51087.5,51270.5,91846.5,89388.5,1269.5,10407.5,31720.5,29613.5,55896.5,60838.5,1724.5,27114.5,71774.5,67877.5,101182.5,107991.5,1411.5,15245.5,46324.5,42290.5,65673.5,80205.5,2483.5,29715.5,73116.5,71166.5,88097.5,89181.5,1481.5,18425.5,27747.5,35863.5,27830.5,39408.5,1880.5,20176.5,33913.5,38800.5,44771.5,45130.5,1469.5,7454.5,12613.5,12700.5,14960.5,15948.5,1937.5,32411.5,43085.5,69945.5,65206.5,72973.5,1574.5,5298.5,6289.5,7120.5,7913.5,8527.5,1450.5,24421.5,34180.5,60973.5,62045.5,72253.5,1081.5,5754.5,7140.5,7989.5,9057.5,10803.5,,,928.5,892.5,,,1094.5,1141.5,21701.5,24679.5
460,1364.5,39391.5,95815.5,103139.5,106602.5,120660.5,1279.5,15305.5,33353.5,43778.5,53540.5,51677.5,1630.5,18473.5,51304.5,51238.5,93270.5,90692.5,1307.5,10524.5,31966.5,29604.5,57357.5,61999.5,1788.5,27632.5,72808.5,68525.5,103370.5,111278.5,1458.5,15316.5,46610.5,42532.5,66614.5,81819.5,2555.5,29992.5,74001.5,72974.5,91241.5,92937.5,1528.5,18376.5,27982.5,36203.5,28480.5,40840.5,1948.5,20843.5,35030.5,40166.5,46401.5,46829.5,1522.5,7618.5,12893.5,12898.5,15339.5,16315.5,1995.5,33782.5,45479.5,75192.5,70154.5,78554.5,1646.5,5457.5,6544.5,7470.5,8403.5,9047.5,1499.5,25885.5,36162.5,66277.5,67334.5,79115.5,1113.5,6152.5,7328.5,7935.5,9021.5,10680.5,,,964.5,935.5,,,1138.0,1161.0,22101.0,25538.0
480,1409.5,40239.5,96775.5,104841.5,106462.5,121573.5,1352.5,15349.5,33678.5,44366.5,54364.5,52749.5,1668.5,18466.5,51232.5,50869.5,93066.5,90736.5,1376.5,10534.5,31859.5,29609.5,58227.5,63010.5,1842.5,27744.5,73410.5,68372.5,104806.5,113116.5,1523.5,15341.5,46371.5,42533.5,67024.5,82844.5,2614.5,29957.5,74091.5,72761.5,91063.5,94234.5,1576.5,18406.5,28235.5,36743.5,29143.5,42392.5,2008.5,21279.5,35674.5,40948.5,47667.5,48119.5,1577.5,7765.5,13208.5,13233.5,15875.5,16752.5,2080.5,34772.5,46925.5,79360.5,74626.5,83815.5,1719.5,5646.5,6825.5,7796.5,8810.5,9528.5,1567.5,27069.5,37868.5,70611.5,72055.5,85297.5,1159.5,6598.5,7838.5,7871.5,9055.5,10522.5,,,1026.5,983.5,,,1175.5,1212.5,22497.5,26213.5
500,1465.0,40841.0,98256.0,105924.0,106234.0,121465.0,1385.0,15265.0,33498.0,44598.0,54602.0,53355.0,1728.0,18314.0,51264.0,51058.0,92951.0,90684.0,1388.0,10475.0,31497.0,29137.0,57810.0,62877.0,1881.0,27782.0,73528.0,68041.0,105133.0,114322.0,1547.0,15226.0,46099.0,42236.0,66573.0,83229.0,2657.0,29824.0,74378.0,72741.0,90792.0,93620.0,1647.0,18283.0,27924.0,36580.0,29331.0,43479.0,2050.0,21430.0,35844.0,41255.0,48024.0,48995.0,1626.0,7836.0,13326.0,13269.0,15880.0,17008.0,2130.0,35467.0,48031.0,82894.0,77862.0,87475.0,1764.0,5759.0,6955.0,7956.0,9005.0,9744.0,1660.0,27922.0,39192.0,74685.0,76231.0,91021.0,1221.0,6860.0,8289.0,7795.0,9007.0,10314.0,,,1069.0,1033.0,,,1209.0,1251.0,22807.0,26815.0
520,1493.5,41533.5,100019.5,107742.5,106338.5,122023.5,1425.5,15315.5,33831.5,44663.5,55171.5,53738.5,1767.5,18449.5,51197.5,51236.5,93697.5,91023.5,1427.5,10509.5,31378.5,29024.5,57811.5,63346.5,1925.5,27819.5,73521.5,67744.5,105906.5,116166.5,1586.5,15323.5,46136.5,42389.5,67093.5,83897.5,2710.5,29818.5,74776.5,72909.5,91720.5,94431.5,1675.5,18225.5,27748.5,36622.5,29508.5,44391.5,2112.5,21677.5,36375.5,41665.5,48663.5,49468.5,1662.5,7897.5,13472.5,13427.5,16039.5,17102.5,2190.5,35841.5,48952.5,84892.5,79892.5,90945.5,1799.5,5870.5,6989.5,8130.5,9188.5,10006.5,1700.5,28733.5,40168.5,77786.5,79732.5,96325.5,1263.5,7167.5,8703.5,7800.5,9036.5,10118.5,,,1114.5,1066.5,,,1231.0,1268.0,23170.0,27329.0
540,1532.5,42496.5,100885.5,109897.5,106767.5,123232.5,1468.5,15391.5,34031.5,45196.5,55706.5,54237.5,1786.5,18421.5,51380.5,51040.5,94256.5,90894.5,1463.5,10474.5,31089.5,28792.5,57836.5,63075.5,1950.5,27777.5,73471.5,67794.5,106474.5,116089.5,1632.5,15298.5,46050.5,42296.5,67002.5,84873.5,2775.5,29862.5,75407.5,73336.5,91910.5,94691.5,1718.5,18071.5,27519.5,36300.5,29510.5,45270.5,2166.5,21829.5,36790.5,42018.5,48971.5,49867.5,1705.5,7915.5,13512.5,13441.5,16101.5,17177.5,2250.5,36400.5,49325.5,86531.5,81439.5,92424.5,1834.5,5928.5,7093.5,8168.5,9327.5,10155.5,1764.5,29240.5,40792.5,79588.5,82129.5,99074.5,1302.5,7440.5,9054.5,7862.5,9212.5,9977.5,,,1135.5,1110.5,,,1257.0,1295.0,23315.0,27897.0
560,1569.5,43116.5,102584.5,110995.5,107386.5,124479.5,1505.5,15453.5,34109.5,45389.5,56040.5,54690.5,1819.5,18424.5,51431.5,51256.5,94124.5,91620.5,1489.5,10468.5,31010.5,28733.5,57414.5,63004.5,1983.5,27977.5,72873.5,67506.5,105998.5,116031.5,1648.5,15138.5,45565.5,41807.5,66399.5,84496.5,2795.5,29877.5,76082.5,73325.5,92687.5,95193.5,1748.5,17911.5,27247.5,35986.5,29331.5,45941.5,2189.5,22029.5,36978.5,42333.5,49113.5,49861.5,1747.5,7969.5,13477.5,13466.5,16106.5,17205.5,2275.5,36642.5,49441.5,87486.5,82741.5,94086.5,1890.5,5937.5,7079.5,8200.5,9358.5,10298.5,1837.5,29582.5,41273.5,81449.5,83436.5,100442.5,1344.5,7658.5,9287.5,7993.5,9428.5,9706.5,,,1159.5,1126.5,,,1286.0,1341.0,23635.0,28330.0
