time,e16x33_0,e16x33_1,e16x33_2,e16x33_3,e16x33_4,e16x33_5,e16x33NrdA2_0,e16x33NrdA2_1,e16x33NrdA2_2,e16x33NrdA2_3,e16x33NrdA2_4,e16x33NrdA2_5,e20x33_0,e20x33_1,e20x33_2,e20x33_3,e20x33_4,e20x33_5,e20x32gp411_0,e20x32gp411_1,e20x32gp411_2,e20x32gp411_3,e20x32gp411_4,e20x32gp411_5,e32x33_0,e32x33_1,e32x33_2,e32x33_3,e32x33_4,e32x33_5,e32x30SspGyrB_0,e32x30SspGyrB_1,e32x30SspGyrB_2,e32x30SspGyrB_3,e32x30SspGyrB_4,e32x30SspGyrB_5,e34x33_0,e34x33_1,e34x33_2,e34x33_3,e34x33_4,e34x33_5,e34x30MjaKlbA_0,e34x30MjaKlbA_1,e34x30MjaKlbA_2,e34x30MjaKlbA_3,e34x30MjaKlbA_4,e34x30MjaKlbA_5,e38x33_0,e38x33_1,e38x33_2,e38x33_3,e38x33_4,e38x33_5,e38x32gp418_0,e38x32gp418_1,e38x32gp418_2,e38x32gp418_3,e38x32gp418_4,e38x32gp418_5,e41x33_0,e41x33_1,e41x33_2,e41x33_3,e41x33_4,e41x33_5,e41x32NrdJ1_0,e41x32NrdJ1_1,e41x32NrdJ1_2,e41x32NrdJ1_3,e41x32NrdJ1_4,e41x32NrdJ1_5,e42x33_0,e42x33_1,e42x33_2,e42x33_3,e42x33_4,e42x33_5,e42x32STIMPDH1_0,e42x32STIMPDH1_1,e42x32STIMPDH1_2,e42x32STIMPDH1_3,e42x32STIMPDH1_4,e42x32STIMPDH1_5,blank-kan_0,blank-kan_1,negative-control-kan_0,negative-control-kan_1,blank-amp_0,blank-amp_1,negative-control-amp_0,negative-control-amp_1,positive-control-amp_0,positive-control-amp_1
200,105.5,110.5,444.5,281.5,1902.5,1197.5,77.5,84.5,87.5,104.5,257.5,242.5,161.5,825.5,2426.5,3121.5,4054.5,4492.5,128.5,190.5,681.5,1181.5,1688.5,1817.5,114.5,255.5,1049.5,2547.5,3115.5,2068.5,87.5,185.5,1037.5,887.5,2644.5,2365.5,133.5,654.5,1922.5,1810.5,3312.5,2629.5,96.5,182.5,531.5,552.5,852.5,1189.5,91.5,178.5,491.5,861.5,1236.5,1187.5,82.5,123.5,213.5,237.5,394.5,423.5,88.5,176.5,270.5,962.5,610.5,968.5,90.5,135.5,155.5,167.5,171.5,183.5,79.5,92.5,79.5,198.5,203.5,417.5,68.5,83.5,91.5,163.5,158.5,191.5,,,64.5,55.5,,,114.0,118.0,2648.0,3053.0
220,138.0,399.0,2045.0,1455.0,4608.0,3219.0,109.0,170.0,290.0,359.0,779.0,740.0,239.0,2170.0,5366.0,6289.0,7386.0,7888.0,171.0,680.0,2122.0,2929.0,3668.0,3864.0,186.0,944.0,2985.0,5433.0,6047.0,4364.0,145.0,674.0,2735.0,2411.0,4943.0,4560.0,242.0,2020.0,4321.0,4136.0,5897.0,4998.0,149.0,634.0,1236.0,1495.0,1514.0,2132.0,136.0,628.0,1569.0,2236.0,2606.0,2500.0,129.0,280.0,513.0,579.0,832.0,889.0,142.0,602.0,942.0,2220.0,1678.0,2155.0,140.0,256.0,267.0,274.0,280.0,304.0,100.0,189.0,234.0,723.0,732.0,1144.0,94.0,147.0,198.0,294.0,320.0,342.0,,,94.0,77.0,,,160.0,165.0,3616.0,4219.0
240,184.0,1144.0,4651.0,3840.0,8091.0,6413.0,156.0,465.0,859.0,1093.0,1774.0,1674.0,311.0,3686.0,8821.0,9856.0,11195.0,11757.0,227.0,1449.0,3991.0,5018.0,5996.0,6311.0,259.0,2220.0,5822.0,8762.0,9517.0,7498.0,192.0,1528.0,4937.0,4332.0,7561.0,7219.0,383.0,4110.0,7554.0,7275.0,9124.0,8020.0,210.0,1651.0,2262.0,2827.0,2410.0,3363.0,211.0,1698.0,3388.0,4274.0,4471.0,4330.0,170.0,629.0,1072.0,1164.0,1479.0,1550.0,213.0,1505.0,2120.0,3896.0,3187.0,3779.0,195.0,431.0,430.0,425.0,430.0,471.0,140.0,594.0,803.0,1795.0,1816.0,2371.0,129.0,296.0,393.0,472.0,518.0,536.0,,,125.0,101.0,,,193.0,212.0,4904.0,5528.0
260,247.0,2289.0,8230.0,6853.0,12086.0,10076.0,208.0,1187.0,1939.0,2401.0,3225.0,3083.0,376.0,4777.0,11495.0,12261.0,15826.0,16370.0,276.0,2254.0,6150.0,7067.0,8554.0,8999.0,334.0,3769.0,9087.0,12450.0,13457.0,11111.0,260.0,2593.0,7638.0,6646.0,10606.0,10190.0,543.0,6669.0,11589.0,11097.0,12907.0,11586.0,289.0,3086.0,3675.0,4479.0,3594.0,4866.0,299.0,3271.0,5824.0,6857.0,6811.0,6614.0,238.0,1217.0,1877.0,2036.0,2356.0,2449.0,297.0,2800.0,3739.0,6101.0,5146.0,5801.0,266.0,726.0,704.0,660.0,672.0,731.0,190.0,1282.0,1706.0,3127.0,3160.0,3860.0,168.0,516.0,677.0,719.0,821.0,835.0,,,162.0,132.0,,,250.0,266.0,5919.0,6362.0
280,296.5,3818.5,12650.5,11056.5,17402.5,14602.5,255.5,2323.5,3903.5,4722.5,5726.5,5393.5,436.5,5790.5,14002.5,14663.5,19860.5,20282.5,312.5,2857.5,7844.5,8507.5,11805.5,12554.5,411.5,5423.5,12996.5,16598.5,18331.5,15465.5,312.5,3561.5,10662.5,9159.5,14273.5,14006.5,687.5,8642.5,15751.5,15392.5,17762.5,15902.5,356.5,4614.5,5626.5,6539.5,5193.5,6812.5,400.5,4634.5,7962.5,9311.5,9902.5,9587.5,306.5,1762.5,2813.5,2933.5,3434.5,3647.5,394.5,4637.5,5973.5,9318.5,8057.5,8562.5,327.5,1106.5,1086.5,1056.5,1068.5,1173.5,243.5,2302.5,2999.5,4900.5,4896.5,5657.5,210.5,815.5,1068.5,1061.5,1180.5,1224.5,,,199.5,174.5,,,287.5,295.5,6513.5,7066.5
300,339.0,5923.0,18171.0,16340.0,23169.0,20229.0,295.0,3561.0,6305.0,7655.0,8758.0,8330.0,501.0,6615.0,16307.0,16914.0,24069.0,24146.0,358.0,3420.0,9561.0,9803.0,14545.0,15538.0,482.0,7368.0,17433.0,19983.0,23849.0,20501.0,370.0,4806.0,13945.0,12136.0,18421.0,18529.0,805.0,10301.0,19426.0,18976.0,21560.0,20552.0,416.0,6005.0,7459.0,8398.0,6972.0,9011.0,487.0,5559.0,9478.0,11015.0,12131.0,11990.0,364.0,2178.0,3522.0,3648.0,4254.0,4524.0,503.0,6696.0,8479.0,13343.0,11650.0,12392.0,412.0,1460.0,1466.0,1449.0,1481.0,1623.0,311.0,3519.0,4678.0,7227.0,7119.0,7941.0,250.0,1293.0,1634.0,1559.0,1790.0,1754.0,,,233.0,199.0,,,313.5,334.5,7254.5,7929.5
320,391.5,8213.5,24176.5,22275.5,29613.5,26728.5,349.5,4551.5,8573.5,10572.5,12130.5,11653.5,555.5,7420.5,18580.5,19259.5,28049.5,27995.5,396.5,3899.5,11097.5,11054.5,17102.5,18377.5,546.5,8931.5,21428.5,23271.5,29069.5,26679.5,431.5,5694.5,16355.5,14565.5,21679.5,22994.5,899.5,11580.5,22927.5,22378.5,25286.5,24524.5,468.5,7099.5,9213.5,10515.5,8656.5,11126.5,557.5,6401.5,10784.5,12392.5,13776.5,13859.5,418.5,2504.5,4068.5,4178.5,4814.5,5161.5,592.5,8676.5,10945.5,17239.5,15322.5,16841.5,479.5,1697.5,1780.5,1842.5,1899.5,2082.5,386.5,5374.5,7221.5,10698.5,10465.5,11192.5,312.5,1819.5,2278.5,2302.5,2640.5,2637.5,,,264.5,239.5,,,357.5,367.5,7968.5,8758.5
340,448.0,10595.0,30188.0,28694.0,36508.0,33867.0,383.0,5351.0,10492.0,13036.0,15105.0,14622.0,594.0,7934.0,20551.0,21006.0,32091.0,31643.0,451.0,4312.0,12458.0,12227.0,19476.0,20971.0,608.0,10170.0,24769.0,26306.0,34105.0,32275.0,471.0,6279.0,18308.0,16485.0,24388.0,26887.0,963.0,12503.0,25970.0,25428.0,28886.0,28301.0,518.0,7814.0,10476.0,12485.0,10133.0,13195.0,635.0,7208.0,12058.0,13830.0,15392.0,15405.0,475.0,2804.0,4543.0,4655.0,5375.0,5711.0,659.0,10213.0,12922.0,20317.0,18371.0,20462.0,542.0,1882.0,2031.0,2156.0,2287.0,2480.0,443.0,6774.0,9239.0,14305.0,14250.0,15608.0,348.0,2140.0,2694.0,2950.0,3298.0,3505.0,,,291.0,265.0,,,393.5,399.5,8666.5,9557.5
360,490.5,12812.5,35232.5,34769.5,42168.5,41254.5,437.5,6022.5,12041.5,15181.5,17832.5,17250.5,632.5,8292.5,21891.5,22420.5,35602.5,35109.5,492.5,4596.5,13559.5,12988.5,21876.5,23481.5,670.5,11209.5,28022.5,28645.5,38704.5,37817.5,528.5,6740.5,19851.5,18084.5,26553.5,30321.5,1030.5,13236.5,28868.5,28190.5,32421.5,32103.5,561.5,8272.5,11408.5,13971.5,11177.5,14879.5,698.5,7927.5,13268.5,15082.5,17023.5,17024.5,541.5,3035.5,4977.5,5048.5,5860.5,6234.5,730.5,11602.5,14855.5,23180.5,21191.5,23658.5,595.5,2028.5,2254.5,2443.5,2602.5,2804.5,504.5,8016.5,11046.5,17703.5,17790.5,19934.5,391.5,2361.5,2947.5,3372.5,3738.5,4169.5,,,332.5,299.5,,,419.0,433.0,9225.0,10138.0
380,539.0,14728.0,39344.0,39963.0,46541.0,47853.0,485.0,6504.0,13425.0,16962.0,20079.0,19510.0,680.0,8520.0,22937.0,23209.0,38627.0,37981.0,524.0,4788.0,14340.0,13632.0,23666.0,25587.0,724.0,12028.0,30691.0,30525.0,42444.0,42996.0,578.0,7071.0,21043.0,19126.0,28256.0,33115.0,1097.0,13734.0,31181.0,30560.0,35723.0,35614.0,611.0,8645.0,12220.0,15213.0,11860.0,16169.0,757.0,8485.0,14222.0,16263.0,18400.0,18506.0,590.0,3267.0,5362.0,5434.0,6301.0,6667.0,789.0,12839.0,16652.0,26052.0,23845.0,26833.0,651.0,2191.0,2481.0,2738.0,2931.0,3142.0,565.0,9140.0,12656.0,21013.0,21230.0,24016.0,433.0,2529.0,3180.0,3669.0,4058.0,4669.0,,,376.0,341.0,,,453.0,477.0,9543.0,10689.0
400,579.0,16278.0,42328.0,43999.0,49480.0,52465.0,526.0,6848.0,14344.0,18460.0,21967.0,21428.0,710.0,8684.0,23704.0,23825.0,41126.0,40188.0,561.0,4925.0,14852.0,13967.0,25170.0,27211.0,763.0,12528.0,32434.0,31615.0,45525.0,47236.0,614.0,7244.0,21941.0,19887.0,29842.0,35571.0,1135.0,14100.0,32950.0,32298.0,38626.0,38783.0,647.0,8773.0,12793.0,16144.0,12457.0,17268.0,811.0,9023.0,15019.0,17260.0,19674.0,19838.0,631.0,3391.0,5667.0,5717.0,6670.0,7071.0,847.0,13988.0,18206.0,28794.0,26518.0,29854.0,687.0,2315.0,2708.0,2989.0,3229.0,3489.0,602.0,10151.0,14109.0,24109.0,24382.0,27983.0,459.0,2623.0,3340.0,3810.0,4258.0,4972.0,,,396.0,370.0,,,477.5,494.5,9961.5,11142.5
420,607.0,17367.0,44189.0,46658.0,50793.0,55612.0,563.0,7100.0,15137.0,19528.0,23450.0,22824.0,750.0,8827.0,24327.0,24443.0,43014.0,42007.0,582.0,4974.0,15139.0,14203.0,26229.0,28459.0,804.0,12888.0,33780.0,32392.0,47679.0,50279.0,657.0,7334.0,22487.0,20310.0,31052.0,37505.0,1173.0,14255.0,34269.0,33495.0,40879.0,41275.0,681.0,8867.0,13215.0,16879.0,13014.0,18296.0,862.0,9423.0,15736.0,18056.0,20759.0,20861.0,667.0,3511.0,5917.0,5977.0,6995.0,7397.0,884.0,14907.0,19594.0,31400.0,29103.0,32578.0,735.0,2471.0,2881.0,3242.0,3554.0,3835.0,658.0,11005.0,15346.0,26847.0,27301.0,31526.0,486.0,2696.0,3388.0,3894.0,4361.0,5148.0,,,427.0,393.0,,,494.5,530.5,10236.5,11645.5
440,636.0,18332.0,45609.0,48657.0,51497.0,57627.0,595.0,7282.0,15714.0,20508.0,24889.0,24081.0,776.0,8893.0,24674.0,24759.0,44518.0,43469.0,615.0,5068.0,15349.0,14356.0,27172.0,29541.0,822.0,13178.0,34679.0,32926.0,49137.0,52527.0,684.0,7418.0,22367.0,20545.0,31983.0,38846.0,1212.0,14463.0,35458.0,34621.0,42826.0,43312.0,713.0,8938.0,13502.0,17404.0,13479.0,19110.0,917.0,9819.0,16394.0,18765.0,21659.0,21891.0,710.0,3602.0,6118.0,6129.0,7262.0,7684.0,927.0,15734.0,20830.0,33989.0,31690.0,35464.0,760.0,2571.0,3037.0,3444.0,3824.0,4117.0,694.0,11817.0,16504.0,29504.0,30025.0,34934.0,510.0,2778.0,3466.0,3870.0,4406.0,5218.0,,,451.0,427.0,,,528.0,551.0,10475.0,11978.0
460,671.0,19048.0,46437.0,50019.0,51822.0,58506.0,624.0,7408.0,16121.0,21186.0,25822.0,25102.0,797.0,8939.0,24844.0,24792.0,45250.0,44059.0,640.0,5100.0,15413.0,14327.0,27833.0,30215.0,864.0,13414.0,35185.0,33085.0,50130.0,54114.0,702.0,7420.0,22439.0,20574.0,32164.0,39700.0,1242.0,14505.0,35859.0,35352.0,44140.0,44950.0,751.0,8903.0,13586.0,17608.0,13857.0,19766.0,938.0,10092.0,16963.0,19373.0,22485.0,22661.0,743.0,3675.0,6256.0,6235.0,7448.0,7887.0,967.0,16336.0,22010.0,36450.0,33998.0,38086.0,795.0,2659.0,3168.0,3604.0,4046.0,4385.0,734.0,12538.0,17538.0,32064.0,32587.0,38189.0,539.0,2966.0,3530.0,3842.0,4392.0,5166.0,,,472.0,451.0,,,542.5,568.5,10687.5,12353.5
480,692.0,19504.0,47190.0,50919.0,52019.0,59169.0,649.0,7436.0,16290.0,21416.0,26166.0,25504.0,820.0,8943.0,24924.0,24780.0,45327.0,44052.0,665.0,5106.0,15441.0,14342.0,28181.0,30436.0,887.0,13451.0,35508.0,33264.0,50977.0,55031.0,728.0,7451.0,22560.0,20607.0,32438.0,40202.0,1267.0,14551.0,35758.0,35263.0,44352.0,45632.0,765.0,8883.0,13674.0,17784.0,14123.0,20578.0,967.0,10322.0,17263.0,19822.0,23052.0,23307.0,756.0,3749.0,6392.0,6407.0,7652.0,8092.0,1006.0,16763.0,22737.0,38607.0,36128.0,40530.0,823.0,2737.0,3282.0,3763.0,4264.0,4584.0,761.0,12984.0,18338.0,34160.0,34875.0,41302.0,558.0,3195.0,3792.0,3830.0,4397.0,5123.0,,,495.0,476.0,,,565.0,586.0,10926.0,12672.0
500,717.5,19885.5,47906.5,51516.5,52064.5,59542.5,674.5,7414.5,16278.5,21529.5,26406.5,25803.5,839.5,8892.5,24879.5,24838.5,45384.5,44143.5,688.5,5085.5,15287.5,14226.5,28021.5,30579.5,915.5,13463.5,35670.5,33292.5,50912.5,55441.5,755.5,7375.5,22417.5,20470.5,32369.5,40366.5,1299.5,14482.5,35985.5,35181.5,44049.5,45499.5,795.5,8888.5,13514.5,17798.5,14198.5,21043.5,1005.5,10418.5,17436.5,20041.5,23356.5,23695.5,796.5,3796.5,6479.5,6453.5,7706.5,8229.5,1040.5,17216.5,23216.5,40123.5,37599.5,42499.5,859.5,2791.5,3352.5,3853.5,4352.5,4710.5,806.5,13530.5,18927.5,36151.5,36872.5,44002.5,585.5,3341.5,4016.5,3780.5,4389.5,5030.5,,,515.5,504.5,,,588.0,607.0,11037.0,12976.0
520,726.5,20250.5,48729.5,52460.5,51879.5,59682.5,693.5,7431.5,16397.5,21752.5,26775.5,26004.5,844.5,8950.5,24926.5,24941.5,45536.5,44384.5,696.5,5080.5,15196.5,14129.5,28172.5,30796.5,924.5,13542.5,35831.5,33140.5,51743.5,56509.5,770.5,7428.5,22471.5,20667.5,32658.5,40919.5,1321.5,14513.5,36358.5,35362.5,44621.5,45890.5,807.5,8841.5,13489.5,17735.5,14283.5,21559.5,1022.5,10547.5,17680.5,20228.5,23516.5,24120.5,812.5,3819.5,6533.5,6520.5,7805.5,8306.5,1061.5,17521.5,23727.5,41192.5,38851.5,44180.5,871.5,2845.5,3393.5,3920.5,4437.5,4827.5,828.5,13896.5,19490.5,37705.5,38517.5,46421.5,605.5,3479.5,4211.5,3774.5,4367.5,4926.5,,,526.5,512.5,,,604.5,612.5,11198.5,13221.5
540,754.5,20656.5,49392.5,53594.5,52219.5,59994.5,710.5,7465.5,16482.5,21948.5,27013.5,26308.5,865.5,8990.5,24963.5,24880.5,45821.5,44410.5,707.5,5069.5,15174.5,14036.5,28089.5,30824.5,946.5,13550.5,35654.5,32984.5,51792.5,56608.5,792.5,7438.5,22337.5,20488.5,32483.5,41279.5,1339.5,14536.5,36592.5,35475.5,44667.5,46148.5,829.5,8770.5,13376.5,17641.5,14321.5,21950.5,1045.5,10650.5,17791.5,20390.5,23688.5,24152.5,828.5,3841.5,6542.5,6524.5,7797.5,8334.5,1078.5,17664.5,23920.5,41905.5,39635.5,44886.5,889.5,2875.5,3443.5,3963.5,4515.5,4926.5,849.5,14109.5,19668.5,38625.5,39801.5,48015.5,627.5,3578.5,4370.5,3816.5,4445.5,4825.5,,,553.5,531.5,,,612.5,638.5,11298.5,13568.5
560,766.0,21042.0,50341.0,54156.0,52381.0,60872.0,727.0,7473.0,16559.0,22010.0,27284.0,26638.0,880.0,9007.0,24973.0,24984.0,46168.0,44599.0,719.0,5073.0,15072.0,13917.0,27970.0,30630.0,970.0,13631.0,35445.0,32787.0,51522.0,56741.0,801.0,7353.0,22156.0,20324.0,32196.0,41201.0,1357.0,14533.0,36996.0,35627.0,44999.0,46203.0,843.0,8730.0,13195.0,17501.0,14235.0,22290.0,1060.0,10722.0,18000.0,20560.0,23785.0,24186.0,846.0,3849.0,6546.0,6522.0,7827.0,8312.0,1097.0,17784.0,24012.0,42500.0,40076.0,45548.0,920.0,2875.0,3439.0,3972.0,4512.0,4955.0,870.0,14345.0,20085.0,39290.0,40556.0,48609.0,646.0,3697.0,4484.0,3853.0,4609.0,4719.0,,,565.0,546.0,,,627.0,658.0,11441.0,13753.0
