time,e20x33_0,e20x33_1,e20x33_2,e20x33_3,e20x33_4,e20x33_5,e20x32gp411_0,e20x32gp411_1,e20x32gp411_2,e20x32gp411_3,e20x32gp411_4,e20x32gp411_5,e32x33_0,e32x33_1,e32x33_2,e32x33_3,e32x33_4,e32x33_5,e32x30SspGyrB_0,e32x30SspGyrB_1,e32x30SspGyrB_2,e32x30SspGyrB_3,e32x30SspGyrB_4,e32x30SspGyrB_5,e34x33_0,e34x33_1,e34x33_2,e34x33_3,e34x33_4,e34x33_5,e34x30MjaKlbA_0,e34x30MjaKlbA_1,e34x30MjaKlbA_2,e34x30MjaKlbA_3,e34x30MjaKlbA_4,e34x30MjaKlbA_5,e38x33_0,e38x33_1,e38x33_2,e38x33_3,e38x33_4,e38x33_5,e38x32gp418_0,e38x32gp418_1,e38x32gp418_2,e38x32gp418_3,e38x32gp418_4,e38x32gp418_5,e41x33_0,e41x33_1,e41x33_2,e41x33_3,e41x33_4,e41x33_5,e41x32NrdJ1_0,e41x32NrdJ1_1,e41x32NrdJ1_2,e41x32NrdJ1_3,e41x32NrdJ1_4,e41x32NrdJ1_5,e42x33_0,e42x33_1,e42x33_2,e42x33_3,e42x33_4,e42x33_5,e42x32STIMPDH1_0,e42x32STIMPDH1_1,e42x32STIMPDH1_2,e42x32STIMPDH1_3,e42x32STIMPDH1_4,e42x32STIMPDH1_5,Blank_Kan_1,Blank_Kan_1,negative-control-kan_1,negative-control-kan_1,Blank_Amp_1,Blank_Amp_1,negative-control-amp_1,negative-control-amp_1,positive-control-amp_1,positive-control-amp_1
200,643.0,4613.0,16875.0,23040.0,24577.0,22590.0,482.0,544.0,3792.0,14292.0,17940.0,20168.0,694.0,4002.0,22940.0,30834.0,32335.0,30033.0,479.0,492.0,2145.0,19236.0,27910.0,34061.0,1008.0,10046.0,26634.0,29913.0,29240.0,25199.0,513.0,491.0,632.0,8660.0,14801.0,17325.0,691.0,5600.0,13888.0,15560.0,12920.0,9774.0,493.0,480.0,992.0,8610.0,11040.0,10978.0,681.0,6729.0,18491.0,23276.0,23247.0,21166.0,440.0,432.0,561.0,5293.0,12349.0,10659.0,546.0,4081.0,16957.0,21280.0,21953.0,21528.0,424.0,415.0,852.0,9114.0,12176.0,13731.0,,,402.0,369.0,,,532.0,509.0,11207.0,11664.0
220,680.5,4671.5,17481.5,24190.5,26065.5,24086.5,523.5,576.5,3878.5,15103.5,19494.5,22725.5,722.5,4051.5,23830.5,32973.5,34701.5,32896.5,519.5,539.5,2203.5,20212.5,30154.5,37804.5,1032.5,10107.5,27803.5,31783.5,31667.5,27732.5,558.5,521.5,662.5,8953.5,15631.5,18871.5,729.5,5796.5,14478.5,16368.5,13753.5,10669.5,539.5,516.5,1043.5,8990.5,11678.5,12017.5,723.5,7067.5,20013.5,25403.5,25526.5,23298.5,480.5,465.5,606.5,5594.5,13026.5,11537.5,584.5,4349.5,18756.5,23817.5,24601.5,24265.5,452.5,449.5,923.5,10038.5,14144.5,16823.5,,,432.5,407.5,,,568.0,534.0,11522.0,12101.0
240,706.0,4754.0,17859.0,24943.0,27132.0,25286.0,562.0,622.0,3920.0,15764.0,20607.0,25009.0,769.0,4117.0,24573.0,34477.0,36568.0,35176.0,562.0,562.0,2254.0,20872.0,31538.0,41151.0,1074.0,10083.0,28733.0,33338.0,33433.0,30106.0,576.0,574.0,705.0,9209.0,16423.0,20277.0,777.0,5930.0,15067.0,16983.0,14420.0,11380.0,569.0,549.0,1098.0,9331.0,12147.0,12879.0,763.0,7360.0,21414.0,27176.0,27317.0,25350.0,511.0,495.0,641.0,5888.0,13745.0,12378.0,615.0,4597.0,20365.0,26062.0,27210.0,27047.0,494.0,483.0,996.0,10846.0,15930.0,19755.0,,,452.0,438.0,,,594.0,560.0,11895.0,12519.0
260,730.5,4782.5,18180.5,25580.5,27942.5,26395.5,589.5,636.5,3949.5,16075.5,21437.5,27134.5,793.5,4140.5,25060.5,35592.5,37901.5,37057.5,567.5,589.5,2290.5,21351.5,32722.5,43804.5,1090.5,10099.5,29348.5,34616.5,35082.5,32090.5,613.5,583.5,725.5,9412.5,16951.5,21313.5,809.5,6055.5,15424.5,17546.5,15050.5,12015.5,590.5,573.5,1111.5,9518.5,12531.5,13548.5,798.5,7641.5,22563.5,28803.5,29132.5,27061.5,537.5,518.5,683.5,6091.5,14142.5,13128.5,662.5,4825.5,21859.5,28176.5,29579.5,29488.5,512.5,516.5,1046.5,11463.5,17471.5,22622.5,,,484.5,460.5,,,616.5,585.5,12121.5,12732.5
280,753.5,4801.5,18434.5,26034.5,28494.5,27058.5,612.5,673.5,3983.5,16360.5,22093.5,28755.5,815.5,4176.5,25311.5,36582.5,38984.5,38414.5,599.5,608.5,2331.5,21729.5,33632.5,45994.5,1104.5,10093.5,29783.5,35547.5,36273.5,33783.5,631.5,603.5,753.5,9516.5,17386.5,22308.5,831.5,6141.5,15746.5,18003.5,15570.5,12570.5,612.5,594.5,1151.5,9682.5,12855.5,14211.5,826.5,7798.5,23684.5,30291.5,30764.5,28551.5,561.5,537.5,703.5,6224.5,14562.5,13902.5,676.5,5025.5,23196.5,30197.5,31626.5,31893.5,539.5,542.5,1107.5,12075.5,18740.5,25111.5,,,514.5,478.5,,,642.5,609.5,12405.5,13069.5
300,780.0,4845.0,18537.0,26342.0,29154.0,27747.0,630.0,682.0,3967.0,16656.0,22615.0,30251.0,838.0,4173.0,25586.0,37384.0,39930.0,39500.0,617.0,626.0,2350.0,21917.0,34325.0,47454.0,1120.0,10072.0,30247.0,36147.0,37164.0,35169.0,640.0,611.0,774.0,9603.0,17800.0,23076.0,854.0,6204.0,16031.0,18349.0,15929.0,13017.0,634.0,620.0,1171.0,9860.0,13109.0,14752.0,840.0,7921.0,24504.0,31582.0,31872.0,29940.0,567.0,555.0,728.0,6316.0,14832.0,14429.0,704.0,5213.0,24273.0,31753.0,33400.0,33723.0,555.0,552.0,1144.0,12433.0,19845.0,27253.0,,,522.0,500.0,,,680.0,639.0,12673.0,13343.0
320,802.5,4890.5,18738.5,26746.5,29560.5,28234.5,648.5,695.5,4005.5,16825.5,23137.5,31552.5,858.5,4213.5,25759.5,37808.5,40357.5,40586.5,641.5,642.5,2345.5,21973.5,34734.5,48974.5,1140.5,10133.5,30233.5,36107.5,37276.5,35946.5,664.5,634.5,806.5,9557.5,17853.5,23844.5,883.5,6317.5,16225.5,18559.5,16318.5,13412.5,650.5,630.5,1193.5,9979.5,13426.5,15213.5,871.5,8076.5,25193.5,32803.5,33174.5,31247.5,600.5,572.5,748.5,6398.5,15009.5,14974.5,731.5,5385.5,25465.5,33122.5,34814.5,35502.5,569.5,574.5,1162.5,12814.5,20652.5,29195.5,,,546.5,516.5,,,690.5,647.5,12938.5,13597.5
340,813.5,4920.5,18865.5,26909.5,29750.5,28361.5,654.5,720.5,4007.5,16876.5,23345.5,32565.5,870.5,4256.5,25924.5,38106.5,40681.5,41107.5,643.5,653.5,2361.5,21926.5,34686.5,50177.5,1139.5,10110.5,30231.5,36071.5,37338.5,36212.5,676.5,651.5,816.5,9591.5,17864.5,24169.5,895.5,6303.5,16313.5,18646.5,16445.5,13543.5,657.5,636.5,1212.5,10000.5,13465.5,15681.5,880.5,8214.5,25757.5,33705.5,34075.5,32253.5,600.5,581.5,754.5,6401.5,15084.5,15379.5,746.5,5513.5,26351.5,34415.5,35992.5,36990.5,586.5,577.5,1177.5,13003.5,21305.5,30769.5,,,557.5,538.5,,,697.5,655.5,13098.5,13868.5
360,839.0,4945.0,18917.0,27042.0,29808.0,28410.0,683.0,731.0,4016.0,16857.0,23484.0,33480.0,899.0,4251.0,25947.0,38309.0,40874.0,41378.0,663.0,678.0,2379.0,21953.0,34733.0,50574.0,1179.0,10071.0,30259.0,36296.0,37545.0,36457.0,695.0,663.0,829.0,9588.0,17979.0,24314.0,917.0,6354.0,16363.0,18784.0,16509.0,13670.0,693.0,671.0,1219.0,10009.0,13466.0,16086.0,906.0,8331.0,26317.0,34711.0,35090.0,33171.0,622.0,603.0,785.0,6437.0,15099.0,15767.0,762.0,5641.0,27049.0,35141.0,36619.0,37776.0,606.0,598.0,1197.0,13056.0,21610.0,32116.0,,,592.0,561.0,,,711.5,681.5,13266.5,14078.5
380,849.5,4963.5,18991.5,27154.5,29918.5,28606.5,688.5,744.5,4022.5,17025.5,23544.5,34464.5,899.5,4252.5,25953.5,38447.5,41130.5,41632.5,678.5,684.5,2379.5,21973.5,34868.5,50726.5,1181.5,10021.5,30361.5,36444.5,37876.5,36802.5,707.5,678.5,838.5,9614.5,18094.5,24490.5,932.5,6364.5,16439.5,18849.5,16634.5,13805.5,687.5,665.5,1225.5,10088.5,13527.5,16281.5,913.5,8356.5,26522.5,35315.5,35895.5,34061.5,626.5,622.5,780.5,6450.5,15159.5,15904.5,778.5,5696.5,27372.5,35509.5,37047.5,38530.5,612.5,614.5,1216.5,13128.5,21827.5,32935.5,,,599.5,573.5,,,739.5,696.5,13486.5,14274.5
400,857.0,4963.0,19053.0,27312.0,29979.0,28780.0,700.0,742.0,4035.0,17038.0,23735.0,34808.0,910.0,4260.0,25943.0,38854.0,41435.0,41878.0,680.0,687.0,2394.0,22063.0,34814.0,50892.0,1196.0,10065.0,30614.0,36849.0,38252.0,37201.0,713.0,684.0,850.0,9690.0,18231.0,24714.0,939.0,6394.0,16563.0,19012.0,16826.0,13942.0,705.0,688.0,1243.0,10125.0,13614.0,16441.0,933.0,8464.0,26812.0,35867.0,36400.0,34688.0,642.0,626.0,790.0,6458.0,15212.0,16045.0,792.0,5772.0,27704.0,36077.0,37560.0,38892.0,631.0,632.0,1227.0,13131.0,21875.0,33437.0,,,604.0,577.0,,,757.5,723.5,13643.5,14479.5
420,872.0,4969.0,19072.0,27340.0,30071.0,28897.0,709.0,765.0,4055.0,17095.0,23865.0,35179.0,924.0,4267.0,25960.0,39100.0,41510.0,42029.0,691.0,701.0,2407.0,22178.0,35084.0,51311.0,1204.0,10053.0,30891.0,36925.0,38425.0,37684.0,733.0,699.0,873.0,9704.0,18373.0,25096.0,946.0,6433.0,16676.0,19100.0,16865.0,14073.0,705.0,691.0,1265.0,10212.0,13782.0,16598.0,946.0,8460.0,27040.0,36261.0,36630.0,35255.0,643.0,637.0,805.0,6487.0,15322.0,16149.0,801.0,5823.0,27999.0,36310.0,37790.0,39369.0,635.0,630.0,1239.0,13183.0,21986.0,33758.0,,,612.0,586.0,,,769.5,737.5,13892.5,14720.5
440,879.5,5000.5,19156.5,27401.5,30274.5,29185.5,728.5,778.5,4073.5,17180.5,24010.5,35649.5,946.5,4294.5,26181.5,39454.5,41937.5,42319.5,700.5,720.5,2414.5,22236.5,35263.5,51720.5,1218.5,10038.5,31098.5,37251.5,38860.5,37908.5,730.5,709.5,880.5,9759.5,18447.5,25299.5,959.5,6447.5,16806.5,19226.5,16952.5,14160.5,732.5,696.5,1272.5,10243.5,13791.5,16842.5,958.5,8579.5,27329.5,36570.5,36984.5,35461.5,655.5,645.5,822.5,6517.5,15386.5,16273.5,816.5,5908.5,28424.5,36824.5,38125.5,39681.5,659.5,647.5,1255.5,13218.5,22090.5,34123.5,,,629.5,601.5,,,789.5,742.5,14068.5,14875.5
460,896.5,5051.5,19256.5,27547.5,30292.5,29287.5,740.5,797.5,4130.5,17267.5,24142.5,35889.5,957.5,4332.5,26266.5,39807.5,42184.5,42662.5,732.5,735.5,2454.5,22316.5,35452.5,51982.5,1219.5,10066.5,31236.5,37295.5,38756.5,38296.5,755.5,727.5,900.5,9803.5,18435.5,25515.5,981.5,6503.5,16890.5,19404.5,17063.5,14275.5,749.5,714.5,1287.5,10351.5,13842.5,16900.5,979.5,8577.5,27379.5,36923.5,37136.5,35716.5,678.5,654.5,837.5,6541.5,15410.5,16315.5,832.5,5966.5,28677.5,37222.5,38365.5,39739.5,664.5,664.5,1263.5,13255.5,22073.5,34201.5,,,645.5,618.5,,,795.0,751.0,14067.0,15012.0
480,893.0,5059.0,19440.0,27862.0,30366.0,29369.0,740.0,808.0,4132.0,17321.0,24214.0,36201.0,953.0,4319.0,26299.0,40249.0,42378.0,42856.0,727.0,728.0,2467.0,22381.0,35590.0,52190.0,1232.0,10108.0,31435.0,37224.0,39045.0,38492.0,760.0,727.0,911.0,9858.0,18556.0,25692.0,994.0,6526.0,16984.0,19424.0,17118.0,14347.0,747.0,737.0,1302.0,10398.0,13943.0,17168.0,983.0,8637.0,27649.0,36984.0,37471.0,36097.0,688.0,672.0,853.0,6602.0,15453.0,16516.0,842.0,6000.0,28863.0,37515.0,38532.0,40232.0,670.0,670.0,1288.0,13414.0,22346.0,34532.0,,,637.0,630.0,,,809.0,770.0,14181.0,15138.0
500,913.5,5077.5,19462.5,27799.5,30326.5,29472.5,763.5,827.5,4159.5,17402.5,24328.5,36329.5,984.5,4347.5,26236.5,40629.5,42503.5,43209.5,725.5,758.5,2473.5,22461.5,35577.5,52404.5,1244.5,10073.5,31610.5,37110.5,39030.5,38655.5,769.5,744.5,929.5,9843.5,18612.5,25859.5,998.5,6552.5,17147.5,19605.5,17164.5,14388.5,760.5,738.5,1315.5,10451.5,13963.5,17212.5,997.5,8682.5,27683.5,37045.5,37300.5,36075.5,699.5,678.5,860.5,6576.5,15505.5,16631.5,857.5,6045.5,29051.5,37647.5,38516.5,40378.5,692.5,689.5,1310.5,13387.5,22304.5,34759.5,,,664.5,642.5,,,832.0,799.0,14206.0,15121.0
520,931.5,5098.5,19544.5,27917.5,30393.5,29427.5,774.5,828.5,4171.5,17504.5,24387.5,36801.5,995.5,4338.5,26246.5,40770.5,42715.5,43369.5,744.5,751.5,2494.5,22599.5,35848.5,52787.5,1248.5,10085.5,31960.5,37137.5,39030.5,38805.5,786.5,757.5,945.5,9907.5,18676.5,25919.5,1015.5,6590.5,17257.5,19717.5,17252.5,14533.5,763.5,745.5,1328.5,10483.5,13992.5,17354.5,1018.5,8674.5,27803.5,37338.5,37490.5,36196.5,711.5,694.5,879.5,6607.5,15517.5,16667.5,865.5,6092.5,29244.5,37948.5,38834.5,40596.5,700.5,698.5,1321.5,13387.5,22408.5,34872.5,,,681.5,649.5,,,843.0,800.0,14329.0,15219.0
540,949.0,5093.0,19603.0,27896.0,30252.0,29475.0,783.0,845.0,4207.0,17557.0,24475.0,36849.0,1003.0,4321.0,26165.0,41004.0,42812.0,43515.0,764.0,778.0,2525.0,22607.0,35879.0,52836.0,1259.0,10077.0,32017.0,37046.0,39229.0,39188.0,801.0,773.0,963.0,9910.0,18719.0,26001.0,1032.0,6595.0,17300.0,19764.0,17210.0,14611.0,782.0,763.0,1353.0,10544.0,14076.0,17463.0,1020.0,8658.0,27824.0,37460.0,37624.0,36434.0,724.0,693.0,892.0,6614.0,15574.0,16720.0,880.0,6087.0,29256.0,38155.0,38862.0,40703.0,715.0,700.0,1338.0,13450.0,22370.0,35025.0,,,689.0,670.0,,,849.5,812.5,14335.5,15336.5
560,947.5,5128.5,19629.5,28040.5,30168.5,29562.5,790.5,846.5,4213.5,17739.5,24602.5,37121.5,1017.5,4324.5,26259.5,41153.5,43727.5,43627.5,771.5,787.5,2525.5,22698.5,35925.5,53120.5,1277.5,10043.5,32374.5,37036.5,39296.5,39354.5,803.5,772.5,968.5,9967.5,18691.5,26194.5,1034.5,6615.5,17380.5,19868.5,17317.5,14619.5,783.5,764.5,1359.5,10544.5,14138.5,17580.5,1030.5,8718.5,27849.5,37413.5,37606.5,36353.5,721.5,712.5,908.5,6640.5,15454.5,16762.5,883.5,6112.5,29267.5,38123.5,38748.5,40697.5,723.5,708.5,1338.5,13432.5,22388.5,35254.5,,,700.5,675.5,,,860.0,827.0,14349.0,15440.0
580,969.5,5137.5,19541.5,28019.5,30114.5,29582.5,815.5,875.5,4223.5,17677.5,24601.5,37232.5,1030.5,4334.5,26146.5,41676.5,43922.5,43716.5,789.5,797.5,2560.5,22715.5,36047.5,53200.5,1293.5,10068.5,32574.5,37096.5,39330.5,39456.5,821.5,794.5,986.5,10002.5,18802.5,26198.5,1062.5,6649.5,17443.5,20024.5,17311.5,14634.5,811.5,792.5,1388.5,10582.5,14136.5,17637.5,1039.5,8716.5,27802.5,37593.5,37525.5,36463.5,738.5,721.5,932.5,6639.5,15515.5,16770.5,916.5,6144.5,29309.5,38197.5,38922.5,40852.5,733.5,744.5,1365.5,13434.5,22456.5,35324.5,,,711.5,698.5,,,871.0,840.0,14415.0,15443.0
600,979.0,5147.0,19534.0,27966.0,30183.0,29591.0,824.0,879.0,4245.0,17702.0,24618.0,37484.0,1046.0,4318.0,26004.0,41600.0,43766.0,43497.0,796.0,809.0,2555.0,22647.0,36100.0,53620.0,1287.0,9995.0,32587.0,37032.0,39225.0,39523.0,824.0,813.0,992.0,9959.0,18727.0,26161.0,1062.0,6652.0,17428.0,20068.0,17364.0,14693.0,825.0,792.0,1388.0,10595.0,14101.0,17653.0,1055.0,8665.0,27658.0,37572.0,37610.0,36403.0,747.0,740.0,934.0,6639.0,15496.0,16801.0,914.0,6125.0,29299.0,38228.0,38946.0,40956.0,737.0,738.0,1375.0,13398.0,22345.0,35181.0,,,722.0,699.0,,,898.5,868.5,14385.5,15463.5
620,979.5,5171.5,19570.5,27983.5,30116.5,29645.5,829.5,899.5,4273.5,17739.5,24697.5,37605.5,1053.5,4306.5,25970.5,41816.5,43998.5,43575.5,806.5,823.5,2556.5,22677.5,36078.5,53546.5,1300.5,9962.5,32727.5,37103.5,39077.5,39551.5,833.5,818.5,1016.5,9953.5,18739.5,26266.5,1074.5,6645.5,17475.5,20059.5,17386.5,14733.5,821.5,795.5,1389.5,10605.5,14141.5,17756.5,1053.5,8695.5,27629.5,37531.5,37550.5,36384.5,746.5,741.5,945.5,6636.5,15422.5,16790.5,928.5,6119.5,29368.5,38274.5,38788.5,40763.5,751.5,742.5,1382.5,13426.5,22394.5,35299.5,,,735.5,708.5,,,904.0,860.0,14496.0,15546.0
640,1000.5,5160.5,19584.5,27765.5,30065.5,29479.5,834.5,899.5,4286.5,17724.5,24688.5,37707.5,1053.5,4318.5,25880.5,41656.5,43934.5,44124.5,811.5,826.5,2578.5,22770.5,36080.5,53448.5,1290.5,9956.5,32652.5,37155.5,39064.5,39739.5,847.5,819.5,1027.5,9990.5,18769.5,26237.5,1084.5,6623.5,17457.5,20262.5,17401.5,14742.5,826.5,808.5,1406.5,10667.5,14134.5,17817.5,1066.5,8610.5,27628.5,37544.5,37532.5,36438.5,761.5,760.5,955.5,6657.5,15448.5,16787.5,925.5,6114.5,29221.5,38315.5,38929.5,40797.5,754.5,760.5,1401.5,13426.5,22344.5,35507.5,,,744.5,708.5,,,913.5,892.5,14554.5,15822.5
