time,pBAD/Ara_12,pBAD/Ara_13,pBAD/Ara_14,pBAD/Ara_15,pBAD/Ara_16,pBAD/Ara_17,pBAD/Ara_18,pBAD/Ara_19,pBAD/Ara_20,pBAD/Ara_21,pBAD/Ara_22,pBAD/Ara_23,pBAD/Ara_0,pBAD/Ara_1,pBAD/Ara_2,pBAD/Ara_3,pBAD/Ara_4,pBAD/Ara_5,pBAD/Ara_6,pBAD/Ara_7,pBAD/Ara_8,pBAD/Ara_9,pBAD/Ara_10,pBAD/Ara_11,pCymRC/Cuma_12,pCymRC/Cuma_13,pCymRC/Cuma_14,pCymRC/Cuma_15,pCymRC/Cuma_16,pCymRC/Cuma_17,pCymRC/Cuma_18,pCymRC/Cuma_19,pCymRC/Cuma_20,pCymRC/Cuma_21,pCymRC/Cuma_22,pCymRC/Cuma_23,pCymRC/Cuma_0,pCymRC/Cuma_1,pCymRC/Cuma_2,pCymRC/Cuma_3,pCymRC/Cuma_4,pCymRC/Cuma_5,pCymRC/Cuma_6,pCymRC/Cuma_7,pCymRC/Cuma_8,pCymRC/Cuma_9,pCymRC/Cuma_10,pCymRC/Cuma_11,pRhaB/Rha_12,pRhaB/Rha_13,pRhaB/Rha_14,pRhaB/Rha_15,pRhaB/Rha_16,pRhaB/Rha_17,pRhaB/Rha_18,pRhaB/Rha_19,pRhaB/Rha_20,pRhaB/Rha_21,pRhaB/Rha_22,pRhaB/Rha_23,pRhaB/Rha_0,pRhaB/Rha_1,pRhaB/Rha_2,pRhaB/Rha_3,pRhaB/Rha_4,pRhaB/Rha_5,pRhaB/Rha_6,pRhaB/Rha_7,pRhaB/Rha_8,pRhaB/Rha_9,pRhaB/Rha_10,pRhaB/Rha_11,Blank_Kan_0,Blank_Kan_0,negative-control-kan_0,negative-control-kan_0,Blank_Amp_0,Blank_Amp_0,negative-control-amp_0,negative-control-amp_0,positive-control-amp_0,positive-control-amp_0
200,647.0,918.0,2016.0,1504.0,8516.0,22779.0,41118.0,37794.0,43842.0,37705.0,52684.0,54345.0,479.0,490.0,398.0,434.0,433.0,446.0,430.0,493.0,561.0,455.0,406.0,423.0,333.0,363.0,1210.0,4623.0,8223.0,13802.0,12875.0,14945.0,18102.0,13428.0,14728.0,3977.0,287.0,237.0,244.0,262.0,233.0,239.0,220.0,234.0,227.0,224.0,243.0,260.0,348.0,16463.0,24407.0,35313.0,37477.0,45701.0,38318.0,41519.0,41255.0,41388.0,47272.0,41707.0,414.0,404.0,347.0,381.0,390.0,384.0,390.0,455.0,846.0,2683.0,6617.0,11625.0,,,526.0,438.0,,,546.0,514.0,12463.0,12710.0
220,944.0,1567.0,4598.0,7765.0,27424.0,52307.0,73956.0,68269.0,72985.0,63454.0,80569.0,81847.0,795.0,764.0,675.0,702.0,700.0,732.0,719.0,807.0,879.0,779.0,772.0,811.0,477.0,558.0,2055.0,7406.0,12642.0,20366.0,19361.0,22102.0,26153.0,19734.0,21160.0,5177.0,428.0,381.0,384.0,429.0,368.0,380.0,352.0,363.0,347.0,362.0,368.0,386.0,524.0,18542.0,27787.0,44802.0,58161.0,72954.0,62146.0,66523.0,65457.0,64755.0,71964.0,62532.0,623.0,611.0,568.0,587.0,560.0,628.0,636.0,760.0,1572.0,4333.0,8991.0,13819.0,,,739.0,609.0,,,790.5,740.5,17180.5,17611.5
240,1260.5,2067.5,6599.5,19123.5,51938.5,88119.5,111523.5,102799.5,107625.5,94648.5,113605.5,114874.5,1067.5,1077.5,950.5,978.5,968.5,1027.5,1003.5,1079.5,1179.5,1087.5,1117.5,1198.5,634.5,750.5,3233.5,11420.5,18784.5,29769.5,28208.5,31970.5,36934.5,28216.5,28396.5,6507.5,564.5,506.5,546.5,575.5,511.5,501.5,497.5,488.5,474.5,470.5,487.5,556.5,799.5,18708.5,27939.5,46239.5,68995.5,99006.5,92866.5,97536.5,96667.5,95261.5,103124.5,89693.5,907.5,901.5,839.5,865.5,870.5,928.5,982.5,1266.5,2738.5,6599.5,10903.5,14868.5,,,938.5,815.5,,,1014.0,971.0,22504.0,23283.0
260,1603.5,2610.5,8274.5,30482.5,72564.5,129991.5,152416.5,141478.5,144456.5,129509.5,150035.5,150828.5,1359.5,1380.5,1275.5,1256.5,1255.5,1314.5,1300.5,1373.5,1465.5,1400.5,1458.5,1595.5,841.5,952.5,4636.5,15431.5,27125.5,41845.5,39210.5,45060.5,50594.5,38946.5,36777.5,8004.5,758.5,696.5,716.5,772.5,678.5,700.5,663.5,679.5,654.5,668.5,663.5,730.5,1120.5,18800.5,27521.5,47028.5,72437.5,114414.5,126720.5,132642.5,130466.5,129246.5,136954.5,121682.5,1244.5,1208.5,1147.5,1201.5,1200.5,1281.5,1380.5,1860.5,4046.5,8237.5,11796.5,15206.5,,,1077.5,943.5,,,1202.0,1181.0,26588.0,27893.0
280,1937.0,3209.0,10513.0,40318.0,93987.0,175806.0,198344.0,182926.0,184407.0,166907.0,189480.0,188998.0,1710.0,1674.0,1541.0,1591.0,1564.0,1645.0,1617.0,1737.0,1863.0,1761.0,1905.0,2021.0,974.0,1121.0,5424.0,17289.0,32240.0,49504.0,45603.0,55438.0,66707.0,53393.0,47710.0,9620.0,925.0,860.0,878.0,902.0,843.0,850.0,828.0,814.0,805.0,823.0,819.0,907.0,1409.0,18575.0,27044.0,46146.0,73351.0,122825.0,155028.0,172843.0,170523.0,166961.0,174646.0,157006.0,1537.0,1469.0,1429.0,1479.0,1468.0,1596.0,1724.0,2489.0,5259.0,9288.0,12253.0,15300.0,,,1254.0,1082.0,,,1355.5,1355.5,29505.5,31461.5
300,2242.0,3699.0,12552.0,51903.0,113966.0,222079.0,253736.0,228888.0,227656.0,207346.0,230428.0,230464.0,2027.0,1966.0,1876.0,1912.0,1917.0,1964.0,1959.0,2023.0,2217.0,2213.0,2478.0,2692.0,1139.0,1321.0,6024.0,18503.0,34462.0,52582.0,48310.0,59472.0,73869.0,63965.0,60132.0,11295.0,1083.0,1025.0,1035.0,1091.0,1015.0,1005.0,966.0,971.0,973.0,972.0,992.0,1091.0,1686.0,18636.0,26777.0,45119.0,73036.0,125724.0,173703.0,218954.0,214264.0,209991.0,217908.0,194426.0,1812.0,1711.0,1675.0,1719.0,1736.0,1858.0,2070.0,2998.0,6164.0,9884.0,12521.0,15488.0,,,1373.0,1243.0,,,1548.0,1486.0,32490.0,35058.0
320,2481.0,4046.0,13971.0,61756.0,129797.0,258192.0,258192.0,258192.0,258192.0,248259.0,258192.0,258192.0,2340.0,2258.0,2181.0,2171.0,2167.0,2236.0,2163.0,2293.0,2501.0,2530.0,2907.0,3251.0,1312.0,1496.0,6585.0,20159.0,36484.0,55242.0,50700.0,62229.0,77612.0,68362.0,73761.0,13071.0,1263.0,1194.0,1186.0,1251.0,1156.0,1146.0,1113.0,1140.0,1106.0,1114.0,1134.0,1265.0,1960.0,18754.0,27009.0,44946.0,72848.0,127589.0,183959.0,258192.0,258192.0,257253.0,258192.0,236236.0,2094.0,1985.0,1969.0,1967.0,1979.0,2163.0,2409.0,3538.0,6855.0,10344.0,12820.0,15725.0,,,1533.0,1384.0,,,1710.0,1657.0,35652.0,38512.0
340,2696.5,4278.5,15029.5,69998.5,142409.5,258184.5,258184.5,258184.5,258184.5,258184.5,258184.5,258184.5,2592.5,2443.5,2444.5,2458.5,2433.5,2475.5,2449.5,2557.5,2669.5,2817.5,3293.5,3681.5,1487.5,1661.5,7036.5,21198.5,38119.5,57610.5,52880.5,64749.5,80943.5,71438.5,89376.5,15215.5,1437.5,1367.5,1390.5,1419.5,1334.5,1337.5,1285.5,1306.5,1276.5,1274.5,1288.5,1401.5,2237.5,18912.5,27218.5,45231.5,72923.5,128544.5,189876.5,258184.5,258184.5,258184.5,258184.5,258184.5,2389.5,2217.5,2197.5,2259.5,2234.5,2475.5,2760.5,4052.5,7460.5,10718.5,13116.5,16002.5,,,1683.5,1522.5,,,1828.0,1779.0,39326.0,41654.0
360,2900.5,4502.5,15578.5,75890.5,150652.5,258177.5,258177.5,258177.5,258177.5,258177.5,258177.5,258177.5,2810.5,2634.5,2699.5,2675.5,2656.5,2676.5,2626.5,2716.5,2913.5,3039.5,3524.5,4005.5,1664.5,1813.5,7420.5,21824.5,39601.5,59258.5,54740.5,66855.5,83618.5,74181.5,99946.5,17039.5,1599.5,1518.5,1537.5,1562.5,1492.5,1503.5,1438.5,1477.5,1422.5,1439.5,1471.5,1581.5,2550.5,19087.5,27330.5,45138.5,72729.5,129457.5,195369.5,258177.5,258177.5,258177.5,258177.5,258177.5,2629.5,2469.5,2476.5,2547.5,2523.5,2794.5,3089.5,4468.5,7955.5,11021.5,13293.5,16258.5,,,1810.5,1635.5,,,1987.0,1897.0,41962.0,44293.0
380,3068.5,4684.5,16030.5,79586.5,157031.5,258184.5,258184.5,258184.5,258184.5,258184.5,258184.5,258184.5,3015.5,2852.5,2877.5,2841.5,2890.5,2881.5,2832.5,2922.5,3113.5,3245.5,3782.5,4303.5,1843.5,1979.5,7796.5,22516.5,41405.5,60792.5,55838.5,68599.5,85891.5,76762.5,104805.5,19602.5,1769.5,1686.5,1693.5,1752.5,1651.5,1664.5,1619.5,1634.5,1600.5,1619.5,1627.5,1729.5,2853.5,19035.5,27399.5,45402.5,73014.5,130193.5,198447.5,258184.5,258184.5,258184.5,258184.5,258184.5,2919.5,2711.5,2740.5,2743.5,2763.5,3083.5,3371.5,4916.5,8386.5,11182.5,13530.5,16534.5,,,1938.5,1774.5,,,2061.5,2034.5,42964.5,46450.5
400,3219.5,4856.5,16392.5,82138.5,161503.5,258165.5,258165.5,258165.5,258165.5,258165.5,258165.5,258165.5,3142.5,2961.5,3008.5,3060.5,3012.5,3021.5,2983.5,3120.5,3209.5,3460.5,3981.5,4512.5,2001.5,2115.5,8062.5,22685.5,42094.5,62023.5,56852.5,70206.5,87826.5,79280.5,108100.5,22359.5,1894.5,1829.5,1850.5,1864.5,1787.5,1811.5,1763.5,1763.5,1735.5,1775.5,1772.5,1866.5,3067.5,19267.5,27632.5,45697.5,73233.5,131716.5,201542.5,258165.5,258165.5,258165.5,258165.5,258165.5,3131.5,2883.5,2910.5,2943.5,2916.5,3296.5,3662.5,5179.5,8695.5,11442.5,13738.5,16663.5,,,2048.5,1855.5,,,2197.5,2173.5,44969.5,48497.5
420,3380.0,4951.0,16613.0,83388.0,163779.0,258164.0,258164.0,258164.0,258164.0,258164.0,258164.0,258164.0,3313.0,3077.0,3135.0,3171.0,3190.0,3169.0,3097.0,3254.0,3330.0,3567.0,4114.0,4724.0,2095.0,2222.0,8224.0,23207.0,42006.0,62813.0,57464.0,70820.0,88813.0,80819.0,111013.0,25291.0,2043.0,1969.0,1965.0,1990.0,1912.0,1938.0,1907.0,1895.0,1890.0,1867.0,1882.0,1974.0,3299.0,19423.0,27571.0,45554.0,73204.0,131188.0,202980.0,258164.0,258164.0,258164.0,258164.0,258164.0,3322.0,3049.0,3125.0,3124.0,3105.0,3527.0,3835.0,5504.0,8906.0,11558.0,13901.0,16844.0,,,2149.0,1964.0,,,2290.5,2243.5,46223.5,50262.5
440,3472.0,5045.0,16941.0,85063.0,166656.0,258144.0,258144.0,258144.0,258144.0,258144.0,258144.0,258144.0,3445.0,3197.0,3302.0,3317.0,3264.0,3265.0,3219.0,3361.0,3459.0,3729.0,4268.0,4898.0,2215.0,2325.0,8355.0,23522.0,42264.0,63225.0,58223.0,71617.0,89566.0,81429.0,114042.0,29125.0,2158.0,2077.0,2098.0,2094.0,2034.0,2028.0,1994.0,1983.0,1988.0,1969.0,2001.0,2098.0,3469.0,19667.0,27659.0,45732.0,73437.0,131025.0,204251.0,258144.0,258144.0,258144.0,258144.0,258144.0,3538.0,3155.0,3260.0,3288.0,3215.0,3703.0,3993.0,5672.0,9064.0,11661.0,14034.0,17034.0,,,2250.0,2056.0,,,2371.5,2378.5,47327.5,52175.5
460,3611.5,5209.5,17079.5,86331.5,168611.5,258147.5,258147.5,258147.5,258147.5,258147.5,258147.5,258147.5,3590.5,3285.5,3443.5,3399.5,3413.5,3429.5,3310.5,3489.5,3605.5,3865.5,4422.5,5018.5,2349.5,2427.5,8573.5,23572.5,42689.5,63979.5,58584.5,72113.5,90850.5,82063.5,116897.5,33669.5,2278.5,2184.5,2178.5,2191.5,2117.5,2140.5,2128.5,2117.5,2126.5,2118.5,2116.5,2222.5,3662.5,20000.5,27914.5,45714.5,73238.5,131702.5,204457.5,258147.5,258147.5,258147.5,258147.5,258147.5,3689.5,3371.5,3447.5,3461.5,3418.5,3856.5,4197.5,5917.5,9254.5,11728.5,14185.5,17138.5,,,2369.5,2171.5,,,2475.0,2417.0,48767.0,53463.0
480,3684.0,5263.0,17231.0,86798.0,169883.0,258129.0,258129.0,258129.0,258129.0,258129.0,258129.0,258129.0,3654.0,3419.0,3558.0,3477.0,3484.0,3481.0,3435.0,3605.0,3721.0,3969.0,4526.0,5195.0,2454.0,2482.0,8580.0,24192.0,42919.0,64481.0,59096.0,72643.0,91360.0,83076.0,118420.0,39177.0,2379.0,2252.0,2290.0,2275.0,2241.0,2220.0,2211.0,2223.0,2197.0,2205.0,2237.0,2326.0,3790.0,19881.0,27960.0,46041.0,73470.0,130991.0,204564.0,258129.0,258129.0,258129.0,258129.0,258129.0,3814.0,3480.0,3564.0,3583.0,3505.0,4024.0,4339.0,6014.0,9388.0,11855.0,14434.0,17292.0,,,2418.0,2229.0,,,2567.5,2528.5,50529.5,54906.5
500,3788.5,5334.5,17421.5,87172.5,170270.5,258118.5,258118.5,258118.5,258118.5,258118.5,258118.5,258118.5,3802.5,3476.5,3615.5,3581.5,3609.5,3561.5,3549.5,3657.5,3747.5,4047.5,4632.5,5276.5,2503.5,2590.5,8614.5,23760.5,44019.5,64352.5,59060.5,73004.5,91523.5,83660.5,119966.5,45598.5,2448.5,2343.5,2325.5,2325.5,2259.5,2303.5,2290.5,2308.5,2282.5,2302.5,2337.5,2427.5,3928.5,20176.5,28058.5,45902.5,73394.5,130725.5,204333.5,258118.5,258118.5,258118.5,258118.5,258118.5,3941.5,3537.5,3653.5,3654.5,3563.5,4083.5,4395.5,6088.5,9389.5,11861.5,14293.5,17348.5,,,2494.5,2309.5,,,2621.5,2604.5,51248.5,56368.5
520,3852.5,5405.5,17643.5,88161.5,172523.5,258110.5,258110.5,258110.5,258110.5,258110.5,258110.5,258110.5,3835.5,3558.5,3694.5,3679.5,3698.5,3678.5,3609.5,3771.5,3881.5,4148.5,4728.5,5413.5,2599.5,2647.5,8688.5,24136.5,44001.5,64686.5,59450.5,73554.5,92477.5,84007.5,122031.5,53214.5,2566.5,2397.5,2410.5,2407.5,2387.5,2410.5,2363.5,2399.5,2368.5,2367.5,2400.5,2544.5,4023.5,20310.5,28145.5,46098.5,74258.5,132014.5,204165.5,258110.5,258110.5,258110.5,258110.5,258110.5,4061.5,3657.5,3734.5,3765.5,3661.5,4177.5,4522.5,6191.5,9528.5,12023.5,14448.5,17449.5,,,2598.5,2380.5,,,2692.0,2699.0,52674.0,57920.0
540,4010.5,5541.5,17855.5,88938.5,174230.5,258113.5,258113.5,258113.5,258113.5,258113.5,258113.5,258113.5,3964.5,3660.5,3786.5,3755.5,3750.5,3746.5,3692.5,3847.5,3978.5,4237.5,4838.5,5506.5,2699.5,2711.5,8789.5,24279.5,43194.5,65253.5,59735.5,73851.5,93326.5,84789.5,122984.5,61870.5,2643.5,2476.5,2499.5,2489.5,2450.5,2480.5,2478.5,2504.5,2500.5,2471.5,2497.5,2632.5,4148.5,20153.5,28260.5,46123.5,73906.5,132666.5,205310.5,258113.5,258113.5,258113.5,258113.5,258113.5,4160.5,3725.5,3823.5,3800.5,3748.5,4280.5,4621.5,6276.5,9628.5,12040.5,14546.5,17547.5,,,2658.5,2461.5,,,2775.0,2729.0,53621.0,58882.0
560,4063.0,5601.0,17916.0,89145.0,174040.0,258112.0,258112.0,258112.0,258112.0,258112.0,258112.0,258112.0,4012.0,3726.0,3813.0,3792.0,3829.0,3827.0,3791.0,3902.0,4038.0,4288.0,4899.0,5548.0,2733.0,2791.0,8849.0,24183.0,43410.0,65187.0,60034.0,74273.0,93098.0,84592.0,123889.0,69897.0,2706.0,2544.0,2547.0,2537.0,2496.0,2547.0,2518.0,2568.0,2563.0,2514.0,2561.0,2694.0,4226.0,20170.0,28221.0,46293.0,73965.0,132244.0,205511.0,258112.0,258112.0,258112.0,258112.0,258112.0,4248.0,3795.0,3926.0,3905.0,3843.0,4332.0,4679.0,6378.0,9657.0,12169.0,14595.0,17662.0,,,2680.0,2471.0,,,2819.5,2804.5,55280.5,60234.5
580,4134.0,5614.0,17891.0,89803.0,175050.0,258093.0,258093.0,258093.0,258093.0,258093.0,258093.0,258093.0,4113.0,3749.0,3953.0,3871.0,3887.0,3872.0,3801.0,3978.0,4110.0,4421.0,4961.0,5662.0,2808.0,2828.0,8872.0,24202.0,43582.0,65254.0,60065.0,74051.0,93925.0,85369.0,125343.0,79595.0,2765.0,2580.0,2582.0,2581.0,2532.0,2640.0,2582.0,2607.0,2632.0,2562.0,2588.0,2754.0,4278.0,20969.0,28477.0,46451.0,74587.0,132209.0,206040.0,258093.0,258093.0,258093.0,258093.0,258093.0,4276.0,3859.0,3950.0,3951.0,3889.0,4455.0,4725.0,6483.0,9700.0,12197.0,14697.0,17757.0,,,2735.0,2507.0,,,2901.0,2877.0,55284.0,61278.0
600,4210.0,5684.0,18048.0,90621.0,175935.0,258081.0,258081.0,258081.0,258081.0,258081.0,258081.0,258081.0,4177.0,3826.0,3998.0,3946.0,3986.0,3901.0,3931.0,4046.0,4166.0,4486.0,5044.0,5732.0,2877.0,2859.0,8991.0,24086.0,46179.0,65617.0,60232.0,74466.0,94127.0,85786.0,126666.0,88806.0,2837.0,2617.0,2635.0,2631.0,2617.0,2646.0,2649.0,2653.0,2664.0,2625.0,2691.0,2794.0,4352.0,20286.0,28523.0,46795.0,74411.0,133169.0,205907.0,258081.0,258081.0,258081.0,258081.0,258081.0,4390.0,3896.0,4009.0,4024.0,3920.0,4482.0,4823.0,6531.0,9796.0,12210.0,14668.0,17817.0,,,2778.0,2586.0,,,2965.0,2925.0,56062.0,62843.0
620,4238.5,5715.5,18308.5,90456.5,176358.5,258070.5,258070.5,258070.5,258070.5,258070.5,258070.5,258070.5,4193.5,3851.5,4055.5,4009.5,4037.5,4004.5,3945.5,4071.5,4239.5,4550.5,5067.5,5811.5,2920.5,2891.5,8964.5,24713.5,43801.5,65551.5,60288.5,74265.5,94205.5,85722.5,127230.5,98693.5,2853.5,2686.5,2674.5,2669.5,2608.5,2671.5,2684.5,2739.5,2743.5,2720.5,2742.5,2876.5,4424.5,20227.5,28629.5,46720.5,74399.5,132576.5,206394.5,258070.5,258070.5,258070.5,258070.5,258070.5,4411.5,3925.5,4037.5,4046.5,3994.5,4546.5,4868.5,6604.5,9807.5,12263.5,14630.5,17844.5,,,2807.5,2623.5,,,3007.5,2989.5,56360.5,63283.5
