time,e11x32STPhoRadA,e15x32NpuSspS2,e16x33NrdA2,e20x32gp411,e32x30SspGyrB,e34x30MjaKlbA,e38x32gp418,e41x32NrdJ1,e42x32STIMPDH1,negative_control,positive_control,blank
440,2203.0,2421.0,2577.0,2457.0,2755.0,2715.0,2879.0,2527.0,2131.0,1937.0,256691.0,
460,2322.0,2551.0,2603.0,2554.0,2843.0,2794.0,2995.0,2578.0,2223.0,2027.0,256664.0,
480,2428.0,2556.0,2704.0,2613.0,2856.0,2824.0,3034.0,2652.0,2318.0,2091.0,256642.0,
500,2550.0,2677.0,2792.0,2720.0,2983.0,2979.0,3157.0,2853.0,2429.0,2178.0,256660.0,
520,2581.0,2719.0,2825.0,2767.0,3075.0,3076.0,3219.0,2882.0,2542.0,2271.0,256655.0,
540,2701.0,2818.0,2941.0,2853.0,3150.0,3072.0,3249.0,2914.0,2625.0,2331.0,256649.0,
560,2726.0,2809.0,2960.0,2882.0,3262.0,3159.0,3343.0,2972.0,2705.0,2358.0,256618.0,
580,2788.0,2927.0,3055.0,3033.0,3307.0,3232.0,3413.0,3038.0,2754.0,2457.0,256628.0,
600,2969.0,2974.0,3106.0,3038.0,3364.0,3292.0,3438.0,3061.0,2837.0,2480.0,256648.0,
620,3026.0,3043.0,3131.0,3113.0,3426.0,3376.0,3548.0,3100.0,2932.0,2530.0,256644.0,
640,3071.0,3137.0,3251.0,3203.0,3488.0,3459.0,3599.0,3241.0,3019.0,2639.0,256649.0,
660,3153.0,3174.0,3308.0,3234.0,3569.0,3532.0,3669.0,3299.0,3032.0,2680.0,256649.0,
680,3198.0,3171.0,3338.0,3255.0,3536.0,3539.0,3666.0,3290.0,3081.0,2702.0,256616.0,
700,3263.0,3278.0,3389.0,3334.0,3651.0,3599.0,3779.0,3359.0,3125.0,2741.0,256619.0,
720,3272.0,3291.0,3428.0,3326.0,3674.0,3658.0,3801.0,3378.0,3159.0,2749.0,256597.0,
740,3351.0,3385.0,3479.0,3461.0,3747.0,3664.0,3855.0,3419.0,3243.0,2879.0,256609.0,
760,3359.0,3394.0,3548.0,3453.0,3802.0,3719.0,3868.0,3443.0,3281.0,2860.0,256582.0,
780,3476.0,3495.0,3645.0,3564.0,3827.0,3817.0,3989.0,3558.0,3299.0,2925.0,256607.0,
800,3496.0,3520.0,3677.0,3550.0,3946.0,3786.0,4003.0,3583.0,3345.0,2937.0,256586.0,
820,3541.0,3569.0,3698.0,3588.0,3965.0,3938.0,4078.0,3675.0,3425.0,3028.0,256586.0,
840,3683.0,3636.0,3742.0,3670.0,4036.0,3950.0,4085.0,3682.0,3480.0,3087.0,256598.0,
860,3690.0,3662.0,3806.0,3696.0,4057.0,4032.0,4219.0,3742.0,3522.0,3117.0,256574.0,
880,3693.0,3681.0,3803.0,3781.0,4069.0,3999.0,4191.0,3764.0,3510.0,3084.0,256544.0,
900,3856.0,3780.0,3893.0,3843.0,4178.0,4123.0,4274.0,3824.0,3598.0,3176.0,256566.0,
920,3832.0,3787.0,3944.0,3816.0,4190.0,4160.0,4275.0,3897.0,3572.0,3244.0,256564.0,
940,3838.0,3883.0,3992.0,3877.0,4286.0,4251.0,4350.0,3929.0,3660.0,3341.0,256552.0,
960,4006.0,3910.0,4078.0,3928.0,4403.0,4296.0,4442.0,3957.0,3711.0,3347.0,256556.0,
980,4034.0,3905.0,4086.0,3994.0,4408.0,4303.0,4464.0,3998.0,3841.0,3364.0,256550.0,
1000,4054.0,4003.0,4171.0,4096.0,4428.0,4355.0,4495.0,4039.0,3823.0,3457.0,256561.0,
1020,4103.0,3995.0,4165.0,4066.0,4438.0,4378.0,4540.0,4094.0,3861.0,3421.0,256524.0,
1040,4145.0,4108.0,4245.0,4173.0,4512.0,4411.0,4604.0,4126.0,3924.0,3536.0,256547.0,
1060,4141.0,4147.0,4262.0,4147.0,4643.0,4487.0,4663.0,4192.0,3951.0,3566.0,256532.0,
1080,4230.0,4229.0,4337.0,4287.0,4677.0,4577.0,4727.0,4246.0,4022.0,3576.0,256544.0,
1100,4324.0,4175.0,4370.0,4265.0,4690.0,4596.0,4764.0,4240.0,4044.0,3658.0,256550.0,
1120,4344.0,4248.0,4410.0,4335.0,4746.0,4671.0,4774.0,4308.0,4040.0,3651.0,256532.0,
1140,4397.0,4343.0,4478.0,4397.0,4778.0,4716.0,4855.0,4390.0,4144.0,3740.0,256548.0,
1160,4403.0,4333.0,4434.0,4466.0,4772.0,4684.0,4813.0,4370.0,4122.0,3727.0,256528.0,
1180,4452.0,4366.0,4479.0,4399.0,4908.0,4806.0,4914.0,4402.0,4184.0,3847.0,256542.0,
1200,4442.0,4387.0,4517.0,4433.0,4830.0,4733.0,4885.0,4444.0,4145.0,3814.0,256494.0,
1220,4510.0,4454.0,4604.0,4517.0,4962.0,4851.0,5023.0,4524.0,4326.0,3814.0,256546.0,
1240,4538.0,4475.0,4635.0,4514.0,4965.0,4842.0,5021.0,4504.0,4262.0,3929.0,256511.0,
1260,4594.0,4507.0,4672.0,4500.0,5019.0,4904.0,5049.0,4581.0,4355.0,3998.0,256528.0,
1280,4629.0,4513.0,4723.0,4564.0,5096.0,4995.0,5124.0,4593.0,4385.0,3991.0,256524.0,
1300,4628.0,4576.0,4712.0,4635.0,5032.0,4973.0,5152.0,4624.0,4402.0,4010.0,256516.0,
1320,4696.0,4643.0,4752.0,4617.0,5065.0,4984.0,5186.0,4688.0,4487.0,4073.0,256523.0,
1340,4708.0,4653.0,4766.0,4657.0,5137.0,5020.0,5223.0,4689.0,4501.0,4077.0,256535.0,
1360,4700.0,4720.0,4846.0,4657.0,5158.0,5022.0,5186.0,4702.0,4536.0,4148.0,256512.0,
1380,4831.0,4821.0,4908.0,4750.0,5279.0,5125.0,5254.0,4758.0,4593.0,4217.0,256560.0,
1400,4786.0,4783.0,4872.0,4718.0,5177.0,5132.0,5291.0,4817.0,4543.0,4231.0,256515.0,
1420,4814.0,4752.0,4902.0,4725.0,5211.0,5103.0,5304.0,4780.0,4598.0,4252.0,256512.0,
1440,4819.0,4825.0,4968.0,4708.0,5258.0,5125.0,5336.0,4830.0,4675.0,4244.0,256510.0,
