time,e11x32STPhoRadA,e15x32NpuSspS2,e16x33NrdA2,e20x32gp411,e32x30SspGyrB,e34x30MjaKlbA,e38x32gp418,e41x32NrdJ1,e42x32STIMPDH1,negative_control,positive_control,blank
420,1389.0,1641.0,1785.0,1652.0,1791.0,1833.0,1989.0,1735.0,1606.0,1446.0,228075.0,
440,1537.0,1749.0,1883.0,1770.0,1872.0,1912.0,2046.0,1776.0,1680.0,1557.0,245503.0,
460,1577.0,1792.0,1932.0,1880.0,1974.0,1976.0,2107.0,1914.0,1814.0,1620.0,256492.0,
480,1641.0,1830.0,2034.0,1905.0,1964.0,2078.0,2219.0,1947.0,1848.0,1658.0,256630.0,
500,1636.0,1845.0,2044.0,1990.0,2030.0,2074.0,2237.0,1995.0,1866.0,1684.0,256620.0,
520,1751.0,1957.0,2123.0,2037.0,2143.0,2191.0,2296.0,2087.0,1946.0,1742.0,256631.0,
540,1758.0,2019.0,2173.0,2141.0,2188.0,2227.0,2360.0,2125.0,2017.0,1836.0,256607.0,
560,1848.0,2078.0,2288.0,2180.0,2266.0,2304.0,2438.0,2195.0,2072.0,1916.0,256638.0,
580,1920.0,2137.0,2348.0,2255.0,2317.0,2368.0,2547.0,2234.0,2158.0,1972.0,256642.0,
600,1918.0,2089.0,2258.0,2198.0,2317.0,2321.0,2503.0,2228.0,2100.0,1924.0,256580.0,
620,1995.0,2247.0,2395.0,2351.0,2391.0,2456.0,2611.0,2342.0,2273.0,2041.0,256625.0,
640,2048.0,2205.0,2431.0,2342.0,2401.0,2452.0,2615.0,2335.0,2240.0,2061.0,256582.0,
660,2076.0,2272.0,2448.0,2406.0,2414.0,2481.0,2654.0,2400.0,2282.0,2079.0,256584.0,
680,2109.0,2355.0,2481.0,2427.0,2481.0,2556.0,2726.0,2417.0,2345.0,2124.0,256589.0,
700,2177.0,2371.0,2564.0,2517.0,2601.0,2653.0,2773.0,2525.0,2404.0,2224.0,256605.0,
720,2253.0,2407.0,2604.0,2498.0,2574.0,2639.0,2805.0,2526.0,2411.0,2171.0,256578.0,
740,2280.0,2464.0,2622.0,2541.0,2610.0,2695.0,2838.0,2610.0,2449.0,2296.0,256594.0,
760,2243.0,2489.0,2726.0,2595.0,2621.0,2706.0,2895.0,2584.0,2458.0,2292.0,256577.0,
780,2337.0,2473.0,2686.0,2638.0,2691.0,2783.0,2893.0,2633.0,2514.0,2309.0,256576.0,
800,2353.0,2510.0,2688.0,2639.0,2725.0,2793.0,2942.0,2643.0,2531.0,2296.0,256556.0,
820,2372.0,2522.0,2771.0,2651.0,2722.0,2781.0,2930.0,2618.0,2582.0,2345.0,256525.0,
840,2443.0,2607.0,2828.0,2734.0,2813.0,2867.0,2995.0,2755.0,2628.0,2419.0,256562.0,
860,2456.0,2640.0,2854.0,2734.0,2804.0,2857.0,3016.0,2723.0,2617.0,2416.0,256540.0,
880,2514.0,2737.0,2895.0,2788.0,2842.0,2884.0,3065.0,2771.0,2685.0,2467.0,256541.0,
900,2483.0,2674.0,2914.0,2814.0,2875.0,2953.0,3075.0,2813.0,2732.0,2481.0,256540.0,
920,2518.0,2722.0,2936.0,2868.0,2885.0,3000.0,3102.0,2802.0,2761.0,2488.0,256528.0,
940,2526.0,2729.0,2943.0,2868.0,2873.0,2996.0,3128.0,2822.0,2716.0,2482.0,256496.0,
960,2629.0,2757.0,3010.0,2937.0,2981.0,3078.0,3179.0,2896.0,2785.0,2548.0,256512.0,
980,2683.0,2828.0,3042.0,2992.0,3036.0,3099.0,3227.0,2955.0,2825.0,2580.0,256530.0,
1000,2699.0,2867.0,3098.0,2979.0,3060.0,3104.0,3227.0,2924.0,2841.0,2596.0,256511.0,
1020,2761.0,2905.0,3084.0,3034.0,3112.0,3134.0,3272.0,2988.0,2919.0,2648.0,256532.0,
1040,2733.0,2912.0,3120.0,3016.0,3093.0,3131.0,3235.0,2986.0,2881.0,2624.0,256500.0,
1060,2791.0,2947.0,3154.0,3075.0,3120.0,3187.0,3315.0,3073.0,2930.0,2692.0,256503.0,
1080,2831.0,2986.0,3230.0,3101.0,3184.0,3235.0,3326.0,3091.0,2957.0,2707.0,256520.0,
1100,2868.0,2972.0,3190.0,3104.0,3146.0,3194.0,3409.0,3094.0,2955.0,2727.0,256504.0,
1120,2878.0,2992.0,3205.0,3154.0,3191.0,3209.0,3337.0,3074.0,3021.0,2768.0,256477.0,
1140,2933.0,3109.0,3253.0,3223.0,3239.0,3298.0,3430.0,3130.0,3139.0,2798.0,256536.0,
1160,2924.0,3070.0,3310.0,3176.0,3210.0,3306.0,3391.0,3152.0,3032.0,2766.0,256500.0,
1180,2964.0,3077.0,3305.0,3153.0,3227.0,3262.0,3407.0,3167.0,3068.0,2787.0,256490.0,
1200,3020.0,3093.0,3308.0,3284.0,3309.0,3340.0,3440.0,3187.0,3104.0,2835.0,256493.0,
1220,3032.0,3133.0,3368.0,3296.0,3318.0,3370.0,3511.0,3266.0,3143.0,2884.0,256520.0,
1240,3048.0,3196.0,3359.0,3240.0,3351.0,3400.0,3462.0,3196.0,3147.0,2879.0,256516.0,
1260,3123.0,3175.0,3346.0,3274.0,3367.0,3389.0,3524.0,3247.0,3141.0,2946.0,256499.0,
1280,3049.0,3212.0,3418.0,3296.0,3350.0,3380.0,3568.0,3270.0,3166.0,2906.0,256492.0,
1300,3096.0,3228.0,3431.0,3377.0,3410.0,3405.0,3545.0,3265.0,3238.0,2980.0,256506.0,
1320,3157.0,3240.0,3487.0,3369.0,3419.0,3392.0,3564.0,3263.0,3251.0,2970.0,256490.0,
1340,3183.0,3226.0,3467.0,3379.0,3428.0,3498.0,3533.0,3300.0,3222.0,2984.0,256492.0,
1360,3239.0,3303.0,3493.0,3429.0,3447.0,3495.0,3656.0,3345.0,3355.0,3017.0,256517.0,
1380,3188.0,3322.0,3513.0,3424.0,3530.0,3499.0,3590.0,3330.0,3270.0,3046.0,256514.0,
1400,3243.0,3311.0,3520.0,3481.0,3466.0,3544.0,3654.0,3357.0,3313.0,3025.0,256499.0,
1420,3249.0,3298.0,3494.0,3408.0,3549.0,3470.0,3634.0,3378.0,3334.0,3032.0,256492.0,
1440,3269.0,3331.0,3533.0,3482.0,3545.0,3524.0,3664.0,3422.0,3353.0,3037.0,256493.0,
