time,e11x32STPhoRadA,e15x32NpuSspS2,e16x33NrdA2,e20x32gp411,e32x30SspGyrB,e34x30MjaKlbA,e38x32gp418,e41x32NrdJ1,e42x32STIMPDH1,negative_control,positive_control,blank
580,2543.0,2449.0,2586.0,2930.0,2852.0,2983.0,2871.0,2893.0,2568.0,2385.0,256623.0,
600,2627.0,2492.0,2629.0,3017.0,2949.0,3018.0,2912.0,2867.0,2590.0,2391.0,256604.0,
620,2662.0,2528.0,2686.0,3072.0,2896.0,3061.0,2937.0,2905.0,2672.0,2454.0,256605.0,
640,2768.0,2582.0,2790.0,3089.0,3020.0,3148.0,3024.0,2975.0,2736.0,2493.0,256606.0,
660,2834.0,2664.0,2828.0,3157.0,3093.0,3200.0,3067.0,3116.0,2821.0,2536.0,256618.0,
680,2894.0,2744.0,2851.0,3182.0,3087.0,3259.0,3129.0,3083.0,2869.0,2594.0,256616.0,
700,2882.0,2714.0,2836.0,3206.0,3147.0,3263.0,3106.0,3122.0,2817.0,2578.0,256574.0,
720,2902.0,2769.0,2968.0,3285.0,3203.0,3375.0,3189.0,3210.0,2914.0,2674.0,256583.0,
740,2994.0,2824.0,2972.0,3319.0,3263.0,3408.0,3230.0,3216.0,2938.0,2681.0,256590.0,
760,2982.0,2840.0,2977.0,3379.0,3291.0,3395.0,3250.0,3205.0,2980.0,2716.0,256567.0,
780,3077.0,2861.0,3059.0,3379.0,3311.0,3491.0,3273.0,3316.0,3002.0,2779.0,256573.0,
800,3124.0,2948.0,3090.0,3500.0,3411.0,3552.0,3372.0,3344.0,3058.0,2832.0,256594.0,
820,3119.0,2960.0,3102.0,3459.0,3396.0,3483.0,3344.0,3342.0,3074.0,2841.0,256556.0,
840,3223.0,3025.0,3178.0,3575.0,3465.0,3597.0,3454.0,3428.0,3146.0,2905.0,256594.0,
860,3187.0,3034.0,3241.0,3516.0,3428.0,3645.0,3455.0,3434.0,3139.0,2903.0,256548.0,
880,3284.0,3050.0,3192.0,3631.0,3495.0,3678.0,3476.0,3454.0,3201.0,2951.0,256550.0,
900,3307.0,3100.0,3309.0,3663.0,3530.0,3721.0,3578.0,3526.0,3236.0,2986.0,256552.0,
920,3366.0,3150.0,3283.0,3673.0,3587.0,3798.0,3597.0,3589.0,3292.0,3029.0,256566.0,
940,3399.0,3131.0,3347.0,3676.0,3583.0,3773.0,3617.0,3584.0,3275.0,2986.0,256508.0,
960,3446.0,3181.0,3399.0,3767.0,3660.0,3821.0,3641.0,3586.0,3355.0,3143.0,256529.0,
980,3441.0,3197.0,3356.0,3773.0,3630.0,3831.0,3653.0,3670.0,3376.0,3152.0,256508.0,
1000,3513.0,3256.0,3461.0,3745.0,3665.0,3932.0,3684.0,3653.0,3341.0,3167.0,256513.0,
1020,3504.0,3243.0,3439.0,3785.0,3688.0,3961.0,3699.0,3706.0,3407.0,3167.0,256502.0,
1040,3610.0,3273.0,3475.0,3835.0,3743.0,3979.0,3749.0,3705.0,3445.0,3208.0,256501.0,
1060,3612.0,3344.0,3543.0,3936.0,3802.0,4034.0,3795.0,3821.0,3447.0,3234.0,256504.0,
1080,3724.0,3383.0,3532.0,3931.0,3836.0,4112.0,3811.0,3849.0,3534.0,3290.0,256513.0,
1100,3727.0,3398.0,3557.0,3985.0,3891.0,4116.0,3849.0,3868.0,3545.0,3364.0,256511.0,
1120,3819.0,3406.0,3626.0,3995.0,3882.0,4154.0,3932.0,3929.0,3570.0,3385.0,256514.0,
1140,3825.0,3466.0,3674.0,3946.0,3921.0,4246.0,3944.0,3917.0,3550.0,3457.0,256521.0,
1160,3865.0,3449.0,3695.0,4039.0,3908.0,4247.0,4005.0,3966.0,3637.0,3451.0,256521.0,
1180,3827.0,3479.0,3675.0,4081.0,3920.0,4239.0,3939.0,3927.0,3591.0,3465.0,256497.0,
1200,3912.0,3493.0,3725.0,4043.0,3959.0,4264.0,3968.0,3980.0,3663.0,3484.0,256496.0,
1220,3921.0,3525.0,3726.0,4081.0,3906.0,4304.0,4000.0,3980.0,3629.0,3544.0,256486.0,
1240,3915.0,3572.0,3794.0,4105.0,4016.0,4324.0,4021.0,3995.0,3719.0,3533.0,256502.0,
1260,3918.0,3488.0,3784.0,4079.0,4039.0,4363.0,4112.0,3949.0,3725.0,3607.0,256480.0,
1280,3937.0,3559.0,3807.0,4135.0,3976.0,4441.0,4049.0,4095.0,3747.0,3629.0,256483.0,
1300,4031.0,3596.0,3826.0,4141.0,4071.0,4424.0,4077.0,4092.0,3785.0,3638.0,256499.0,
1320,4048.0,3589.0,3819.0,4155.0,4158.0,4506.0,4173.0,4129.0,3780.0,3726.0,256522.0,
1340,4024.0,3612.0,3861.0,4172.0,4077.0,4455.0,4142.0,4087.0,3801.0,3716.0,256510.0,
1360,4068.0,3672.0,3893.0,4200.0,4119.0,4511.0,4135.0,4153.0,3795.0,3742.0,256516.0,
1380,4087.0,3711.0,3905.0,4193.0,4108.0,4460.0,4202.0,4177.0,3869.0,3779.0,256515.0,
1400,4114.0,3673.0,3966.0,4221.0,4107.0,4569.0,4233.0,4196.0,3887.0,3861.0,256525.0,
1420,4094.0,3652.0,3922.0,4212.0,4148.0,4523.0,4182.0,4245.0,3873.0,3829.0,256496.0,
1440,4150.0,3738.0,3942.0,4193.0,4161.0,4544.0,4202.0,4240.0,3881.0,3844.0,256512.0,
