time,e11x32STPhoRadA,e15x32NpuSspS2,e16x33NrdA2,e20x32gp411,e32x30SspGyrB,e34x30MjaKlbA,e38x32gp418,e41x32NrdJ1,e42x32STIMPDH1,negative_control,positive_control,blank
600,2563.0,2830.0,2958.0,2996.0,3043.0,3142.0,3163.0,2946.0,2853.0,2534.0,256606.0,
620,2606.0,2843.0,3072.0,3092.0,3092.0,3261.0,3219.0,3026.0,2900.0,2563.0,256610.0,
640,2708.0,2861.0,3081.0,3157.0,3176.0,3322.0,3301.0,3123.0,2947.0,2639.0,256618.0,
660,2725.0,2866.0,3149.0,3187.0,3145.0,3376.0,3339.0,3164.0,3008.0,2660.0,256588.0,
680,2773.0,2999.0,3194.0,3260.0,3264.0,3450.0,3421.0,3184.0,3094.0,2745.0,256610.0,
700,2848.0,2985.0,3213.0,3311.0,3281.0,3472.0,3417.0,3214.0,3112.0,2768.0,256582.0,
720,2899.0,3020.0,3262.0,3327.0,3331.0,3503.0,3475.0,3325.0,3144.0,2759.0,256581.0,
740,2947.0,3117.0,3318.0,3376.0,3369.0,3576.0,3517.0,3292.0,3187.0,2870.0,256578.0,
760,2957.0,3088.0,3383.0,3423.0,3399.0,3597.0,3587.0,3404.0,3249.0,2910.0,256571.0,
780,3003.0,3184.0,3453.0,3497.0,3464.0,3663.0,3606.0,3449.0,3315.0,2973.0,256581.0,
800,3073.0,3215.0,3470.0,3542.0,3514.0,3724.0,3670.0,3515.0,3336.0,2983.0,256566.0,
820,3082.0,3262.0,3496.0,3569.0,3536.0,3743.0,3694.0,3510.0,3336.0,3020.0,256554.0,
840,3172.0,3300.0,3537.0,3593.0,3583.0,3817.0,3793.0,3542.0,3406.0,3002.0,256544.0,
860,3184.0,3344.0,3568.0,3609.0,3639.0,3857.0,3788.0,3612.0,3458.0,3109.0,256534.0,
880,3238.0,3375.0,3627.0,3679.0,3685.0,3924.0,3849.0,3592.0,3475.0,3069.0,256532.0,
900,3336.0,3446.0,3710.0,3748.0,3731.0,3930.0,3879.0,3703.0,3527.0,3184.0,256548.0,
920,3333.0,3466.0,3750.0,3782.0,3788.0,4009.0,3938.0,3723.0,3614.0,3206.0,256536.0,
940,3409.0,3557.0,3763.0,3793.0,3838.0,4027.0,4008.0,3789.0,3685.0,3253.0,256534.0,
960,3439.0,3586.0,3850.0,3880.0,3917.0,4057.0,4053.0,3848.0,3663.0,3318.0,256516.0,
980,3502.0,3635.0,3878.0,3915.0,3904.0,4074.0,4092.0,3900.0,3706.0,3317.0,256536.0,
1000,3562.0,3727.0,3982.0,4002.0,3989.0,4224.0,4118.0,3972.0,3805.0,3408.0,256540.0,
1020,3593.0,3696.0,3960.0,4000.0,4017.0,4228.0,4172.0,3945.0,3840.0,3387.0,256520.0,
1040,3575.0,3747.0,3952.0,4025.0,3993.0,4197.0,4152.0,3952.0,3833.0,3418.0,256493.0,
1060,3645.0,3727.0,3993.0,4103.0,4058.0,4212.0,4208.0,4018.0,3882.0,3465.0,256494.0,
1080,3713.0,3838.0,4013.0,4070.0,4072.0,4276.0,4285.0,4042.0,3922.0,3563.0,256514.0,
1100,3702.0,3826.0,4073.0,4093.0,4103.0,4342.0,4278.0,4086.0,3946.0,3550.0,256497.0,
1120,3798.0,3919.0,4152.0,4166.0,4169.0,4326.0,4353.0,4150.0,4012.0,3613.0,256526.0,
1140,3789.0,3913.0,4120.0,4128.0,4167.0,4349.0,4321.0,4094.0,3962.0,3622.0,256483.0,
1160,3796.0,3967.0,4193.0,4123.0,4169.0,4334.0,4384.0,4180.0,4029.0,3656.0,256501.0,
1180,3874.0,4005.0,4148.0,4250.0,4230.0,4372.0,4346.0,4190.0,4025.0,3688.0,256504.0,
1200,3880.0,3951.0,4226.0,4213.0,4211.0,4392.0,4379.0,4147.0,4044.0,3733.0,256480.0,
1220,3873.0,4001.0,4242.0,4198.0,4258.0,4427.0,4364.0,4236.0,4056.0,3768.0,256480.0,
1240,3990.0,4078.0,4268.0,4327.0,4285.0,4493.0,4502.0,4249.0,4219.0,3855.0,256533.0,
1260,4040.0,4050.0,4264.0,4272.0,4325.0,4450.0,4450.0,4252.0,4200.0,3827.0,256486.0,
1280,3999.0,4083.0,4274.0,4332.0,4330.0,4499.0,4513.0,4322.0,4197.0,3855.0,256486.0,
1300,4092.0,4170.0,4349.0,4389.0,4389.0,4548.0,4567.0,4310.0,4239.0,3912.0,256514.0,
1320,4085.0,4195.0,4342.0,4415.0,4400.0,4556.0,4563.0,4353.0,4275.0,3924.0,256514.0,
1340,4085.0,4186.0,4382.0,4299.0,4411.0,4536.0,4529.0,4318.0,4286.0,3904.0,256482.0,
1360,4127.0,4223.0,4404.0,4439.0,4375.0,4559.0,4574.0,4399.0,4324.0,3957.0,256493.0,
1380,4183.0,4257.0,4401.0,4441.0,4452.0,4546.0,4574.0,4354.0,4348.0,4002.0,256502.0,
1400,4200.0,4271.0,4391.0,4458.0,4497.0,4618.0,4596.0,4387.0,4301.0,4026.0,256505.0,
1420,4245.0,4307.0,4432.0,4505.0,4483.0,4683.0,4636.0,4470.0,4388.0,4059.0,256516.0,
1440,4200.0,4248.0,4394.0,4463.0,4449.0,4659.0,4597.0,4416.0,4327.0,4054.0,256467.0,
