time,e11x32STPhoRadA,e15x32NpuSspS2,e16x33NrdA2,e20x32gp411,e32x30SspGyrB,e34x30MjaKlbA,e38x32gp418,e41x32NrdJ1,e42x32STIMPDH1,negative_control,positive_control,blank
820,120652.0,23102.0,94805.0,42050.0,86384.0,52098.0,22972.0,50606.0,35168.0,2416.0,256574.0,
840,122506.0,23024.0,95526.0,42508.0,86921.0,52076.0,23054.0,50657.0,35139.0,2369.0,256507.0,
860,123826.0,23257.0,95484.0,42726.0,87587.0,52307.0,23222.0,50864.0,35075.0,2457.0,256554.0,
880,125157.0,23124.0,95847.0,43500.0,87196.0,52482.0,23521.0,50934.0,34932.0,2512.0,256548.0,
900,125672.0,23177.0,96151.0,43208.0,87594.0,52949.0,23561.0,51122.0,34714.0,2490.0,256524.0,
920,128877.0,23335.0,96257.0,43359.0,87719.0,52837.0,23673.0,51201.0,34759.0,2533.0,256541.0,
940,130500.0,23356.0,97217.0,43504.0,88217.0,52961.0,23882.0,51550.0,34928.0,2597.0,256559.0,
960,133079.0,23417.0,97154.0,43783.0,88170.0,53064.0,23880.0,51558.0,34584.0,2566.0,256521.0,
980,134244.0,23591.0,97210.0,43586.0,88368.0,53140.0,23920.0,51504.0,34528.0,2586.0,256522.0,
1000,134990.0,23435.0,97178.0,43817.0,88812.0,53201.0,24105.0,51522.0,34442.0,2673.0,256523.0,
1020,136994.0,23471.0,97171.0,43865.0,89033.0,53121.0,23883.0,51465.0,34393.0,2649.0,256501.0,
1040,136415.0,23428.0,97023.0,43623.0,89557.0,53335.0,24100.0,51710.0,34534.0,2722.0,256517.0,
1060,137840.0,23464.0,97275.0,44032.0,89178.0,54237.0,24116.0,51948.0,34574.0,2686.0,256502.0,
1080,139557.0,23517.0,96918.0,44000.0,89052.0,54466.0,24020.0,51797.0,34818.0,2703.0,256510.0,
1100,138662.0,23373.0,96992.0,43927.0,88559.0,54229.0,23938.0,51721.0,34745.0,2717.0,256491.0,
1120,140005.0,23669.0,97336.0,43832.0,88624.0,54409.0,24067.0,51589.0,34698.0,2809.0,256509.0,
1140,140439.0,23843.0,97240.0,44025.0,88452.0,54905.0,24081.0,51539.0,34736.0,2811.0,256507.0,
1160,139973.0,23819.0,96893.0,44039.0,88678.0,54527.0,24145.0,51465.0,34684.0,2807.0,256536.0,
1180,139433.0,23835.0,96715.0,43735.0,87871.0,54312.0,23906.0,51355.0,34559.0,2788.0,256481.0,
1200,140167.0,23728.0,96723.0,44214.0,88244.0,54813.0,24173.0,51405.0,34801.0,2885.0,256499.0,
1220,141412.0,24059.0,96561.0,44449.0,87600.0,54691.0,24001.0,51488.0,34829.0,2876.0,256511.0,
1240,140949.0,24007.0,96520.0,44565.0,87836.0,54435.0,23989.0,51008.0,34807.0,2884.0,256479.0,
1260,139678.0,23919.0,96300.0,44476.0,87373.0,54175.0,24007.0,51703.0,34933.0,2895.0,256495.0,
1280,139869.0,23961.0,96129.0,44463.0,87337.0,54237.0,23977.0,51250.0,35043.0,2919.0,256479.0,
1300,140593.0,24005.0,95914.0,44137.0,87199.0,54238.0,24140.0,51207.0,34933.0,2952.0,256518.0,
1320,139772.0,23981.0,95579.0,44196.0,86930.0,54064.0,24005.0,51103.0,34881.0,2924.0,256490.0,
1340,139572.0,23864.0,95864.0,44370.0,86458.0,53963.0,23858.0,50866.0,34595.0,2989.0,256504.0,
1360,139763.0,23798.0,95295.0,44229.0,86469.0,53877.0,23953.0,50985.0,34546.0,3007.0,256493.0,
1380,139553.0,23812.0,95516.0,43976.0,86114.0,53720.0,23906.0,51566.0,34567.0,2988.0,256486.0,
1400,140610.0,23836.0,95060.0,44141.0,86737.0,53825.0,23885.0,51675.0,34624.0,2988.0,256488.0,
1420,140028.0,23991.0,94817.0,43916.0,88325.0,53801.0,23969.0,51935.0,34549.0,3059.0,256517.0,
1440,139521.0,24080.0,94788.0,43767.0,88206.0,53465.0,23819.0,51882.0,34713.0,3117.0,256507.0,
