time,e22x32STPhoRadA,e22x30CthTer,e22x32CthTer,e22x30MPMDnaB,e22x30SaPdpol,e22x32NrdA2,e22x33NrdA2,e22x30MjaKlbA,e22x33MjaKlbA,e26x30TerThyXS1,e26x30STPhoRadA,e26x30MPMDnaB,e26x32NrdA2,e26x33NrdA2,e26x30MjaKlbA,e26x33MjaKlbA,e32x30NpuSspS1,e32x32gp411,e32x32gp418,e32x32NrdJ1,e32x33NrdJ1,e32x30SspGyrB,e32x30STPhoRadA,e32x32CthTer,e32x32NrdA2,e32x33NrdA2,e33x30SspGyrB,e33x30TerThyXS1,e33x30TvoVMA,e33x30STPhoRadA,e33x32STPhoRadA,e33x32CthTer,e33x30SaPdpol,e33x32NrdA2,e33x33NrdA2,e33x30MjaKlbA,e34x32M86,e34x30STNpuSspS2,e34x32gp411,e34x32gp418,e34x32NrdJ1,e34x33NrdJ1,e34x32STIMPDH1,e34x30SspGyrB,e34x30SspGyrB,e34x30TvoVMA,e34x30STPhoRadA,e34x30CthTer,e34x30SaPdpol,e34x32NrdA2,e34x33NrdA2,e34x33NrdA2,e34x30MjaKlbA,e34x33MjaKlbA,e38x32M86,e38x30NpuSspS1,e38x32gp418,e38x32NrdJ1,e38x33NrdJ1,e38x30SspGyrB,e38x30SspGyrB,e38x30TerThyXS2,e38x32CthTer,e38x32NrdA2,e38x33MjaKlbA,e41x32M86,e41x32gp418,e41x32NrdJ1,e41x30STsSspDnaX,e41x30SspGyrB,e41x32STPhoRadA,e41x32NrdA2,e42x32M86,e42x32NrdJ1,e42x33NrdJ1,e42x32STIMPDH1,e42x30SspGyrB,e42x32STPhoRadA,e42x30SaPdpol,e42x32NrdA2,e42x33NrdA2,e42x30MjaKlbA,e15,e17,e20,e26,e33,gfp_med_1,gfp_med_2,gfp_low_1,gfp_low_2
980,11225.55,6367.04,6705.16,1357.34,4653.8,18128.6,17226.1,5346.83,5543.39,806.06,6299.73,534.14,3792.95,3089.62,1903.47,1619.84,2224.11,10968.31,11690.89,108647.69,98882.57,62335.43,14972.48,1842.51,25839.54,9366.98,1871.72,1250.0,506.65,8455.87,21798.75,1093.06,859.14,3891.66,2898.92,6850.56,33668.66,26422.74,41791.9,5702.36,40769.63,25579.26,36659.63,49667.73,31975.71,813.07,24600.78,8921.02,3009.95,35922.41,8410.97,8930.61,35567.13,4121.64,17737.36,4964.03,25240.46,3617.23,9331.82,1280.0,1171.5,1683.03,1221.02,3397.72,20406.76,8398.98,7554.55,38754.32,54543.63,27479.1,17191.17,34844.54,16226.01,21444.78,15569.15,41615.55,10730.39,3773.37,528.01,18021.33,8447.53,796.63,423.88,771.47,867.34,593.15,676.24,213513.61,212137.27,40796.72,40839.52
1000,11447.74,6439.66,6701.18,1333.68,4752.21,18102.91,17365.32,5416.51,5543.63,885.96,6370.5,551.26,3807.54,3152.83,1890.54,1617.88,2276.17,11354.07,11796.18,108351.37,98528.28,63143.48,15007.99,1903.13,26175.87,9386.81,1876.8,1215.86,529.96,8542.37,21933.0,1145.02,892.1,4035.65,2891.28,6822.08,34033.68,26832.33,42132.12,5583.31,40879.45,25767.4,37019.55,49582.13,32033.05,857.63,25000.51,8854.81,3083.32,35465.02,8203.36,8364.94,34228.74,4062.51,18644.36,4838.36,25329.0,3653.22,9302.94,1324.61,1130.47,1655.73,1256.04,3269.17,20374.93,8422.42,7403.0,39220.93,54749.29,27638.04,17081.95,34754.03,16240.99,21460.06,15514.72,41541.88,10776.72,3790.75,390.77,18144.02,8370.81,830.16,432.31,743.22,895.34,605.97,653.92,213544.69,212582.26,41585.48,41027.93
1020,11583.73,6595.18,6930.81,1388.38,4757.66,18752.16,17846.66,5514.29,5867.79,849.33,6589.39,472.94,4050.62,3189.14,2058.08,1736.8,2400.64,11240.93,12349.99,112131.02,101120.6,65112.14,15357.5,1952.6,26855.49,9641.55,2094.75,1303.96,730.78,8854.65,22864.86,1163.55,1010.81,4065.44,3048.02,6909.54,34951.11,28318.27,44763.89,6010.68,43453.02,26689.94,38674.4,51690.24,33508.59,913.25,25542.2,9015.42,3276.06,37552.74,8832.93,9286.8,36822.26,4415.91,19550.08,5148.44,26786.32,3733.37,9931.31,1233.45,1231.02,1801.52,1404.36,3736.4,21438.57,8848.85,7887.39,40770.7,56420.62,28732.98,17629.91,35671.87,17023.76,21859.92,16584.04,43010.31,11337.59,3955.47,476.33,17984.76,8887.11,829.97,503.48,723.85,953.97,639.58,705.96,219774.0,217290.33,42482.69,42286.84
1040,10975.48,6557.6,6880.78,1459.97,5028.49,18085.64,17674.86,5520.51,5780.66,910.66,6562.77,550.2,3917.13,3225.96,2111.32,1727.36,2375.1,11732.78,12117.56,109153.25,100205.18,63938.62,15339.76,1901.11,26497.5,9521.21,1940.37,1353.88,690.73,8642.54,22260.55,1183.8,1059.93,3969.21,3010.66,7052.36,34591.48,27747.19,43254.15,5830.08,42347.91,26075.78,37400.91,50827.11,32511.69,907.53,25269.59,8934.04,3305.94,37151.17,8591.5,8998.44,36825.15,4383.21,19237.17,4908.08,26129.78,3668.88,9626.14,1259.94,1258.22,1787.75,1357.16,3567.27,20910.56,8735.1,7725.64,39838.8,55822.04,28095.0,17527.65,35138.71,16503.67,21644.9,15789.81,41460.78,10958.48,3788.97,526.99,17551.53,8648.77,904.47,478.52,738.5,971.44,674.59,690.88,215595.69,213241.25,41350.58,41175.19
1060,11835.22,6661.06,6957.85,1510.05,5085.67,18421.26,17784.59,5706.5,5823.79,973.59,6662.26,596.37,3994.22,3305.65,2069.62,1769.72,2390.85,11451.77,12180.71,109751.85,99912.55,64079.9,14425.78,1989.06,26761.59,9568.62,1999.87,1347.31,664.66,8755.68,22382.48,1229.06,1059.28,3976.93,3090.74,7143.92,34667.93,27597.28,43122.19,5841.11,42500.99,26262.32,38055.15,50904.58,32759.57,930.94,25351.32,9124.75,3274.35,37295.59,8691.47,9047.12,36752.5,4301.71,19409.62,5048.22,22894.71,3712.98,9867.75,1396.25,1282.92,1835.9,1400.7,3648.14,21063.47,8529.87,7876.56,39915.45,56500.4,28471.26,17532.58,35768.88,16536.62,21664.67,15938.7,42017.64,11024.78,3839.32,526.45,18350.26,8739.32,905.48,567.86,792.03,1046.46,724.95,765.27,214575.53,215314.68,41662.62,41503.14
1080,11887.19,6685.28,6945.78,1454.38,5192.13,18673.76,17845.71,5666.67,5825.09,903.94,6631.78,540.01,4044.58,3302.27,2130.29,1810.52,2315.69,11384.51,12020.92,110639.62,100103.09,64525.5,15440.96,1975.75,26869.36,9568.12,2014.48,1353.5,652.44,8944.08,22701.02,1257.38,980.54,4021.55,3074.75,7102.68,34993.26,27519.7,43184.17,5943.56,42568.8,26344.66,38183.38,51013.62,33278.95,906.96,25697.4,9157.54,3454.29,37528.19,8797.41,9312.34,36895.77,4579.18,19614.93,5107.05,24132.0,3820.1,9957.12,1282.09,1277.14,1822.22,1377.39,3599.38,21204.26,8602.35,7829.11,39879.82,56501.33,28527.99,17553.97,35272.72,16613.23,21671.87,15953.96,41970.02,11026.5,3808.81,577.14,18230.58,8614.1,884.35,532.1,749.4,1033.33,665.44,726.19,215866.03,215456.46,41579.51,41503.53
1100,11955.9,6784.06,7095.76,1461.02,5208.38,18597.15,17950.28,5736.15,5822.22,914.94,6606.95,578.85,4112.15,3268.55,2130.23,1781.73,2406.96,11462.61,12110.53,110538.52,100270.11,64798.39,15325.52,2011.09,26847.76,9537.16,2060.22,1395.18,737.02,8828.39,22881.81,1235.57,1020.25,4140.68,3027.37,7182.81,34976.75,27699.38,43868.62,5873.98,42910.24,26337.2,38272.15,51434.38,33167.76,955.49,25770.07,9193.36,3454.9,37930.5,8901.56,9234.78,37746.43,4479.86,19265.31,4978.6,26618.13,3907.41,9898.47,1349.15,1264.91,1839.32,1326.28,3485.93,20812.49,8714.16,7617.96,39794.71,55654.73,28675.66,17596.57,35788.22,16556.33,21671.58,15925.82,41212.41,11020.21,3652.21,591.86,17957.96,8581.02,931.83,486.39,828.41,1006.44,649.04,706.07,215707.91,214577.45,42047.79,41985.33
1120,12017.97,6926.84,7073.38,1568.21,5317.75,18772.09,18074.59,5894.26,5867.6,1026.06,6622.15,647.37,4149.66,3312.15,2277.99,1853.23,2433.17,11635.28,12273.65,109513.69,100347.31,65547.56,15619.77,2041.25,26857.15,9777.23,2010.06,1338.38,729.54,9079.87,22468.52,1297.51,1077.69,4206.92,3098.37,7247.29,34831.1,27877.22,44165.93,5902.19,43110.36,26647.73,38365.52,51592.53,33457.79,1005.74,26031.76,9234.34,3493.8,37854.54,8376.4,9310.87,37322.87,4533.39,18787.9,5045.27,26725.01,3852.28,10041.33,1371.77,1325.71,1883.67,1389.08,3641.35,21420.85,8811.4,7914.66,40463.61,56499.58,28282.79,17745.81,35560.99,16636.39,21692.07,15801.01,42186.45,11146.53,3895.92,583.39,18273.09,8684.24,969.8,516.12,824.86,1070.23,675.36,779.44,215654.53,216852.65,41793.39,42002.01
1140,12112.19,6934.93,7101.58,1641.81,5436.9,18923.35,18102.14,5884.93,5877.18,1008.06,6712.15,645.46,4144.4,3274.68,2233.19,1793.88,2506.37,11767.87,12140.15,110101.9,100864.31,65206.77,15607.41,2068.25,26811.22,9768.2,2013.41,1504.55,752.74,9123.35,22831.11,1369.75,1095.55,4261.44,3075.38,7356.47,35319.64,27998.87,43810.23,5911.37,42961.08,26871.53,38675.39,51997.48,33657.42,1030.05,25770.65,9143.79,3508.14,38236.55,8825.97,9357.09,37124.39,4718.01,19756.11,5213.08,25461.07,4046.28,10052.87,1435.34,1426.15,1915.68,1403.85,3585.15,21537.96,8923.62,7741.69,40190.87,56761.06,28708.76,17784.51,35893.17,16755.43,21934.62,16147.25,42639.31,11039.03,3896.19,635.74,18569.28,8740.0,980.22,531.0,889.73,1061.99,743.59,860.88,216956.38,216205.18,41793.35,42045.6
1160,12106.16,6978.26,7168.47,1629.46,5442.26,19128.7,17983.8,6003.77,5824.57,1060.75,6710.13,700.16,4251.15,3370.59,2230.61,1849.49,2461.47,11934.91,12276.66,111696.44,100287.74,65106.23,15643.79,2114.26,27059.19,9621.62,2132.7,1451.53,756.23,9087.64,22648.01,1439.95,1086.1,4263.62,3159.48,7361.53,35076.18,27754.27,43995.42,5949.38,42363.13,26613.88,38472.38,51898.03,33367.27,1025.97,25865.46,9370.51,3546.58,37868.95,8826.91,9427.32,36208.93,4752.31,18907.6,5264.65,26520.79,4125.29,10099.9,1472.11,1368.73,1911.2,1485.09,3663.0,21688.49,8819.45,7727.04,40711.74,56762.58,29024.37,17758.58,36417.12,16771.77,21806.06,15968.7,42607.63,11067.48,3941.36,629.59,18841.13,8696.24,1016.35,525.37,896.99,1088.71,718.54,797.53,216034.63,216427.8,42063.41,41806.29
1180,12423.2,7145.88,7370.82,1669.72,5647.06,19578.55,18436.14,6129.96,5990.73,1019.88,6917.56,669.32,4316.82,3468.44,2383.53,1970.68,2516.55,11802.24,12416.38,113711.07,102905.66,65365.81,15917.75,2131.31,27509.56,9774.22,2193.04,1574.47,799.96,9414.84,23149.0,1427.4,1167.23,4366.92,3245.67,7533.19,36041.97,28709.12,45736.08,6256.71,43762.26,27583.48,39095.09,53468.82,34765.95,1010.52,26786.83,9571.34,3716.62,38037.2,9185.45,9792.38,38401.38,4841.99,20146.31,5420.55,26612.76,4086.23,10379.24,1484.51,1450.74,1895.89,1545.77,3791.7,22204.55,9042.52,8145.23,41517.62,57472.23,29352.4,18123.5,37078.02,17268.24,22366.88,16501.42,44172.85,11428.25,4046.67,661.46,18672.75,8944.18,1033.05,543.77,858.27,1110.55,748.93,839.31,219647.54,220190.15,42516.33,42970.57
1200,12362.54,7135.97,7347.56,1622.7,5609.88,19316.2,18318.07,6077.39,5919.18,1061.17,6796.16,684.67,4284.72,3422.41,2310.03,1941.65,2128.17,12016.97,12514.65,111042.93,102039.42,65041.89,15809.18,2163.43,27099.36,9833.83,2094.84,1522.04,819.11,9167.49,23223.48,1437.42,1162.68,4317.81,3145.47,7502.04,35727.7,28557.48,44977.99,6107.92,43391.47,27335.19,39299.25,52734.18,34077.7,1057.81,26369.76,9529.99,3643.71,38613.47,9059.38,9297.83,37473.44,4781.35,20046.1,5397.74,27077.82,4159.32,10193.36,1584.04,1380.11,2012.27,1570.74,3821.23,21898.64,9003.24,8016.64,41246.83,57605.54,29574.47,17874.61,36804.09,16989.4,22088.59,16018.22,43218.02,11349.36,3833.23,713.12,18567.1,8938.21,1035.69,538.71,867.91,1156.18,747.56,776.46,214489.68,218374.65,42350.12,42555.8
