time,e11x32STPhoRadA,e15x32NpuSspS2,e16x33NrdA2,e20x32gp411,e32x30SspGyrB,e34x30MjaKlbA,e38x32gp418,e41x32NrdJ1,e42x32STIMPDH1,negative_control,positive_control,blank
440,1523.0,1594.0,1633.0,1848.0,1792.0,1766.0,1868.0,1744.0,1574.0,1490.0,230521.0,
460,1664.0,1704.0,1755.0,1946.0,1904.0,1918.0,2008.0,1829.0,1647.0,1566.0,240524.0,
480,1752.0,1790.0,1820.0,2009.0,1997.0,1986.0,2081.0,1861.0,1818.0,1649.0,248838.0,
500,1839.0,1793.0,1917.0,2054.0,2060.0,2100.0,2120.0,1981.0,1888.0,1705.0,254982.0,
520,1886.0,1876.0,1930.0,2113.0,2100.0,2101.0,2185.0,2034.0,1910.0,1757.0,256548.0,
540,1902.0,1896.0,1951.0,2150.0,2157.0,2163.0,2231.0,2094.0,1979.0,1777.0,256609.0,
560,2017.0,1980.0,2083.0,2238.0,2223.0,2251.0,2321.0,2219.0,2031.0,1927.0,256639.0,
580,2041.0,2022.0,2083.0,2260.0,2243.0,2257.0,2304.0,2209.0,2066.0,1903.0,256596.0,
600,2086.0,2055.0,2140.0,2339.0,2257.0,2313.0,2386.0,2268.0,2101.0,1958.0,256612.0,
620,2158.0,2133.0,2204.0,2380.0,2336.0,2384.0,2413.0,2331.0,2186.0,1986.0,256624.0,
640,2164.0,2162.0,2187.0,2423.0,2360.0,2415.0,2513.0,2362.0,2230.0,2030.0,256592.0,
660,2230.0,2168.0,2263.0,2502.0,2392.0,2466.0,2485.0,2416.0,2214.0,2093.0,256590.0,
680,2202.0,2240.0,2282.0,2517.0,2393.0,2497.0,2578.0,2429.0,2258.0,2110.0,256586.0,
700,2308.0,2278.0,2366.0,2565.0,2470.0,2537.0,2596.0,2484.0,2356.0,2186.0,256602.0,
720,2351.0,2318.0,2370.0,2553.0,2513.0,2571.0,2639.0,2537.0,2319.0,2199.0,256593.0,
740,2350.0,2349.0,2431.0,2613.0,2557.0,2622.0,2701.0,2540.0,2346.0,2228.0,256588.0,
760,2415.0,2344.0,2393.0,2627.0,2603.0,2598.0,2677.0,2559.0,2412.0,2221.0,256553.0,
780,2435.0,2444.0,2522.0,2736.0,2642.0,2673.0,2766.0,2672.0,2422.0,2334.0,256598.0,
800,2480.0,2453.0,2539.0,2783.0,2699.0,2728.0,2771.0,2695.0,2465.0,2348.0,256584.0,
820,2540.0,2450.0,2504.0,2754.0,2682.0,2771.0,2777.0,2731.0,2527.0,2328.0,256552.0,
840,2511.0,2484.0,2536.0,2793.0,2736.0,2752.0,2850.0,2732.0,2522.0,2327.0,256546.0,
860,2569.0,2524.0,2574.0,2772.0,2743.0,2815.0,2878.0,2726.0,2566.0,2418.0,256546.0,
880,2530.0,2550.0,2589.0,2848.0,2764.0,2794.0,2879.0,2768.0,2611.0,2375.0,256518.0,
900,2650.0,2558.0,2677.0,2898.0,2802.0,2908.0,2970.0,2829.0,2659.0,2459.0,256551.0,
920,2697.0,2662.0,2742.0,2952.0,2889.0,2934.0,2992.0,2825.0,2674.0,2488.0,256562.0,
940,2675.0,2611.0,2699.0,2892.0,2861.0,2967.0,2957.0,2885.0,2655.0,2486.0,256511.0,
960,2733.0,2655.0,2772.0,2975.0,2909.0,2973.0,2964.0,2909.0,2714.0,2482.0,256497.0,
980,2840.0,2709.0,2768.0,3058.0,2976.0,3070.0,3098.0,2948.0,2769.0,2523.0,256540.0,
1000,2823.0,2763.0,2816.0,3050.0,2995.0,3045.0,3093.0,2952.0,2788.0,2589.0,256510.0,
1020,2844.0,2763.0,2842.0,3092.0,3008.0,3094.0,3155.0,2999.0,2830.0,2572.0,256514.0,
1040,2894.0,2803.0,2888.0,3098.0,3077.0,3100.0,3180.0,3002.0,2833.0,2588.0,256516.0,
1060,2910.0,2776.0,2876.0,3154.0,3090.0,3138.0,3192.0,3065.0,2878.0,2661.0,256510.0,
1080,2894.0,2834.0,2940.0,3148.0,3073.0,3120.0,3216.0,3060.0,2878.0,2626.0,256480.0,
1100,3014.0,2917.0,2991.0,3246.0,3199.0,3261.0,3274.0,3178.0,2984.0,2750.0,256550.0,
1120,3005.0,2912.0,2990.0,3236.0,3152.0,3179.0,3258.0,3100.0,2945.0,2708.0,256495.0,
1140,3006.0,2928.0,2981.0,3263.0,3168.0,3253.0,3287.0,3147.0,2924.0,2722.0,256484.0,
1160,3082.0,2978.0,3029.0,3315.0,3186.0,3253.0,3314.0,3181.0,3016.0,2770.0,256514.0,
1180,3030.0,2943.0,3093.0,3278.0,3254.0,3205.0,3307.0,3148.0,2997.0,2749.0,256486.0,
1200,3095.0,3010.0,3091.0,3347.0,3287.0,3277.0,3381.0,3263.0,3087.0,2778.0,256519.0,
1220,3106.0,3020.0,3074.0,3305.0,3271.0,3284.0,3358.0,3194.0,3000.0,2746.0,256482.0,
1240,3113.0,3037.0,3148.0,3399.0,3333.0,3332.0,3368.0,3275.0,3044.0,2801.0,256497.0,
1260,3190.0,3078.0,3127.0,3406.0,3336.0,3315.0,3432.0,3265.0,3074.0,2837.0,256504.0,
1280,3187.0,3074.0,3182.0,3420.0,3327.0,3361.0,3428.0,3279.0,3097.0,2819.0,256487.0,
1300,3234.0,3129.0,3174.0,3455.0,3388.0,3302.0,3460.0,3361.0,3122.0,2905.0,256504.0,
1320,3266.0,3150.0,3225.0,3445.0,3428.0,3391.0,3457.0,3351.0,3152.0,2937.0,256510.0,
1340,3231.0,3130.0,3219.0,3453.0,3372.0,3383.0,3453.0,3403.0,3156.0,2949.0,256514.0,
1360,3329.0,3140.0,3239.0,3441.0,3410.0,3428.0,3480.0,3368.0,3180.0,2905.0,256504.0,
1380,3310.0,3143.0,3233.0,3555.0,3434.0,3430.0,3575.0,3445.0,3200.0,2967.0,256528.0,
1400,3348.0,3201.0,3313.0,3535.0,3475.0,3459.0,3539.0,3482.0,3176.0,2975.0,256539.0,
1420,3339.0,3154.0,3270.0,3533.0,3467.0,3452.0,3538.0,3439.0,3240.0,2954.0,256518.0,
1440,3343.0,3202.0,3327.0,3589.0,3522.0,3462.0,3565.0,3464.0,3237.0,3024.0,256531.0,
