time,e11x32STPhoRadA,e15x32NpuSspS2,e16x33NrdA2,e20x32gp411,e32x30SspGyrB,e34x30MjaKlbA,e38x32gp418,e41x32NrdJ1,e42x32STIMPDH1,negative_control,positive_control,blank
620,0.921,1.23,1.102,1.087,1.175,1.051,1.114,1.124,1.15,1.166,1.172,
640,0.954,1.237,1.096,1.087,1.171,1.042,1.115,1.119,1.21,1.28,1.164,
660,0.959,1.231,1.109,1.087,1.166,1.035,1.111,1.116,1.164,1.19,1.157,
680,0.978,1.238,1.104,1.085,1.168,1.03,1.103,1.103,1.156,1.203,1.161,
700,0.953,1.335,1.123,1.16,1.248,1.123,1.143,1.158,1.215,1.192,1.15,
720,0.97,1.393,1.121,1.092,1.189,1.147,1.155,1.108,1.161,1.197,1.159,
740,1.004,1.253,1.116,1.097,1.188,1.028,1.104,1.122,1.152,1.203,1.169,
760,0.996,1.397,1.138,1.11,1.228,1.159,1.178,1.124,1.164,1.213,1.213,
780,1.034,1.259,1.128,1.106,1.186,1.039,1.117,1.122,1.189,1.218,1.252,
800,1.046,1.261,1.145,1.127,1.192,1.041,1.116,1.124,1.177,1.225,1.266,
820,1.053,1.265,1.135,1.111,1.181,1.036,1.124,1.12,1.182,1.224,1.263,
840,1.076,1.252,1.148,1.122,1.179,1.028,1.122,1.117,1.179,1.211,1.26,
860,1.054,1.257,1.132,1.111,1.183,1.031,1.123,1.121,1.184,1.212,1.263,
880,1.075,1.256,1.128,1.113,1.173,1.028,1.122,1.196,1.28,1.226,1.293,
900,1.089,1.244,1.129,1.109,1.172,1.031,1.125,1.124,1.158,1.208,1.266,
920,1.108,1.282,1.137,1.106,1.162,1.041,1.144,1.115,1.158,1.209,1.278,
940,1.139,1.234,1.122,1.104,1.161,1.017,1.111,1.116,1.164,1.287,1.279,
960,1.145,1.232,1.113,1.104,1.147,1.017,1.105,1.105,1.124,1.209,1.252,
980,1.161,1.225,1.107,1.087,1.14,1.013,1.097,1.099,1.116,1.191,1.252,
1000,1.16,1.219,1.155,1.091,1.141,1.008,1.152,1.112,1.111,1.197,1.248,
1020,1.2,1.218,1.099,1.088,1.144,0.999,1.091,1.09,1.098,1.192,1.266,
1040,1.206,1.21,1.112,1.151,1.156,1.001,1.088,1.157,1.144,1.187,1.243,
1060,1.201,1.201,1.077,1.076,1.146,1.019,1.072,1.086,1.086,1.18,1.236,
1080,1.215,1.205,1.075,1.062,1.12,1.009,1.069,1.074,1.099,1.182,1.236,
1100,1.216,1.198,1.069,1.068,1.116,1.01,1.064,1.08,1.102,1.201,1.222,
1120,1.211,1.196,1.065,1.056,1.101,1.0,1.055,1.069,1.096,1.166,1.228,
1140,1.246,1.193,1.064,1.103,1.165,1.01,1.05,1.067,1.101,1.167,1.224,
1160,1.23,1.192,1.073,1.049,1.091,0.998,1.042,1.059,1.073,1.158,1.22,
1180,1.194,1.203,1.052,1.041,1.085,1.006,1.048,1.068,1.073,1.162,1.224,
1200,1.236,1.184,1.042,1.044,1.075,0.999,1.037,1.055,1.067,1.155,1.214,
1220,1.267,1.197,1.031,1.039,1.065,0.988,1.026,1.044,1.06,1.155,1.209,
1240,1.233,1.187,1.028,1.06,1.072,0.983,1.022,1.041,1.061,1.147,1.2,
1260,1.189,1.199,1.025,1.036,1.078,1.129,1.074,1.057,1.06,1.161,1.215,
1280,1.237,1.183,1.011,1.023,1.051,0.972,1.013,1.033,1.063,1.138,1.196,
1300,1.248,1.184,1.009,1.024,1.044,0.963,1.009,1.031,1.049,1.136,1.197,
1320,1.23,1.174,1.0,1.02,1.035,0.953,1.0,1.023,1.046,1.135,1.178,
1340,1.205,1.178,0.999,1.01,1.029,0.947,0.997,1.019,1.051,1.134,1.192,
1360,1.193,1.161,0.994,1.016,1.033,0.955,1.003,1.022,1.035,1.128,1.173,
1380,1.175,1.176,0.995,1.007,1.028,0.945,0.998,1.028,1.03,1.121,1.189,
1400,1.215,1.163,0.987,0.999,1.016,0.936,0.991,1.027,1.033,1.116,1.167,
1420,1.196,1.168,0.984,0.996,1.043,0.947,0.99,1.027,1.041,1.123,1.175,
1440,1.204,1.167,0.977,0.994,1.039,0.924,0.981,1.026,1.033,1.11,1.16,
