time,e32x32NrdJ1_0,e32x33NrdJ1_0,e32x30SspGyrB_0,e32x32NrdA2_0,e32x32gp411_0,e32x32gp418_0,e32x32NrdJ1_1,e32x33NrdJ1_1,e32x30SspGyrB_1,e32x32NrdA2_1,e32x32gp411_1,e32x32gp418_1,e33x32STPhoRadA_0,e33x30STPhoRadA_0,e33x30MjaKlbA_0,e33x32NrdA2_0,e33x30SspGyrB_0,e33x33NrdA2_0,e33x32STPhoRadA_1,e33x30STPhoRadA_1,e33x30MjaKlbA_1,e33x32NrdA2_1,e33x30SspGyrB_1,e33x33NrdA2_1,e34x30STNpuSspS2_0,e34x32gp411_0,e34x30SspGyrB_0,e34x30MjaKlbA_0,e34x32STIMPDH1_0,e34x32M86_0,e34x30STNpuSspS2_1,e34x32gp411_1,e34x30SspGyrB_1,e34x30MjaKlbA_1,e34x32STIMPDH1_1,e34x32M86_1,e38x32M86_0,e38x32gp418_0,e38x33MjaKlbA_0,e38x33NrdJ1_0,e38x30NpuSspS1_0,e38x30TerThyXS2_0,e38x32M86_1,e38x32gp418_1,e38x33MjaKlbA_1,e38x33NrdJ1_1,e38x30NpuSspS1_1,e38x30TerThyXS2_1,e41x30STsSspDnaX_0,e41x32NrdA2_0,e41x30SspGyrB_0,e41x32NrdJ1_0,e41x32M86_0,e41x32STPhoRadA_0,e41x30STsSspDnaX_1,e41x32NrdA2_1,e41x30SspGyrB_1,e41x32NrdJ1_1,e41x32M86_1,e41x32STPhoRadA_1,e42x32STIMPDH1_0,e42x32NrdA2_0,e42x32NrdJ1_0,e42x32M86_0,e42x33NrdJ1_0,e42x30SspGyrB_0,e42x32STIMPDH1_1,e42x32NrdA2_1,e42x32NrdJ1_1,e42x32M86_1,e42x33NrdJ1_1,e42x30SspGyrB_1,blank-kan_0,blank-kan_0,negative-control-kan_0,negative-control-kan_0,blank-amp_0,blank-amp_0,negative-control-amp_0,negative-control-amp_0,positive-control-amp_0,positive-control-amp_0
200,86.5,90.5,92.5,93.5,102.5,97.5,1551.5,1014.5,1640.5,323.5,1930.5,134.5,97.5,85.5,80.5,69.5,79.5,79.5,96.5,88.5,88.5,71.5,75.5,76.5,90.5,93.5,94.5,92.5,84.5,83.5,181.5,505.5,279.5,392.5,428.5,204.5,89.5,82.5,72.5,72.5,64.5,78.5,280.5,271.5,125.5,407.5,97.5,260.5,73.5,80.5,90.5,72.5,76.5,72.5,459.5,146.5,191.5,762.5,94.5,115.5,77.5,69.5,65.5,61.5,58.5,68.5,150.5,61.5,116.5,67.5,87.5,97.5,,,52.5,60.5,,,105.0,106.0,2460.0,2937.0
220,120.5,125.5,126.5,131.5,139.5,138.5,3158.5,2012.5,3075.5,642.5,3800.5,204.5,128.5,119.5,108.5,88.5,105.5,110.5,191.5,161.5,142.5,113.5,115.5,105.5,130.5,125.5,137.5,116.5,121.5,109.5,281.5,1087.5,451.5,765.5,722.5,343.5,114.5,122.5,99.5,95.5,89.5,101.5,990.5,864.5,444.5,1332.5,229.5,671.5,96.5,114.5,117.5,101.5,97.5,104.5,953.5,276.5,331.5,1633.5,166.5,187.5,94.5,80.5,93.5,78.5,75.5,97.5,412.5,134.5,249.5,128.5,159.5,192.5,,,83.5,84.5,,,142.0,154.0,3446.0,4069.0
240,154.0,162.0,173.0,173.0,191.0,177.0,5120.0,3354.0,4546.0,1049.0,6144.0,296.0,163.0,152.0,146.0,126.0,137.0,146.0,345.0,318.0,305.0,205.0,185.0,163.0,176.0,167.0,171.0,169.0,161.0,157.0,406.0,1938.0,678.0,1219.0,1104.0,525.0,156.0,146.0,136.0,132.0,125.0,144.0,2282.0,1831.0,1200.0,2833.0,513.0,1351.0,134.0,144.0,152.0,142.0,131.0,132.0,1608.0,468.0,545.0,2658.0,273.0,308.0,135.0,121.0,128.0,105.0,108.0,126.0,911.0,239.0,479.0,218.0,270.0,355.0,,,111.0,116.0,,,191.5,203.5,4742.5,5457.5
260,198.5,212.5,208.5,216.5,224.5,224.5,7541.5,5370.5,6460.5,1647.5,8782.5,438.5,210.5,192.5,189.5,164.5,180.5,185.5,539.5,515.5,544.5,378.5,282.5,253.5,215.5,213.5,225.5,213.5,204.5,197.5,600.5,3012.5,977.5,1847.5,1594.5,824.5,202.5,182.5,179.5,172.5,157.5,186.5,4106.5,3065.5,2441.5,4882.5,938.5,2262.5,164.5,190.5,192.5,174.5,171.5,171.5,2479.5,699.5,861.5,4014.5,394.5,463.5,158.5,145.5,160.5,136.5,139.5,148.5,1482.5,384.5,747.5,321.5,414.5,539.5,,,147.5,150.5,,,244.5,255.5,5800.5,6367.5
280,251.5,258.5,254.5,261.5,272.5,270.5,10524.5,7811.5,8784.5,2322.5,12248.5,619.5,266.5,246.5,228.5,196.5,218.5,231.5,785.5,732.5,831.5,634.5,402.5,392.5,294.5,270.5,272.5,258.5,254.5,254.5,905.5,4488.5,1399.5,2720.5,2289.5,1293.5,251.5,237.5,220.5,228.5,198.5,230.5,6608.5,4830.5,4351.5,7515.5,1547.5,3461.5,222.5,242.5,240.5,224.5,219.5,214.5,3859.5,1000.5,1423.5,6016.5,568.5,796.5,202.5,187.5,202.5,178.5,174.5,196.5,2155.5,555.5,1075.5,473.5,610.5,762.5,,,188.5,179.5,,,290.0,292.0,6515.0,7142.0
300,302.0,307.0,308.0,309.0,315.0,310.0,13661.0,9976.0,10894.0,2802.0,16141.0,727.0,311.0,280.0,266.0,246.0,255.0,271.0,1152.0,1048.0,1169.0,891.0,545.0,530.0,345.0,325.0,324.0,316.0,304.0,300.0,1297.0,6509.0,1952.0,3960.0,3232.0,1931.0,306.0,288.0,271.0,270.0,252.0,276.0,9423.0,6845.0,6166.0,10725.0,2224.0,4413.0,277.0,289.0,284.0,265.0,256.0,257.0,5425.0,1478.0,2110.0,8901.0,807.0,1243.0,257.0,229.0,240.0,222.0,220.0,235.0,3110.0,840.0,1580.0,691.0,902.0,1100.0,,,226.0,225.0,,,327.0,330.0,7286.0,7950.0
320,351.0,349.0,343.0,344.0,359.0,349.0,15660.0,10912.0,12236.0,3047.0,19338.0,780.0,349.0,323.0,308.0,281.0,296.0,303.0,1584.0,1507.0,1563.0,1148.0,756.0,631.0,403.0,370.0,366.0,359.0,343.0,339.0,1621.0,8154.0,2416.0,5184.0,4059.0,2399.0,358.0,339.0,317.0,324.0,297.0,326.0,11203.0,8349.0,7428.0,12997.0,2776.0,5109.0,322.0,321.0,332.0,310.0,296.0,300.0,6868.0,2040.0,2628.0,11468.0,1150.0,1539.0,297.0,271.0,283.0,251.0,252.0,276.0,4578.0,1211.0,2269.0,1001.0,1218.0,1556.0,,,253.0,251.0,,,361.5,369.5,8030.5,8752.5
340,391.5,395.5,385.5,382.5,402.5,389.5,16855.5,11601.5,13144.5,3193.5,21727.5,837.5,391.5,361.5,338.5,318.5,328.5,341.5,2102.5,2082.5,2183.5,1411.5,939.5,711.5,453.5,416.5,411.5,391.5,390.5,386.5,1894.5,9406.5,2780.5,6302.5,4732.5,2649.5,409.5,387.5,366.5,370.5,339.5,362.5,12555.5,9410.5,8680.5,14641.5,3241.5,5816.5,373.5,372.5,373.5,344.5,341.5,331.5,7850.5,2772.5,3119.5,12873.5,1510.5,1791.5,348.5,314.5,325.5,300.5,295.5,316.5,6418.5,1573.5,2953.5,1310.5,1448.5,2113.5,,,294.5,284.5,,,412.0,404.0,8711.0,9492.0
360,455.0,445.0,434.0,435.0,446.0,446.0,17796.0,12272.0,14127.0,3361.0,24115.0,910.0,439.0,407.0,392.0,367.0,375.0,393.0,2645.0,2681.0,2905.0,1692.0,1147.0,794.0,520.0,466.0,458.0,450.0,440.0,429.0,2059.0,10175.0,3007.0,7045.0,5207.0,2797.0,467.0,447.0,422.0,430.0,394.0,417.0,13998.0,10459.0,9923.0,16320.0,3620.0,6539.0,421.0,422.0,413.0,402.0,390.0,385.0,8525.0,3500.0,3509.0,13964.0,1762.0,1978.0,398.0,360.0,365.0,333.0,341.0,358.0,7960.0,1832.0,3363.0,1508.0,1593.0,2553.0,,,332.0,329.0,,,444.5,439.5,9323.5,10072.5
380,497.0,481.0,473.0,470.0,480.0,472.0,18416.0,12734.0,14723.0,3445.0,26089.0,967.0,480.0,454.0,428.0,412.0,420.0,429.0,3126.0,3252.0,3656.0,1922.0,1338.0,852.0,562.0,516.0,500.0,495.0,479.0,477.0,2210.0,10850.0,3171.0,7545.0,5507.0,2917.0,511.0,493.0,467.0,483.0,444.0,465.0,15319.0,11398.0,11092.0,17993.0,3967.0,7195.0,462.0,461.0,445.0,430.0,430.0,421.0,9081.0,4124.0,3804.0,14793.0,1941.0,2152.0,447.0,393.0,411.0,385.0,384.0,400.0,9275.0,2011.0,3653.0,1651.0,1691.0,2891.0,,,357.0,360.0,,,481.5,485.5,9822.5,10436.5
400,542.5,524.5,515.5,510.5,507.5,510.5,18948.5,13087.5,15419.5,3536.5,27889.5,1015.5,525.5,496.5,475.5,459.5,456.5,473.5,3614.5,3807.5,4375.5,2111.5,1486.5,898.5,614.5,559.5,544.5,536.5,524.5,531.5,2333.5,11346.5,3339.5,7981.5,5799.5,3009.5,562.5,539.5,512.5,532.5,491.5,508.5,16330.5,12156.5,12036.5,19324.5,4237.5,7657.5,512.5,505.5,489.5,480.5,472.5,474.5,9621.5,4695.5,4063.5,15594.5,2116.5,2329.5,492.5,451.5,448.5,424.5,413.5,440.5,10420.5,2169.5,3858.5,1806.5,1805.5,3216.5,,,392.5,386.5,,,512.0,509.0,10140.0,10883.0
420,564.0,548.0,533.0,541.0,534.0,537.0,19173.0,13305.0,15806.0,3622.0,29439.0,1065.0,549.0,516.0,494.0,480.0,492.0,495.0,4029.0,4300.0,5019.0,2226.0,1597.0,939.0,643.0,590.0,562.0,560.0,544.0,552.0,2417.0,11709.0,3421.0,8333.0,5988.0,3098.0,604.0,572.0,540.0,560.0,534.0,542.0,17230.0,12764.0,12785.0,20408.0,4458.0,8110.0,541.0,522.0,513.0,507.0,498.0,494.0,10094.0,5202.0,4311.0,16383.0,2266.0,2512.0,510.0,477.0,476.0,457.0,453.0,478.0,11438.0,2313.0,4043.0,1939.0,1884.0,3476.0,,,413.0,406.0,,,542.5,538.5,10493.5,11279.5
440,600.0,580.0,571.0,567.0,566.0,559.0,19360.0,13448.0,16117.0,3659.0,30486.0,1089.0,588.0,542.0,529.0,515.0,521.0,532.0,4405.0,4764.0,5603.0,2323.0,1718.0,978.0,685.0,616.0,601.0,599.0,585.0,583.0,2546.0,11980.0,3487.0,8623.0,6173.0,3122.0,644.0,607.0,577.0,603.0,560.0,569.0,17845.0,13185.0,13342.0,21360.0,4615.0,8379.0,586.0,558.0,548.0,542.0,536.0,526.0,10418.0,5621.0,4508.0,17004.0,2383.0,2696.0,558.0,513.0,509.0,494.0,485.0,508.0,12250.0,2437.0,4188.0,2076.0,1950.0,3710.0,,,444.0,437.0,,,573.0,558.0,10764.0,11571.0
460,636.5,610.5,586.5,589.5,589.5,580.5,19397.5,13436.5,16245.5,3688.5,31508.5,1124.5,608.5,575.5,562.5,557.5,553.5,557.5,4708.5,5150.5,6022.5,2357.5,1776.5,1004.5,699.5,651.5,635.5,620.5,615.5,618.5,2626.5,12243.5,3544.5,8917.5,6324.5,3160.5,682.5,638.5,609.5,633.5,608.5,599.5,18334.5,13578.5,13927.5,22077.5,4747.5,8680.5,617.5,589.5,573.5,563.5,568.5,561.5,10756.5,6015.5,4712.5,17549.5,2504.5,2857.5,586.5,537.5,541.5,524.5,514.5,531.5,13092.5,2525.5,4344.5,2189.5,2034.5,3947.5,,,458.5,464.5,,,590.0,578.0,11105.0,11960.0
480,667.5,634.5,625.5,614.5,608.5,616.5,19332.5,13446.5,16342.5,3711.5,31973.5,1149.5,646.5,612.5,576.5,581.5,575.5,589.5,4898.5,5448.5,6276.5,2375.5,1830.5,1036.5,742.5,685.5,657.5,645.5,641.5,652.5,2682.5,12319.5,3568.5,9051.5,6385.5,3175.5,708.5,664.5,651.5,670.5,630.5,633.5,18722.5,13920.5,14255.5,22714.5,4859.5,8945.5,644.5,608.5,589.5,599.5,602.5,585.5,11009.5,6324.5,4845.5,17988.5,2588.5,2991.5,622.5,574.5,574.5,548.5,545.5,556.5,13783.5,2635.5,4435.5,2311.5,2107.5,4174.5,,,479.5,487.5,,,619.5,600.5,11362.5,12240.5
500,698.5,674.5,651.5,642.5,618.5,626.5,19292.5,13480.5,16317.5,3741.5,32438.5,1179.5,674.5,637.5,599.5,602.5,604.5,608.5,5072.5,5715.5,6570.5,2406.5,1866.5,1063.5,772.5,709.5,683.5,679.5,663.5,671.5,2709.5,12400.5,3601.5,9102.5,6398.5,3182.5,740.5,690.5,668.5,701.5,662.5,650.5,18887.5,14118.5,14414.5,23206.5,4904.5,9101.5,677.5,635.5,623.5,619.5,618.5,613.5,11179.5,6533.5,4943.5,18208.5,2633.5,3082.5,650.5,587.5,599.5,585.5,570.5,581.5,14371.5,2692.5,4460.5,2371.5,2131.5,4372.5,,,509.5,510.5,,,633.0,614.0,11543.0,12458.0
520,718.0,685.0,655.0,645.0,635.0,646.0,19251.0,13498.0,16264.0,3780.0,32479.0,1196.0,694.0,642.0,628.0,621.0,610.0,618.0,5233.0,5940.0,6764.0,2410.0,1888.0,1081.0,801.0,731.0,692.0,691.0,672.0,689.0,2729.0,12361.0,3588.0,9127.0,6380.0,3179.0,767.0,721.0,683.0,710.0,680.0,676.0,18985.0,14146.0,14550.0,23504.0,4898.0,9193.0,702.0,654.0,638.0,623.0,625.0,625.0,11241.0,6688.0,5053.0,18323.0,2703.0,3156.0,674.0,613.0,610.0,595.0,589.0,598.0,14733.0,2747.0,4503.0,2434.0,2151.0,4502.0,,,531.0,528.0,,,654.0,627.0,11806.0,12700.0
540,730.0,693.0,661.0,664.0,648.0,654.0,19218.0,13573.0,16270.0,3763.0,32582.0,1217.0,712.0,670.0,639.0,629.0,622.0,634.0,5359.0,6138.0,6939.0,2428.0,1895.0,1101.0,823.0,743.0,704.0,703.0,690.0,705.0,2740.0,12370.0,3616.0,9187.0,6438.0,3187.0,788.0,728.0,698.0,720.0,691.0,684.0,19086.0,14247.0,14685.0,23594.0,4960.0,9256.0,718.0,655.0,643.0,643.0,645.0,642.0,11234.0,6715.0,5088.0,18437.0,2714.0,3206.0,693.0,634.0,638.0,618.0,592.0,616.0,14938.0,2768.0,4570.0,2477.0,2185.0,4624.0,,,550.0,546.0,,,673.0,656.0,12073.0,13037.0
560,762.0,718.0,686.0,670.0,660.0,678.0,19226.0,13554.0,16376.0,3790.0,32665.0,1241.0,744.0,688.0,652.0,663.0,641.0,656.0,5474.0,6258.0,7036.0,2450.0,1917.0,1120.0,848.0,761.0,730.0,721.0,702.0,718.0,2784.0,12394.0,3618.0,9240.0,6441.0,3212.0,814.0,740.0,716.0,742.0,716.0,703.0,19166.0,14346.0,14814.0,23854.0,5005.0,9386.0,744.0,676.0,664.0,664.0,656.0,653.0,11245.0,6810.0,5085.0,18502.0,2756.0,3270.0,734.0,649.0,652.0,631.0,618.0,627.0,15161.0,2826.0,4562.0,2535.0,2235.0,4691.0,,,551.0,554.0,,,676.5,661.5,12226.5,13297.5
580,781.5,732.5,686.5,683.5,667.5,684.5,19195.5,13532.5,16302.5,3801.5,32487.5,1241.5,757.5,692.5,668.5,656.5,655.5,668.5,5493.5,6333.5,7096.5,2447.5,1929.5,1134.5,858.5,762.5,731.5,730.5,719.5,731.5,2755.5,12355.5,3616.5,9270.5,6414.5,3180.5,826.5,756.5,727.5,748.5,729.5,713.5,19214.5,14412.5,14870.5,23988.5,5015.5,9399.5,757.5,688.5,668.5,667.5,661.5,667.5,11223.5,6886.5,5099.5,18462.5,2788.5,3297.5,742.5,662.5,659.5,650.5,631.5,640.5,15198.5,2827.5,4600.5,2562.5,2242.5,4730.5,,,566.5,563.5,,,704.5,683.5,12371.5,13440.5
600,790.5,742.5,697.5,693.5,686.5,693.5,19118.5,13290.5,16150.5,3821.5,32359.5,1258.5,769.5,702.5,675.5,681.5,666.5,682.5,5541.5,6395.5,7135.5,2466.5,1950.5,1136.5,873.5,779.5,747.5,740.5,731.5,742.5,2754.5,12345.5,3602.5,9284.5,6398.5,3203.5,833.5,769.5,737.5,772.5,735.5,715.5,19230.5,14488.5,14920.5,24086.5,4985.5,9453.5,769.5,701.5,684.5,668.5,681.5,683.5,11198.5,6918.5,5102.5,18327.5,2803.5,3366.5,761.5,682.5,668.5,662.5,636.5,657.5,15264.5,2825.5,4608.5,2581.5,2236.5,4751.5,,,590.5,580.5,,,719.0,687.0,12363.0,13609.0
620,823.0,771.0,720.0,708.0,696.0,712.0,19098.0,13302.0,16184.0,3825.0,32497.0,1290.0,796.0,730.0,688.0,698.0,688.0,705.0,5591.0,6489.0,7192.0,2473.0,1966.0,1175.0,902.0,810.0,760.0,762.0,752.0,766.0,2782.0,12354.0,3597.0,9225.0,6390.0,3206.0,853.0,776.0,748.0,782.0,759.0,740.0,19369.0,14466.0,14954.0,24331.0,5012.0,9531.0,793.0,723.0,692.0,703.0,703.0,704.0,11210.0,6921.0,5112.0,18303.0,2811.0,3393.0,789.0,701.0,685.0,686.0,668.0,675.0,15319.0,2888.0,4630.0,2609.0,2267.0,4802.0,,,604.0,595.0,,,726.5,695.5,12521.5,13800.5
640,828.0,773.0,725.0,731.0,718.0,720.0,19107.0,13316.0,16114.0,3816.0,32308.0,1298.0,804.0,744.0,708.0,707.0,694.0,705.0,5593.0,6483.0,7197.0,2483.0,1953.0,1185.0,914.0,818.0,768.0,768.0,751.0,775.0,2805.0,12368.0,3612.0,9309.0,6353.0,3189.0,866.0,803.0,764.0,791.0,763.0,753.0,19435.0,14552.0,14999.0,24496.0,5050.0,9582.0,808.0,732.0,697.0,709.0,714.0,713.0,11203.0,6940.0,5116.0,18300.0,2827.0,3456.0,795.0,713.0,704.0,695.0,679.0,685.0,15324.0,2891.0,4624.0,2645.0,2288.0,4831.0,,,620.0,615.0,,,739.0,717.0,12637.0,13900.0
660,843.5,784.5,749.5,731.5,719.5,731.5,19139.5,13360.5,16013.5,3739.5,32315.5,1326.5,819.5,752.5,708.5,722.5,699.5,718.5,5594.5,6504.5,7241.5,2487.5,1967.5,1186.5,926.5,825.5,787.5,781.5,764.5,792.5,2804.5,12346.5,3581.5,9272.5,6339.5,3171.5,887.5,816.5,773.5,803.5,772.5,758.5,19361.5,14503.5,15021.5,24621.5,5026.5,9599.5,820.5,747.5,712.5,712.5,715.5,710.5,11131.5,6947.5,5117.5,18254.5,2839.5,3454.5,811.5,721.5,707.5,709.5,683.5,693.5,15311.5,2908.5,4644.5,2656.5,2306.5,4852.5,,,633.5,621.5,,,754.0,725.0,12655.0,14237.0
680,862.5,800.5,753.5,746.5,733.5,740.5,19029.5,13387.5,16064.5,3728.5,32392.5,1335.5,835.5,768.5,730.5,736.5,720.5,726.5,5619.5,6545.5,7283.5,2489.5,1980.5,1212.5,950.5,836.5,795.5,803.5,781.5,801.5,2811.5,12280.5,3572.5,9217.5,6311.5,3182.5,896.5,826.5,786.5,822.5,790.5,769.5,19434.5,14480.5,15034.5,24596.5,5021.5,9619.5,839.5,758.5,731.5,727.5,730.5,729.5,11140.5,6992.5,5069.5,18252.5,2842.5,3452.5,831.5,736.5,726.5,718.5,696.5,706.5,15385.5,2935.5,4627.5,2675.5,2325.5,4885.5,,,648.5,629.5,,,761.0,744.0,12550.0,14458.0
