time,pBAD-rJ/Ara_0,pBAD-rJ/Ara_1,pBAD-rJ/Ara_2,pBAD-rJ/Ara_3,pBAD-rJ/Ara_4,pBAD-rJ/Ara_5,pBAD-rJ/Ara_6,pBAD-rJ/Ara_7,pBAD-rJ/Ara_8,pBAD-rJ/Ara_9,pBAD-rJ/Ara_10,pBAD-rJ/Ara_11,araC-pBAD-rJ/Ara_0,araC-pBAD-rJ/Ara_1,araC-pBAD-rJ/Ara_2,araC-pBAD-rJ/Ara_3,araC-pBAD-rJ/Ara_4,araC-pBAD-rJ/Ara_5,araC-pBAD-rJ/Ara_6,araC-pBAD-rJ/Ara_7,araC-pBAD-rJ/Ara_8,araC-pBAD-rJ/Ara_9,araC-pBAD-rJ/Ara_10,araC-pBAD-rJ/Ara_11,cymRC-pCymRC-rJ/Cuma_0,cymRC-pCymRC-rJ/Cuma_1,cymRC-pCymRC-rJ/Cuma_2,cymRC-pCymRC-rJ/Cuma_3,cymRC-pCymRC-rJ/Cuma_4,cymRC-pCymRC-rJ/Cuma_5,cymRC-pCymRC-rJ/Cuma_6,cymRC-pCymRC-rJ/Cuma_7,cymRC-pCymRC-rJ/Cuma_8,cymRC-pCymRC-rJ/Cuma_9,cymRC-pCymRC-rJ/Cuma_10,cymRC-pCymRC-rJ/Cuma_11,pLux2-rJ/AHL_0,pLux2-rJ/AHL_1,pLux2-rJ/AHL_2,pLux2-rJ/AHL_3,pLux2-rJ/AHL_4,pLux2-rJ/AHL_5,pLux2-rJ/AHL_6,pLux2-rJ/AHL_7,pLux2-rJ/AHL_8,pLux2-rJ/AHL_9,pLux2-rJ/AHL_10,pLux2-rJ/AHL_11,pPhlF-rJ/DAPG_0,pPhlF-rJ/DAPG_1,pPhlF-rJ/DAPG_2,pPhlF-rJ/DAPG_3,pPhlF-rJ/DAPG_4,pPhlF-rJ/DAPG_5,pPhlF-rJ/DAPG_6,pPhlF-rJ/DAPG_7,pPhlF-rJ/DAPG_8,pPhlF-rJ/DAPG_9,pPhlF-rJ/DAPG_10,pPhlF-rJ/DAPG_11,rhaS-pRhaB-rJ/Rha_0,rhaS-pRhaB-rJ/Rha_1,rhaS-pRhaB-rJ/Rha_2,rhaS-pRhaB-rJ/Rha_3,rhaS-pRhaB-rJ/Rha_4,rhaS-pRhaB-rJ/Rha_5,rhaS-pRhaB-rJ/Rha_6,rhaS-pRhaB-rJ/Rha_7,rhaS-pRhaB-rJ/Rha_8,rhaS-pRhaB-rJ/Rha_9,rhaS-pRhaB-rJ/Rha_10,rhaS-pRhaB-rJ/Rha_11,araC-pBAD/Ara_0,araC-pBAD/Ara_1,araC-pBAD/Ara_2,araC-pBAD/Ara_3,araC-pBAD/Ara_4,araC-pBAD/Ara_5,araC-pBAD/Ara_6,araC-pBAD/Ara_7,araC-pBAD/Ara_8,araC-pBAD/Ara_9,araC-pBAD/Ara_10,araC-pBAD/Ara_11,blank-kan_0,blank-kan_1,negative-control-kan_0,negative-control-kan_1,blank-amp_0,blank-amp_1,negative-control-amp_0,negative-control-amp_1,positive-control-amp_0,positive-control-amp_1
1080,1302.5,1162.5,1104.5,1110.5,1197.5,1224.5,1341.5,3332.5,54805.5,230420.5,245926.5,259141.5,1218.5,1067.5,1038.5,1020.5,1031.5,1056.5,1120.5,1517.5,8625.5,136627.5,230288.5,173326.5,929.5,840.5,832.5,826.5,828.5,820.5,842.5,1003.5,2217.5,4578.5,6850.5,14870.5,996.5,893.5,879.5,891.5,981.5,1563.5,4906.5,9795.5,15485.5,19730.5,23344.5,27669.5,10305.5,8013.5,7764.5,7768.5,7142.5,7157.5,6758.5,6730.5,6463.5,6428.5,6568.5,6856.5,4327.5,4103.5,6980.5,6972.5,9813.5,13818.5,21955.5,36615.5,76569.5,181504.5,172319.5,226629.5,1055.5,1055.5,922.5,889.5,886.5,880.5,922.5,1190.5,12766.5,49640.5,85281.5,117648.5,,,783.5,759.5,,,877,905,14117,16538
1100,1336.5,1176.5,1123.5,1134.5,1195.5,1224.5,1345.5,3330.5,54583.5,235821.5,249493.5,259440.5,1226.5,1072.5,1032.5,1022.5,1036.5,1064.5,1112.5,1525.5,8570.5,136946.5,231475.5,175903.5,935.5,844.5,844.5,832.5,834.5,828.5,850.5,996.5,2202.5,4581.5,6839.5,17507.5,1004.5,906.5,884.5,884.5,993.5,1575.5,4873.5,9760.5,15452.5,19720.5,23237.5,27466.5,10604.5,8114.5,7807.5,7808.5,7208.5,7221.5,6829.5,6744.5,6476.5,6469.5,6623.5,6893.5,4389.5,4127.5,7004.5,6987.5,9950.5,13866.5,22010.5,36642.5,76676.5,151584.5,171501.5,226983.5,1059.5,1059.5,944.5,891.5,888.5,890.5,926.5,1204.5,12754.5,49412.5,84838.5,118298.5,,,797.5,774.5,,,876.5,907.5,14243.5,15975.5
1120,1367.5,1196.5,1112.5,1123.5,1208.5,1244.5,1363.5,3353.5,54667.5,236121.5,251020.5,258546.5,1228.5,1077.5,1047.5,1037.5,1047.5,1083.5,1131.5,1526.5,8598.5,137138.5,233395.5,180478.5,950.5,854.5,833.5,841.5,841.5,838.5,854.5,1000.5,2209.5,4569.5,6825.5,14598.5,1021.5,911.5,885.5,894.5,1004.5,1566.5,4890.5,9769.5,15444.5,19779.5,23283.5,27479.5,10475.5,8218.5,7859.5,7850.5,7249.5,7241.5,6865.5,6806.5,6562.5,6550.5,6694.5,6993.5,4375.5,4127.5,6997.5,6965.5,9816.5,13779.5,21845.5,36589.5,76636.5,146572.5,171628.5,227273.5,1079.5,1079.5,945.5,891.5,898.5,888.5,944.5,1201.5,12772.5,49281.5,84611.5,120302.5,,,794.5,768.5,,,890,919,14299,17059
1140,1381,1197,1125,1137,1209,1248,1367,3348,54424,240936,254664,259436,1233,1085,1040,1033,1050,1084,1135,1531,8579,136731,234313,182904,966,857,845,851,845,841,859,1025,2210,4579,6849,14128,1020,908,894,898,1004,1580,4885,9689,15374,19681,23190,27451,10632,8386,7857,7846,7251,7240,6905,6835,6594,6619,6753,7055,4303,4098,6961,6937,9783,13778,21852,36672,76479,145427,171041,228553,1100,1100,942,900,899,903,938,1228,12737,49330,84465,121502,,,797,777,,,890.5,910.5,14452.5,16135.5
1160,1345.5,1275.5,1137.5,1139.5,1222.5,1259.5,1372.5,3380.5,54577.5,243339.5,259438.5,259438.5,1254.5,1097.5,1053.5,1045.5,1059.5,1086.5,1146.5,1544.5,8567.5,136849.5,237204.5,166385.5,972.5,872.5,852.5,864.5,852.5,848.5,872.5,1031.5,2230.5,4580.5,6851.5,13449.5,1041.5,926.5,902.5,918.5,1009.5,1585.5,4899.5,9721.5,15378.5,19651.5,23215.5,27450.5,10838.5,8411.5,7927.5,7912.5,7353.5,7291.5,6903.5,6908.5,6662.5,6681.5,6776.5,7106.5,4413.5,4143.5,6950.5,6942.5,9775.5,13738.5,21833.5,36546.5,76028.5,143902.5,169615.5,226855.5,1098.5,1098.5,972.5,915.5,910.5,907.5,946.5,1210.5,12692.5,48974.5,83986.5,122649.5,,,808.5,782.5,,,895.5,915.5,14508.5,16321.5
1180,1319.5,1227.5,1149.5,1142.5,1229.5,1257.5,1385.5,3383.5,54402.5,244618.5,259440.5,259440.5,1267.5,1096.5,1068.5,1052.5,1065.5,1100.5,1151.5,1558.5,8557.5,136336.5,237981.5,162463.5,985.5,887.5,874.5,869.5,850.5,864.5,882.5,1038.5,2232.5,4575.5,6864.5,14208.5,1039.5,948.5,915.5,920.5,1024.5,1600.5,4878.5,9716.5,15311.5,19604.5,23218.5,27444.5,10777.5,8468.5,7964.5,7926.5,7378.5,7348.5,6968.5,6985.5,6726.5,6723.5,6895.5,7202.5,4347.5,4128.5,6927.5,6931.5,9751.5,13752.5,21844.5,36805.5,76295.5,143251.5,169535.5,226855.5,1111.5,1111.5,978.5,926.5,922.5,916.5,955.5,1216.5,12676.5,49194.5,83703.5,124385.5,,,822.5,792.5,,,898.5,937.5,14558.5,16325.5
1200,1335,1248,1142,1140,1235,1270,1383,3390,54300,242607,259433,257151,1263,1105,1066,1058,1067,1095,1155,1550,8575,135702,240525,163718,991,892,866,864,855,870,881,1034,2224,4575,6844,13862,1049,937,908,916,1014,1595,4853,9699,15318,19634,23266,27454,10816,8499,7931,7938,7369,7345,7007,7012,6775,6785,6895,7239,4318,4135,6916,6892,9708,13616,21748,36552,76802,141942,168673,226933,1114,1114,983,920,923,917,955,1226,12670,48952,83513,125021,,,814,789,,,904,935,14589,17118
1220,1395,1259,1152,1172,1248,1275,1396,3393,54459,259435,259435,259435,1275,1115,1076,1062,1081,1109,1171,1564,8564,136216,243326,164515,1008,901,878,880,874,874,897,1045,2236,4689,6847,14335,1064,946,924,943,1030,1585,4885,9668,15334,19601,23629,27426,11009,8628,8008,7971,7397,7396,7081,7073,6802,6829,7006,7340,4358,4158,6895,6894,9703,13645,26397,36653,76281,141973,168692,226794,1138,1138,985,925,921,917,960,1224,12634,48999,83463,127279,,,824,797,,,895,946,14694,16374
1240,1368.5,1243.5,1151.5,1151.5,1242.5,1271.5,1407.5,3390.5,54467.5,259429.5,259429.5,257628.5,1281.5,1112.5,1072.5,1061.5,1078.5,1111.5,1173.5,1562.5,8585.5,136289.5,248231.5,166818.5,1009.5,906.5,881.5,886.5,884.5,881.5,896.5,1048.5,2214.5,4720.5,6795.5,13398.5,1072.5,940.5,927.5,949.5,1039.5,1603.5,4864.5,9768.5,15303.5,19863.5,23528.5,27415.5,11156.5,8625.5,8024.5,8033.5,7446.5,7409.5,7069.5,7131.5,6885.5,6888.5,7042.5,7376.5,4375.5,4211.5,6894.5,6890.5,9703.5,13677.5,25903.5,36674.5,76298.5,142061.5,168655.5,227592.5,1164.5,1164.5,992.5,939.5,925.5,930.5,963.5,1260.5,12612.5,49627.5,83654.5,128982.5,,,821.5,805.5,,,923.5,948.5,14839.5,15983.5
1260,1371,1247,1170,1162,1252,1285,1414,3412,54528,259429,259429,259429,1290,1127,1091,1071,1091,1121,1183,1590,8580,136174,259429,169361,1024,918,900,890,892,885,908,1062,2245,4704,6824,15894,1090,967,937,941,1046,1604,4859,9930,15758,19902,23622,27361,11289,8695,8078,8008,7439,7436,7170,7166,6892,6960,7083,7432,4398,4195,6876,6878,9672,13644,26541,36907,76429,141001,170182,226651,1165,1165,986,954,938,930,978,1247,12622,49759,83579,130718,,,840,809,,,914,951,15068,17078
1280,1429.5,1259.5,1165.5,1170.5,1256.5,1289.5,1421.5,3463.5,54405.5,259430.5,259430.5,259430.5,1303.5,1131.5,1101.5,1088.5,1102.5,1142.5,1191.5,1575.5,8556.5,135319.5,259430.5,176277.5,1034.5,925.5,905.5,904.5,892.5,897.5,914.5,1060.5,2249.5,4698.5,6849.5,13819.5,1097.5,967.5,942.5,948.5,1057.5,1608.5,4851.5,9916.5,15819.5,19870.5,23480.5,27287.5,11234.5,8734.5,8092.5,8042.5,7459.5,7461.5,7141.5,7168.5,6926.5,6983.5,7130.5,7510.5,4433.5,4359.5,6847.5,6846.5,9551.5,13610.5,27397.5,72243.5,75937.5,139774.5,170146.5,226702.5,1161.5,1161.5,1008.5,946.5,939.5,941.5,984.5,1258.5,12583.5,49423.5,83297.5,132459.5,,,850.5,813.5,,,924.5,957.5,15215.5,15564.5
1300,1372,1267,1172,1174,1263,1298,1430,3467,54416,259430,259430,245994,1311,1162,1093,1089,1120,1135,1199,1594,8567,135119,259430,176291,1037,928,911,906,901,902,929,1069,2249,4698,6800,14191,1109,977,950,964,1056,1618,4893,9963,15916,19915,23555,27272,11324,8794,8166,8100,7484,7472,7198,7256,7039,6996,7184,7559,4470,4342,6866,6866,9644,13647,27880,52856,76049,139259,169292,226739,1165,1165,1012,966,955,959,990,1266,12641,49474,82918,133796,,,850,834,,,925,958,18535,16638
1320,1443,1281,1186,1174,1270,1301,1428,3455,54450,259430,259430,250255,1317,1159,1107,1105,1122,1140,1199,1589,8557,134470,259430,176856,1047,939,914,915,905,917,936,1074,2254,4729,6943,16719,1115,983,954,963,1067,1618,4886,9981,15983,19837,23466,27347,11768,8850,8160,8102,7529,7519,7249,7300,7053,7105,7229,7593,4440,4553,6847,6865,9651,13619,28473,53439,76223,139167,168993,226348,1193,1193,1018,976,965,955,993,1277,12605,49324,82502,137038,,,854,825,,,936.5,965.5,17501.5,15983.5
1340,1487,1293,1190,1185,1266,1318,1429,3474,54409,259427,259427,249293,1314,1158,1108,1097,1118,1141,1205,1599,8533,134435,259427,177186,1050,942,922,920,917,919,935,1098,2247,4709,6934,15930,1120,990,955,959,1063,1618,4833,9909,16026,19860,23543,27258,11570,8868,8139,8047,7560,7496,7274,7262,7098,7139,7305,7667,4459,4423,6835,6817,9584,13478,28324,51114,75763,138772,168980,228032,1187,1187,1026,975,962,961,1002,1272,12560,49449,82525,140033,,,868,844,,,940.5,962.5,15588.5,16759.5
