time,e11x32gp411,e11x32NrdJ1,e11x32STPhoRadA,e11x32CthTer,e11x32NrdA2,e11x33NrdA2,e11x33MjaKlbA,e15x32NpuSspS2,e15x30NpuSspS1,e15x32gp411,e15x30gp418,e15x32gp418,e15x32STIMPDH1,e15x30SspGyrB,e15x30TerThyXS2,e15x30TerThyXS1,e15x30TvoVMA,e15x30STPhoRadA,e15x32STPhoRadA,e15x30CthTer,e15x32CthTer,e15x32NrdA2,e15x30MjaKlbA,e16x32M86,e16x32gp418,e16x32gp418,e16x30STsSspDnaX,e16x30TerThyXS1,e16x30STPhoRadA,e16x32STPhoRadA,e16x30CthTer,e16x32CthTer,e16x30SaPdpol,e16x33NrdA2,e16x30MjaKlbA,e16x33MjaKlbA,e17x32M86LS1,e17x32M86,e17x30NpuSspS1LS2,e17x30NpuSspS1,e17x32gp411,e17x32gp418,e17x32NrdJ1,e17x33NrdJ1,e17x32STIMPDH1,e17x30STSspDnaXLS7,e17x30STSspDnaX,e17x30TvoVMA,e17x30STPhoRadA,e17x32STPhoRadA,e17x30CthTer,e17x32CthTer,e17x30MPMDnaB,e17x30SaPdpol,e17x32NrdA2,e17x32NrdA2,e17x33NrdA2,e17x30MjaKlbA,e17x33MjaKlbA,e20x32M86,e20x32STNpuSspS2,e20x32gp411,e20x30gp418,e20x32gp418,e20x32NrdJ1,e20x33NrdJ1,e20x30STIMPDH1,e20x32STIMPDH1,e20x30STsSspDnaX,e20x30TerThyXS1,e20x30TvoVMA,e20x30STPhoRadA,e20x32STPhoRadA,e20x32CthTer,e20x30SaPdpol,e20x32NrdA2,e20x33NrdA2,e20x30MjaKlbA,e20x30MjaKlbA,e20x33MjaKlbA,e22x32gp411,e22x30gp418,e22x30gp418,e22x32gp418,e22x32NrdJ1,e22x33NrdJ1,e22x32STIMPDH1,e22x30STsSspDnaX,e22x30SspGyrB,e22x30STPhoRadA,gfp_med_1,gfp_med_2,gfp_low
960,148029.24,238610.02,103973.27,10817.28,231208.42,86474.07,3991.56,22578.73,5089.83,25400.36,1423.58,1142.82,11530.78,33442.62,1058.45,756.8,537.49,7053.27,6441.71,2751.33,1550.54,4435.75,4452.34,41360.5,8158.6,5024.79,163959.94,26623.63,92535.82,85186.77,11691.46,7787.01,3174.82,93685.21,15098.06,21704.31,122162.52,34075.43,3512.08,4612.2,13326.04,24740.98,41828.72,50850.81,9912.28,128600.27,19815.65,945.84,9564.19,16445.88,12436.89,4485.55,1638.32,7527.33,98799.79,80940.83,64710.89,11489.09,20277.0,28403.82,7565.11,38711.05,39243.52,15466.26,56563.73,57202.18,31123.26,40774.44,56019.29,611.95,633.92,41350.56,32438.53,1221.61,1251.56,32633.32,27675.87,25709.75,26101.46,19725.2,10778.64,9891.27,11540.48,11566.96,16852.99,17988.2,6167.7,10236.27,13495.24,10082.77,212398.07,214329.14,41241.72
980,155655.61,241082.83,103431.85,10828.74,228059.18,87481.06,3976.86,22506.7,5082.5,25647.85,1563.04,1168.71,11399.78,33091.64,1127.27,786.52,569.26,6970.62,6487.04,2780.82,1564.94,4530.13,4510.97,40866.32,8178.06,5183.09,166290.4,26700.66,93608.11,83458.62,11936.12,7733.83,3212.02,93775.61,15172.93,21370.74,124602.94,34137.19,3495.62,4713.61,13344.92,24913.03,41405.76,50741.82,10096.34,130422.36,19812.86,949.28,9639.13,16552.25,12430.24,4385.7,1643.69,7385.71,99341.75,80647.16,64829.23,11449.6,20270.63,28109.77,7601.47,39147.41,38703.3,15526.69,56759.59,58087.26,30650.3,39845.26,56212.93,712.91,770.33,40638.29,32323.55,1283.91,1247.63,32427.71,27840.61,26010.64,25965.76,19115.62,10855.27,10301.42,11501.23,11762.98,16738.81,17886.9,6140.06,10228.97,13661.4,10150.38,211019.67,215368.2,40997.62
1000,138733.49,241477.03,105991.3,11037.69,227185.46,88654.39,4091.87,22767.26,5239.1,26075.13,1586.46,1199.22,11658.52,33806.67,1072.39,799.87,573.59,7159.42,6572.78,2810.52,1612.55,4551.38,4606.5,41274.02,8299.41,5218.66,167379.25,27463.6,93643.05,86707.07,12377.76,7879.34,3444.94,94022.1,15494.91,21976.21,130004.08,34838.84,3604.3,4781.75,13599.79,25068.45,41917.72,51589.82,10233.03,132598.51,20120.99,965.48,9857.19,16691.15,12446.37,4607.6,1569.75,7867.98,101938.55,82505.59,66970.74,11578.02,20715.35,28554.47,7734.21,39542.13,40136.09,15803.71,57443.62,57595.44,32027.9,41779.32,56876.49,717.33,823.64,41588.65,33095.59,1238.99,1305.47,33691.43,27744.4,26846.99,26612.33,20470.8,11054.1,10255.85,11854.38,11744.67,17042.14,18257.56,6298.91,10472.36,13806.12,10118.5,212431.09,215845.92,41329.52
1020,163653.9,236717.68,104690.41,10730.13,226680.29,87880.52,4024.52,22818.9,5112.7,26031.16,1517.16,1258.92,11677.07,33772.81,1127.67,847.16,563.93,7052.09,6534.66,2886.34,1649.9,4512.92,4627.94,41044.28,8316.52,5190.65,167261.72,27304.41,92769.47,88515.39,11737.82,8246.56,3244.77,95076.95,15258.19,22180.82,129897.92,34135.89,3621.36,4754.93,13484.95,25028.8,41853.01,51148.92,10202.7,132533.92,19919.08,980.21,9797.3,16666.98,12533.44,4654.45,1587.77,7858.94,98984.17,83083.3,64628.44,11671.81,19980.88,28274.38,7757.62,39438.98,39928.63,15934.57,57511.61,58598.44,31958.22,41591.06,56766.76,677.49,841.47,41567.39,32902.03,1150.37,1325.29,33432.7,27807.42,26442.97,26248.32,20170.62,10964.91,10354.4,11698.21,11705.18,16954.74,18162.55,6265.68,10368.38,13644.7,10210.23,212456.07,215778.87,40582.91
1040,159930.49,234278.14,105288.08,10940.26,226039.65,88260.16,4103.85,22889.06,5229.16,25961.42,1586.99,1213.26,11832.08,34335.89,1065.83,764.51,614.04,7247.71,6650.46,2699.82,1529.0,4528.81,4515.12,42073.5,8233.61,5261.86,169128.73,26969.94,96123.54,89012.08,12437.66,7860.22,3432.5,95709.4,15295.54,22282.25,123551.87,35025.71,3562.4,4644.55,13772.89,24902.4,43019.1,50835.13,10486.53,132023.0,19581.4,1043.78,9910.44,16699.41,12385.99,4541.3,1650.16,7818.83,102271.23,82173.92,66745.74,11668.14,20502.2,28712.92,7727.08,38537.76,39766.94,15635.35,58222.78,57828.89,32370.85,41119.38,57340.91,681.38,946.65,41835.88,33091.88,1324.36,1309.2,34070.3,27949.4,26832.77,26864.92,20097.3,11117.66,10456.55,11851.85,11777.23,17114.74,18238.3,6296.13,10562.97,13853.11,10390.84,211079.75,214730.2,42066.19
1060,137853.19,236482.75,105312.98,10883.3,226068.58,88746.11,4066.04,23309.6,5114.0,26106.45,1592.1,1282.13,11792.86,34104.18,1094.58,829.25,564.8,7152.49,6571.67,2801.26,1585.53,4562.75,4621.58,42156.35,8310.46,5174.96,168631.89,27332.39,95381.65,87807.03,12119.37,8182.25,3339.63,95273.69,15192.34,22343.3,131185.66,35074.15,3645.18,4733.84,13759.07,24694.16,42027.51,51446.61,10282.18,133090.25,19823.58,976.65,9872.79,16558.52,12611.22,4631.41,1527.34,7870.02,100180.04,84288.28,65784.2,11848.17,20258.7,29082.69,7727.69,39310.06,39984.16,15886.68,57248.0,57846.99,32063.57,41738.64,56237.08,718.52,931.92,42599.15,33240.26,1297.61,1331.05,33644.12,27353.71,26304.28,26712.92,20334.04,10988.06,10513.06,11665.76,11936.68,17006.26,18070.95,6297.21,10493.87,13894.26,10346.52,213686.53,213558.5,41429.56
1080,171302.69,237723.91,106558.11,10884.45,227657.33,89069.18,4206.84,23325.28,5345.77,26499.81,1727.15,1266.49,12072.13,34685.63,1142.27,895.6,664.88,7167.76,6697.04,2937.07,1708.26,4672.91,4745.6,42350.52,8565.76,5279.54,171340.53,27905.42,96999.51,89334.76,12434.86,8253.51,3509.4,96308.35,15877.14,22346.4,124884.68,35469.13,3742.71,4854.65,14039.31,25328.67,42678.83,51911.16,10689.3,136533.5,20277.67,1036.1,10138.46,16922.81,12866.31,4769.19,1454.77,8164.05,101807.36,84662.79,66793.13,11898.79,21051.06,29146.93,7833.23,38841.76,40411.14,15948.08,56920.41,59226.37,32305.99,42499.31,56891.18,676.22,1013.9,42390.01,33766.72,1376.97,1369.99,34398.63,28002.72,27544.09,27150.49,20549.11,11155.59,10552.26,12340.07,11790.05,17332.16,18479.61,6415.24,10709.73,14219.77,10439.79,214605.54,215868.09,41817.28
1100,149274.11,234496.07,106585.59,10845.0,225988.71,89902.14,4255.65,23090.08,5276.42,26845.25,1694.83,1281.25,11924.18,34753.66,1050.09,876.31,623.63,7316.22,6706.19,2901.97,1614.79,4594.49,4668.34,42459.26,8478.21,5305.46,170967.33,27605.15,97965.11,89962.51,12516.21,8012.66,3386.33,95934.4,15709.91,22773.44,134875.14,35402.85,3595.07,4768.27,13739.79,25036.8,42797.09,51095.52,10553.1,133438.47,20000.2,1038.79,10215.45,16784.89,12922.25,4650.45,1542.91,7957.33,103031.36,82958.01,66814.47,12051.2,20945.61,29433.28,7868.48,40404.63,40871.91,15949.38,58770.93,58881.28,32843.25,42355.98,57767.77,702.72,978.65,42512.3,33755.69,1322.26,1411.43,34234.87,28344.58,26838.87,27118.48,20100.7,11132.25,10645.79,12198.58,11941.54,17484.97,18362.9,6482.86,10701.98,14226.98,10454.41,214543.21,216367.5,42285.91
1120,169711.82,235376.8,108476.7,11079.27,227442.28,90995.83,4281.87,23888.58,5402.42,26778.19,1647.26,1269.13,12406.86,36128.42,1186.96,929.15,683.92,7566.1,6847.18,2951.58,1653.65,4727.78,4814.07,43403.97,8816.47,5510.44,180908.49,28715.19,102638.46,92999.4,12865.43,8587.88,3561.41,98926.98,16264.81,23016.51,136739.99,36681.91,3894.2,5084.48,14324.76,26200.42,44368.69,54099.26,10716.57,138998.49,20652.09,1036.52,10481.98,17417.1,13506.79,4951.94,1784.76,8344.16,106583.76,87846.89,70182.48,12242.85,21626.19,29702.82,8103.84,41457.06,42638.23,16958.2,61164.39,61665.99,34074.09,43901.17,59480.91,705.39,979.36,43557.49,35020.44,1375.07,1567.69,35785.41,29786.73,28222.84,27342.84,21203.1,11666.7,10756.51,12580.03,12188.17,17767.26,19042.58,6691.31,11007.89,14514.84,10912.34,221150.9,222452.95,42874.34
1140,172234.08,228890.92,106696.9,10963.28,223162.48,88047.81,4284.77,23355.09,5375.66,26995.19,1743.95,1414.81,12321.79,35310.96,1186.5,982.83,728.12,7459.78,6866.39,2939.82,1748.78,4721.86,4893.4,42517.99,8655.51,5568.38,175820.19,28381.97,98269.27,90209.93,12490.22,8194.86,3599.19,98931.9,15840.82,22696.64,137706.86,35491.19,3762.91,4983.45,14171.21,25973.23,43371.53,53257.52,10755.17,136441.82,20592.68,1082.93,10260.68,17345.48,12940.43,4712.98,1653.79,8181.41,102892.54,83962.65,67735.11,12177.78,20975.42,29359.0,7932.76,41005.03,39927.93,16159.96,59636.21,59947.42,33328.38,42700.99,58857.24,764.15,1167.71,43267.59,33902.71,1419.36,1419.66,34570.92,28473.3,27496.86,27329.96,20538.84,11568.95,10905.19,12475.96,12112.29,17660.98,18739.4,6616.96,10706.93,14217.03,10629.22,216651.37,219106.31,41792.39
1160,166035.62,230992.19,106551.52,11017.99,224792.07,89749.36,4307.35,23297.3,5372.14,26944.95,1658.31,1357.52,12292.67,35433.01,1103.54,906.61,671.41,7311.73,6851.27,2902.54,1700.06,4574.47,4714.9,43008.22,8663.04,5356.59,175118.64,27968.43,100212.4,90564.27,12678.13,8103.08,3545.29,98074.29,15606.9,23001.75,137575.6,35802.18,3676.17,4831.72,14142.66,25557.13,43145.21,52425.13,10721.94,135259.41,20284.67,1105.1,10410.11,17080.79,12983.04,4737.2,1631.23,8023.61,104649.75,83715.15,68381.16,12180.06,20766.09,29838.69,7927.94,40455.43,41161.92,16287.97,59271.42,59657.44,33377.03,43229.58,58129.78,744.0,1110.57,43729.12,34038.72,1389.33,1415.9,34731.76,28589.21,27197.58,27685.8,20401.18,11543.04,10827.78,12365.6,12296.28,17694.22,18597.87,6543.0,10772.54,14502.13,10518.7,215505.27,217309.12,42398.6
1180,154878.04,229423.52,106109.64,11198.35,221347.37,90043.73,4412.09,23414.83,5478.17,27169.9,1788.31,1551.57,12374.02,35083.7,1117.47,958.26,759.82,7419.76,6876.21,2966.54,1812.93,4652.21,4812.77,43301.09,8786.4,5456.11,175296.28,28366.97,100584.86,89497.56,12670.95,8198.29,3580.42,99047.38,15549.94,23140.26,138050.12,35620.99,3745.08,4945.79,14377.54,25625.43,43273.39,52788.24,10796.44,136998.2,20329.05,1166.07,10432.0,17158.19,12990.66,4802.74,1685.25,8059.33,102970.14,83158.39,68157.02,12248.07,20769.3,29771.29,8014.16,40473.75,41312.29,16437.05,59492.04,60030.59,33217.25,43112.65,58472.59,764.11,1134.06,43821.72,34360.06,1434.38,1445.13,34589.37,28743.85,27275.57,27371.4,20431.1,11621.84,11015.98,12202.21,12407.4,17827.66,18653.29,6629.09,10905.55,14412.08,10264.3,216093.25,216901.46,42303.88
1200,174284.28,227400.85,108099.39,11258.58,223109.95,89847.37,4519.38,23542.28,5516.78,27355.36,1761.12,1519.41,12556.2,35913.86,1190.93,957.94,744.23,7501.4,6974.37,3043.18,1718.85,4777.39,4806.58,43689.3,8926.23,5510.86,177551.77,27993.83,102553.45,90732.92,12907.35,8252.07,3641.41,99268.8,15869.98,23350.0,140167.26,36079.86,3800.38,4933.67,14562.42,25838.74,44201.89,53495.96,10908.91,138042.53,20511.95,1175.34,10606.02,17265.57,13171.02,4680.0,1678.74,7932.72,104483.3,84347.59,68401.09,12421.98,20867.55,30204.04,8174.94,41137.51,41725.61,16365.24,60189.99,60598.59,33388.52,43786.29,58985.22,797.96,1211.4,43922.56,34620.31,1495.75,1494.36,34917.52,29074.71,27307.29,27922.43,20814.23,11638.89,11206.28,12513.66,12376.69,17905.63,18275.08,6640.15,10929.23,14596.8,10629.39,218151.99,220097.19,42770.04
