ara,ohc14,sal,E38-E20,E11-E38_x,E38-E11,E11-E38_y
3.25,0.0,50,0.12178752468910861,0.025300079323452945,0.0023190618301875327,0.024176955727065273
3.25,0.0,100,0.15480250585878855,0.02776334862453842,0.0025052630555279943,0.025976290576779446
3.25,2.5,0,0.244072771445283,0.04205000383363134,0.004274673951097496,0.03333116663492779
3.25,2.5,25,0.8691941442391516,0.13545711258422236,0.006171325392121671,0.09646197611203414
3.25,2.5,50,1.2629801731606625,0.15394971629327353,0.005111346059819796,0.13127011967881208
3.25,2.5,100,1.9741542139250186,0.18374246887727003,0.007149832288091184,0.11550911715622553
3.25,5.0,0,0.5016068992055402,0.04316364373693113,0.005175013455344138,0.03540702507531957
3.25,5.0,25,1.1912289190403924,0.1149612142427812,0.5695662759433475,0.11182341003818934
3.25,5.0,50,1.553683262363576,0.2208939869973265,0.09846240148582014,0.23217514522303861
3.25,5.0,100,2.0944908197184446,0.12358085659404906,0.0215187217295707,0.10307357336705025
3.25,10.0,0,0.2587434624142117,0.05637534309820277,0.005895826118858387,0.04270650365172822
3.25,10.0,25,0.8749123542266478,0.23217142243782946,0.5034575523483134,0.25584125135714664
3.25,10.0,50,1.2975871601618647,0.23914635293086944,0.4662626098012088,0.2296816300891293
3.25,10.0,100,2.036409865349354,0.30031926762112504,0.5770894645849082,0.2793239015901917
13.0,0.0,0,0.039067300094252744,0.020805330459628707,5.313161707950356e-06,0.017985296466286677
13.0,0.0,25,0.08476573051289374,0.027586432819181106,0.0030917472018664287,0.022384147540563927
13.0,0.0,50,0.10611033886665971,0.028988932244351614,0.003084533120275706,0.023330807674670627
13.0,0.0,100,0.1366582323718381,0.03327038555096923,0.003310038313817724,0.02463065965522218
13.0,2.5,0,0.2233693726378455,0.031653535537675845,0.005481167959285308,0.022403230947227914
13.0,2.5,25,0.7790374340061668,0.12754082872436162,0.04544671616607651,0.03815714730988371
13.0,2.5,50,1.2311170692432771,0.15894556964182477,0.6423109353273333,0.03188018724992298
13.0,2.5,100,1.936569732483054,0.20625769476728523,0.02566490700743112,0.04867130030049479
13.0,5.0,0,0.4195135577792992,0.030753829301186735,0.0056653164266683405,0.03210450996671486
13.0,5.0,25,1.1282474907167734,0.126477369170534,0.0427184144478834,0.10208960724460986
13.0,5.0,50,1.5326266127576658,0.20055299485145847,0.5692225619510429,0.09535141218891818
13.0,5.0,100,2.101320225990352,0.44027522303476124,0.4118484277025697,0.16062462058595012
13.0,10.0,0,0.2603993386108768,0.057427760710694734,0.007745753315283871,0.03732054623141676
13.0,10.0,25,0.8563891503595323,0.33388952862605553,0.6810010693069619,0.2769320345937077
13.0,10.0,50,1.3847022481331936,0.2378154177806087,0.7196930763039974,0.25272311037783507
13.0,10.0,100,2.004106412735651,0.34339459340380296,0.5566098047350756,0.1964380189623234
