gate,K1,K2,n1,n2,ymin1,ymin2,ymax1,ymax2
e22x33NrdJ1,0.18021468970783605,2.734787533591848,2.067543085767666,1.7081941777560574,0.011830007298679801,0.010508474325591623,1.395664519533488,1.384874947430883
e22x32NrdJ1,0.08031221106951321,3.559582374184178,1.6276779810153894,1.412008795591275,0.01096956524464771,0.0006363444009659545,1.3643858682220775,1.50057153029315
e22x32STPhoRadA,0.15123889573911714,2.722385711546963,2.4031416851937437,1.8968501684473325,0.02138000353192458,0.007783320270383156,1.1016789788741304,1.0958890556601864
e22x30MjaKlbA,0.0755085640700358,6.726105365444559,2.3327295681130207,1.27234316840508,0.0769315148071515,0.01274558198669624,1.207949519611017,1.207949519611017
e15x30MjaKlbA,0.15182153269762078,1.0147924367318006,3.9999999999999996,3.9999999999999996,0.012822849955155511,0.011932848195483299,0.3487491887821091,0.3487491887821091
e16x33MjaKlbA,0.5787465524049074,1.5026689366410102,2.684084275039812,3.9999999999999996,0.0022783985232153726,7.3302281002961e-33,0.7339390239713759,0.7361667956678877
e32x33NrdJ1,0.1977504374515617,1.0088717848731397,3.9325580031401337,1.2467342771359156,0.02192855054228898,0.03173427035470776,1.26532422102852,1.3636374984239439
e33x30STPhoRadA,0.10196815775728775,2.235130225575648,2.8492520341009193,1.626278275726666,0.0117421519157063,0.016038455726623355,0.6740756816120838,0.6740756816120838
e34x32gp411,0.19055781307484598,0.7485860265595264,3.2061304831665565,1.9754328381998103,0.02640716859181517,0.03486163405910843,0.8543004168402245,0.8180281051038364
e41x32NrdA2,0.2515903325922892,0.00013535086068210654,2.7522271655045865,3.9679761929503345,0.015000649492176322,0.07137257540645238,0.4566612744041217,0.4566612744041217
e33x30MjaKlbA,0.12329659477069353,2.827205339807241,3.9999999999965223,1.6659911443218987,0.009685672083395762,0.015294036162453312,0.7548521619769248,0.7548521619769248
e34x30SspGyrB,0.2449023542181485,0.000961576150741059,3.091364436828617,3.9753036134109894,0.023142663031431383,0.09738890536191078,0.5102554784862081,0.5096174652598578
e38x33MjaKlbA,0.30674322280276434,1.5429319838585986,2.112728953894123,2.2141009555220026,0.006149669671734792,0.01358460464612544,1.3074965557481817,1.6005858957181125
e42x32NrdJ1,0.3290763580216898,1.1914194807820897,3.9999999999999987,3.9999999999999996,0.012065518273674644,0.00753499060402411,0.49197825695812863,0.49197825695812863
e32x32NrdA2,0.23376221925575555,0.6666725087729685,3.600529001376957,0.6897363162635063,0.011637877406724053,0.01467292525988642,0.7922422084385553,0.79224220843855
e33x32NrdA2,0.283167061824484,1.3096349888101166,1.4569409779048443,1.9728929517382363,0.0018679779206346152,0.01580004103254731,0.968677638145668,0.9030409005559977
e38x33NrdJ1,0.0961752639800055,2.128746946320705,1.7580639978666746,1.0727103874679025,0.031041411500094852,0.024327892894735414,1.701778977425902,1.9658681474446427
e32x32gp411,0.1345576182438596,1.9708261322408824,1.6037230585587774,1.1550082797166321,0.01833584004057879,0.022433206495424088,2.1780066604246744,2.2829010815176765
e33x30SspGyrB,0.21678752543407784,1.1967546387028163,1.6890924329198238,2.0033984245852503,0.004625501562443758,0.019541857798404314,1.0181106172512926,1.0327803165158222
e34x32STIMPDH1,0.21675123183761535,0.8338867621869063,2.088133503569408,2.646582764186324,0.016822958843311822,0.04337258500923447,0.8979020920385968,0.8889545993695145
e38x30NpuSspS1,0.10167242100293462,3.9108375329862994,2.2475021556602535,0.4787782804024307,0.005222858824833601,0.011296785846274714,0.8940288021272819,0.894028802126723
e17x30MjaKlbA,0.12484558248486831,1.4453510472133502,1.7106097845278663,1.3740403187364905,0.016834068768799886,0.010125982186335886,1.5667913002856697,1.7360207085198631
e17x33MjaKlbA,0.23492101385706976,2.2318797538068234,3.6663489015890405,1.8190971010180361,0.01074436113285457,0.01710109658078228,0.6236920416116044,0.6236920416116044
e17x32STPhoRadA,0.21802551072877663,1.4734782719079278,1.905149169638827,1.8345562009409342,0.003524410793509937,0.013053975094314442,1.4361029444966094,1.466997273033792
e17x32STIMPDH1,0.10844340079108936,2.450243172107568,1.6951486985403026,1.096325690183008,0.01615901828129238,0.010989550592411445,2.0588714856182277,2.03570507871552
e32x30STPhoRadA,0.12299910313538356,17.897835819812776,2.578864163690304,0.8729982010452244,0.017510354933437715,0.001956475002423523,2.1251759836913093,2.121116161832971
