Well,Content,Group,Raw Data (600 1),Raw Data (600 1), Raw Data (485-12 4), Raw Data (485-12 4), Raw Data (485-12 3), Raw Data (485-12 3), Raw Data (485-12 2), Raw Data (485-12 2)
F01,Sample X61,A,1.364,1.36,5703,5795,2967,2988,1440,1452
F02,Sample X62,A,1.334,1.321,12107,12233,6256,6340,3024,3062
F03,Sample X63,A,1.315,1.301,10529,10748,5489,5542,2661,2695
F04,Sample X64,A,1.09,1.118,9329,9808,4773,5012,2283,2420
F05,Sample X65,A,1.206,1.215,9274,9386,4796,4831,2348,2356
F06,Sample X66,A,1.165,1.18,9212,9280,4787,4804,2329,2346
F07,Sample X67,A,1.364,1.353,4126,4147,2132,2151,1038,1040
F08,Sample X68,A,1.36,1.361,11592,11815,5997,6139,2907,2954
F09,Sample X69,A,1.29,1.285,23901,24215,12378,12556,5983,6076
F10,Sample X70,A,1.267,1.252,25533,25888,13192,13378,6397,6469
F11,Sample X71,A,1.212,1.22,14819,14996,7624,7731,3698,3749
F12,Sample X72,A,1.104,1.15,20131,20309,10454,10453,5055,5082
H03,Blank B,A,0.049,0.046,2021,2022,1049,1047,515,514
H04,Blank B,A,0.049,0.047,2009,2034,1053,1056,509,512
H05,Negative control N,A,1.626,1.649,4140,4203,2163,2182,1053,1055
H06,Negative control N,A,1.632,1.623,4155,4154,2147,2169,1046,1049
H07,Blank B,B,0.051,0.048,1986,1962,1027,1017,503,498
H08,Blank B,B,0.05,0.048,1976,1961,1029,1013,498,500
H09,Negative control N,B,1.647,1.661,4760,4753,2450,2463,1205,1203
H10,Negative control N,B,1.586,1.598,4573,4567,2365,2360,1164,1150
H11,Positive control P,B,1.649,1.727,94982,94226,49507,48874,24022,23798
H12,Positive control P,B,1.656,1.674,96037,94770,50051,49213,24301,23922
